Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Johnny Abrego\abregjo01,22,CHC,1st,6,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0
2,Ricky Adams\adamsri02,26,SFG,3,54,32,54,46,0,0,0,5,17,25,0,0,0,0,5,8
3,Luis Aguayo\aguaylu01,26,PHI,6,91,42,91,82,0,0,0,17,7,60,0,0,0,0,11,9
4,Rick Aguilera\aguilri01,23,NYM,1st,22,19,22,21,21,0,0,0,0,0,0,0,0,0,0,1
5,Neil Allen\allenne01,27,STL,7,23,1,23,23,23,0,0,0,0,0,0,0,0,0,0,0
6,Bill Almon\almonbi01,32,PIT,12,88,61,88,79,0,0,7,0,7,43,26,6,0,32,15,6
7,Larry Andersen\anderla02,32,PHI,8,57,0,57,57,57,0,0,0,0,0,0,0,0,0,0,0
8,Dave Anderson\anderda02,24,LAD,3,77,60,77,75,0,0,0,2,51,25,0,0,0,0,5,3
9,Joaquin Andujar\andujjo01,32,STL,10,38,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0
10,Alan Ashby\ashbyal01,33,HOU,13,65,55,65,60,0,60,0,0,0,0,0,0,0,0,6,0
11,Wally Backman\backmwa01,25,NYM,6,145,122,145,140,0,0,0,140,0,1,0,0,0,0,17,2
12,Mark Bailey\bailema01,23,HOU,2,114,96,114,111,0,110,2,0,0,0,0,0,0,0,6,0
13,Bob Bailor\bailobo01,33,LAD,11,74,26,74,65,0,0,0,16,45,5,1,0,0,1,8,4
14,Doug Bair\bairdo01,35,STL,10,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
15,Jay Baller\balleja01,24,CHC,2,20,4,20,20,20,0,0,0,0,0,0,0,0,0,0,0
16,Len Barker\barkele01,29,ATL,10,20,18,20,20,20,0,0,0,0,0,0,0,0,0,0,0
17,Skeeter Barnes\barnesk01,28,MON,3,19,3,19,8,0,0,1,0,4,0,1,0,2,3,10,2
18,Kevin Bass\basske01,26,HOU,4,150,130,150,141,0,0,0,0,0,0,10,105,39,141,12,1
19,Billy Beane\beanebi01,23,NYM,2,8,1,8,2,0,0,0,0,0,0,1,0,1,2,4,3
20,Dave Beard\beardda01,25,CHC,6,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0
21,Steve Bedrosian\bedrost01,27,ATL,5,37,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0
22,Buddy Bell\bellbu01,33,CIN,14,67,67,67,67,0,0,0,0,67,0,0,0,0,0,0,0
23,Rafael Belliard\bellira01,23,PIT,4,17,7,17,12,0,0,0,0,0,12,0,0,0,0,2,6
24,Bruce Benedict\benedbr01,29,ATL,8,70,67,70,70,0,70,0,0,0,0,0,0,0,0,0,0
25,Bruce Berenyi\berenbr01,30,NYM,6,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
26,Kurt Bevacqua\bevacku01,38,SDP,15,71,31,71,39,0,0,9,0,33,0,1,0,0,1,33,1
27,Mike Bielecki\bielemi01,25,PIT,2,13,7,13,12,12,0,0,0,0,0,0,0,0,0,0,1
28,Dann Bilardello\bilarda01,26,CIN,3,42,30,42,42,0,42,0,0,0,0,0,0,0,0,1,0
29,Terry Blocker\blockte01,25,NYM,1st,18,3,18,5,0,0,0,0,0,0,3,1,1,5,7,7
30,Vida Blue\bluevi01,35,SFG,16,33,20,33,33,33,0,0,0,0,0,0,0,0,0,0,0
31,Bruce Bochy\bochybr01,30,SDP,7,48,28,48,46,0,46,0,0,0,0,0,0,0,0,8,0
32,Joe Boever\boevejo01,24,STL,1st,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0
33,Greg Booker\bookegr01,25,SDP,3,17,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0
34,Thad Bosley\bosleth01,28,CHC,9,108,30,108,57,0,0,0,0,0,0,46,7,8,57,69,0
35,Derek Botelho\botelde01,28,CHC,2,11,7,11,11,11,0,0,0,0,0,0,0,0,0,0,0
