Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Hank Aaron\aaronha01,36,ATL,17,150,135,150,136,0,0,11,0,0,0,0,0,125,125,15,0
2,Tommie Aaron\aaronto01,30,ATL,6,44,12,44,27,0,0,16,0,0,0,10,0,2,12,17,4
3,Ted Abernathy\abernte02,37,2TM,12,22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0
4,Ed Acosta\acosted01,26,PIT,1st,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
5,Tommie Agee\ageeto01,27,NYM,9,153,146,153,151,0,0,0,0,0,0,0,150,2,151,4,1
6,Hank Aguirre\aguirha01,39,CHC,16,17,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0
7,Dick Allen\allendi01,28,STL,8,122,119,122,119,0,0,79,0,38,0,3,0,0,3,3,0
8,Gene Alley\alleyge01,29,PIT,8,121,112,121,115,0,0,0,8,3,107,0,0,0,0,5,2
9,Jesus Alou\alouje01,28,HOU,8,117,104,117,108,0,0,0,0,0,0,29,0,89,108,11,0
10,Matty Alou\alouma01,31,PIT,11,155,153,155,153,0,0,0,0,0,0,0,152,1,153,2,0
11,Jose Arcia\arciajo01,26,SDP,3,114,59,114,99,0,0,0,20,9,67,7,0,0,7,1,33
12,Steve Arlin\arlinst01,24,SDP,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
13,Bob Aspromonte\asprobo01,32,ATL,12,62,28,62,35,0,0,1,0,30,4,1,0,0,1,29,0
14,Bob Bailey\bailebo01,27,MON,9,131,88,131,97,0,0,18,0,47,0,45,0,0,45,43,0
15,Dusty Baker\bakerdu01,21,ATL,3,13,5,13,11,0,0,0,0,0,0,5,3,3,11,1,6
16,Jack Baldschun\baldsja01,33,SDP,9,12,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0
17,Ernie Banks\bankser01,39,CHC,18,72,57,72,62,0,0,62,0,0,0,0,0,0,0,11,0
18,Steve Barber\barbest01,32,2TM,11,10,2,10,10,10,0,0,0,0,0,0,0,0,0,0,0
