Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Shawn Abner\abnersh01,21,SDP,1st,16,10,16,14,0,0,0,0,0,0,6,2,6,14,3,1
2,Jim Acker\ackerji01,28,ATL,5,68,0,68,68,68,0,0,0,0,0,0,0,0,0,0,0
3,Troy Afenir\afenitr01,23,HOU,1st,10,5,10,10,0,10,0,0,0,0,0,0,0,0,1,0
4,Juan Agosto\agostju01,29,HOU,7,27,0,27,27,27,0,0,0,0,0,0,0,0,0,0,0
5,Luis Aguayo\aguaylu01,28,PHI,8,94,52,94,84,0,0,0,6,2,78,0,0,0,0,19,0
6,Rick Aguilera\aguilri01,25,NYM,3,18,17,18,18,18,0,0,0,0,0,0,0,0,0,0,0
7,Mike Aldrete\aldremi01,26,SFG,2,126,90,126,106,0,0,33,0,0,0,43,13,30,79,28,0
8,Doyle Alexander\alexado01,36,ATL,17,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0
9,Bill Almon\almonbi01,34,2TM,14,68,8,68,41,0,0,2,10,1,26,2,0,1,3,26,9
10,Larry Andersen\anderla02,34,HOU,10,67,0,67,67,67,0,0,0,0,0,0,0,0,0,0,0
11,Dave Anderson\anderda02,26,LAD,5,108,67,108,102,0,0,0,5,35,65,0,0,0,0,7,7
12,Alan Ashby\ashbyal01,35,HOU,15,125,105,125,110,0,110,0,0,0,0,0,0,0,0,17,0
13,Paul Assenmacher\assenpa01,26,ATL,2,52,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0
14,Wally Backman\backmwa01,27,NYM,8,94,77,94,88,0,0,0,88,0,0,0,0,0,0,14,0
15,Mark Bailey\bailema01,25,HOU,4,35,14,35,27,0,27,0,0,0,0,0,0,0,0,9,0
16,Doug Bair\bairdo01,37,PHI,12,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0
17,Jay Baller\balleja01,26,CHC,4,23,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0
18,Skeeter Barnes\barnesk01,30,STL,4,4,0,4,1,0,0,0,0,1,0,0,0,0,0,3,0
19,Kevin Bass\basske01,28,HOU,6,157,154,157,155,0,0,0,0,0,0,0,0,155,155,2,0
20,Steve Bedrosian\bedrost01,29,PHI,7,65,0,65,65,65,0,0,0,0,0,0,0,0,0,0,0
21,Tim Belcher\belchti01,25,LAD,1st,6,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0
22,Buddy Bell\bellbu01,35,CIN,16,143,141,143,142,0,0,0,0,142,0,0,0,0,0,1,0
23,Terry Bell\bellte01,24,ATL,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24,Rafael Belliard\bellira01,25,PIT,6,81,67,81,77,0,0,0,7,0,71,0,0,0,0,2,2
25,Bruce Benedict\benedbr01,31,ATL,10,37,28,37,35,0,35,0,0,0,0,0,0,0,0,3,0
26,Dale Berra\berrada01,30,HOU,11,19,16,19,19,0,0,0,3,0,18,0,0,0,0,1,0
27,Damon Berryhill\berryda01,23,CHC,1st,12,7,12,11,0,11,0,0,0,0,0,0,0,0,1,0
28,Buddy Biancalana\biancbu01,27,HOU,6,18,6,18,18,0,0,0,3,0,16,0,0,0,0,1,3
29,Mike Bielecki\bielemi01,27,PIT,4,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0
30,Jeff Blauser\blausje01,21,ATL,1st,51,50,51,50,0,0,0,0,0,50,0,0,0,0,1,0
31,Bruce Bochy\bochybr01,32,SDP,9,38,18,38,23,0,23,0,0,0,0,0,0,0,0,15,0
32,Randy Bockus\bockura01,26,SFG,2,12,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0
33,Joe Boever\boevejo01,26,ATL,3,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0
34,Barry Bonds\bondsba01,22,PIT,2,150,126,150,145,0,0,0,0,0,0,101,46,1,145,9,3
35,Bobby Bonilla\bonilbo01,24,PIT,2,141,110,141,129,0,0,6,0,89,0,17,0,34,46,21,0
36,Greg Booker\bookegr01,27,SDP,5,44,0,44,44,44,0,0,0,0,0,0,0,0,0,0,0
37,Rod Booker\bookero01,28,STL,1st,44,5,44,23,0,0,0,17,5,1,0,0,0,0,25,6
38,Sid Bream\breamsi01,26,PIT,5,149,131,149,144,0,0,144,0,0,0,0,0,0,0,9,1
39,Bob Brenly\brenlbo01,33,SFG,7,123,105,123,115,0,108,6,0,2,0,0,0,0,0,9,1
40,Hubie Brooks\brookhu01,30,MON,8,112,109,112,109,0,0,0,0,0,109,0,0,0,0,3,0
41,Chris Brown\brownch02,25,2TM,4,82,78,82,80,0,0,0,0,80,1,0,0,0,0,3,0
42,Curt Brown\browncu03,27,MON,4,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0
43,Tom Browning\brownto05,27,CIN,4,34,31,34,32,32,0,0,0,0,0,0,0,0,0,0,2
44,Mike Brumley\brumlmi02,24,CHC,1st,39,30,39,35,0,0,0,1,0,34,0,0,0,0,4,1
45,Ralph Bryant\bryanra01,26,LAD,3,46,13,46,19,0,0,0,0,0,0,8,0,12,19,33,0
46,Tim Burke\burketi01,28,MON,3,55,0,55,55,55,0,0,0,0,0,0,0,0,0,0,0
47,John Burkett\burkejo03,22,SFG,1st,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
48,Sal Butera\butersa01,34,CIN,8,5,3,5,5,0,5,0,0,0,0,0,0,0,0,0,0
49,Randy Byers\byersra01,22,SDP,1st,10,3,10,5,0,0,0,0,0,0,5,0,0,5,4,1
50,Jeff Calhoun\calhoje01,29,PHI,4,42,0,42,42,42,0,0,0,0,0,0,0,0,0,0,0
51,Ken Caminiti\caminke01,24,HOU,1st,63,51,63,61,0,0,0,0,61,0,0,0,0,0,9,0
52,Bill Campbell\campbbi02,38,MON,15,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0
53,Casey Candaele\candaca01,26,MON,2,138,102,138,128,0,0,1,68,0,25,8,45,16,67,14,4
54,John Candelaria\candejo01,33,NYM,13,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
55,John Cangelosi\cangejo01,24,PIT,3,104,38,104,47,0,0,0,0,0,0,27,16,8,47,61,0
56,Don Carman\carmado01,27,PHI,5,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0
57,Mark Carreon\carrema01,23,NYM,1st,9,2,9,5,0,0,0,0,0,0,5,0,0,5,5,0
58,Gary Carter\cartega01,33,NYM,14,139,133,139,137,0,135,4,0,0,0,0,0,1,1,5,0
59,Chuck Cary\carych01,27,ATL,3,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0
60,Rocky Childress\childro01,25,HOU,3,32,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0
