Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
41,Carlos Diaz*\diazca01,26,LAD,1,0,1.000,5.49,37,0,17,0,0,1,41.0,47,26,25,4,24,5,36,0,0,2,191,65,4.04,1.732,10.3,0.9,5.3,7.9,1.50
42,Frank DiPino*\dipinfr01,27,HOU,4,9,.308,3.35,57,0,44,0,0,14,75.1,74,32,28,3,36,11,65,1,1,3,329,99,3.03,1.460,8.8,0.4,4.3,7.8,1.81
43,Dave Dravecky*\draveda01,28,SDP,9,8,.529,2.93,50,14,17,3,2,8,156.2,125,53,51,12,51,0,71,4,2,3,631,123,3.91,1.123,7.2,0.7,2.9,4.1,1.39
44,Dennis Eckersley\eckerde01,29,CHC,10,8,.556,3.03,24,24,0,2,0,0,160.1,152,59,54,11,36,7,81,4,2,1,662,128,3.40,1.173,8.5,0.6,2.0,4.5,2.25
45,Pete Falcone*\falcope01,30,ATL,5,7,.417,4.13,35,16,6,2,1,2,120.0,115,61,55,15,57,3,55,0,0,4,523,94,4.90,1.433,8.6,1.1,4.3,4.1,0.96
46,Sid Fernandez*\fernasi01,21,NYM,6,6,.500,3.50,15,15,0,0,0,0,90.0,74,40,35,8,34,3,62,0,4,1,371,102,3.68,1.200,7.4,0.8,3.4,6.2,1.82
47,Steve Fireovid\fireost01,27,PHI,0,0,,1.59,6,0,5,0,0,0,5.2,4,1,1,0,0,0,3,0,0,0,20,246,1.71,0.706,6.4,0.0,0.0,4.8,
48,Bob Forsch\forscbo01,34,STL,2,5,.286,6.02,16,11,2,1,0,0,52.1,64,38,35,6,19,0,21,0,0,5,233,58,4.55,1.586,11.0,1.0,3.3,3.6,1.11
49,Terry Forster*\forstte01,32,ATL,2,0,1.000,2.70,25,0,14,0,0,5,26.2,30,9,8,1,7,3,10,0,0,2,113,145,3.29,1.388,10.1,0.3,2.4,3.4,1.43
50,John Franco*\francjo01,23,CIN,6,2,.750,2.61,54,0,30,0,0,4,79.1,74,28,23,3,36,4,55,2,0,2,335,145,3.31,1.387,8.4,0.3,4.1,6.2,1.53
51,George Frazier\frazige01,29,CHC,6,3,.667,4.10,37,0,17,0,0,3,63.2,53,30,29,4,26,8,58,1,0,4,273,95,3.04,1.241,7.5,0.6,3.7,8.2,2.23
52,Brent Gaff\gaffbr01,25,NYM,3,2,.600,3.63,47,0,18,0,0,1,84.1,77,39,34,4,36,11,42,1,2,5,358,99,3.70,1.340,8.2,0.4,3.8,4.5,1.17
53,Gene Garber\garbege01,36,ATL,3,6,.333,3.06,62,0,42,0,0,11,106.0,103,45,36,7,24,9,55,2,1,1,443,126,3.32,1.198,8.7,0.6,2.0,4.7,2.29
54,Wes Gardner\gardnwe01,23,NYM,1,1,.500,6.39,21,0,12,0,0,1,25.1,34,19,18,0,8,2,19,0,0,1,116,57,2.22,1.658,12.1,0.0,2.8,6.8,2.38
55,Scott Garrelts\garresc01,22,SFG,2,3,.400,5.65,21,3,5,0,0,0,43.0,45,33,27,6,34,1,32,1,0,3,206,63,5.54,1.837,9.4,1.3,7.1,6.7,0.94
56,Dwight Gooden\goodedw01,19,NYM,17,9,.654,2.60,31,31,0,7,3,0,218.0,161,72,63,7,73,2,276,2,7,3,879,137,1.69,1.073,6.6,0.3,3.0,11.4,3.78
57,Tom Gorman*\gormato03,26,NYM,6,0,1.000,2.97,36,0,12,0,0,0,57.2,51,20,19,6,13,3,40,1,0,2,230,121,3.46,1.110,8.0,0.9,2.0,6.2,3.08
58,Rich Gossage\gossari01,32,SDP,10,6,.625,2.90,62,0,51,0,0,25,102.1,75,34,33,6,36,4,84,1,2,2,412,124,2.97,1.085,6.6,0.5,3.2,7.4,2.33
59,Mark Grant\grantma01,20,SFG,1,4,.200,6.37,11,10,1,0,0,1,53.2,56,40,38,6,19,0,32,1,0,3,231,56,4.15,1.398,9.4,1.0,3.2,5.4,1.68
60,Rick Grapenthin\graperi01,26,MON,1,2,.333,3.52,13,1,5,0,0,2,23.0,19,9,9,3,7,0,9,0,0,0,92,100,4.59,1.130,7.4,1.2,2.7,3.5,1.29
61,Chris Green*\greench01,23,PIT,0,0,,6.00,4,0,0,0,0,0,3.0,5,2,2,0,1,0,3,0,0,0,14,69,1.77,2.000,15.0,0.0,3.0,9.0,3.00
62,Kevin Gross\grosske01,23,PHI,8,5,.615,4.12,44,14,9,1,0,1,129.0,140,66,59,8,44,4,84,5,4,4,566,88,3.41,1.426,9.8,0.6,3.1,5.9,1.91
63,Cecilio Guante\guantce01,24,PIT,2,3,.400,2.61,27,0,15,0,0,2,41.1,32,12,12,3,16,2,30,2,1,0,166,140,3.57,1.161,7.0,0.7,3.5,6.5,1.88
64,Bill Gullickson\gullibi01,25,MON,12,9,.571,3.61,32,32,0,3,0,0,226.2,230,100,91,27,37,7,100,1,0,5,919,96,3.94,1.178,9.1,1.1,1.5,4.0,2.70
65,Kevin Hagen\hagenke01,24,STL,1,0,1.000,2.45,4,0,1,0,0,0,7.1,9,2,2,0,1,0,2,0,0,0,31,151,2.63,1.364,11.0,0.0,1.2,2.5,2.00
66,Atlee Hammaker*\hammaat01,26,SFG,2,0,1.000,2.18,6,6,0,0,0,0,33.0,32,10,8,2,9,1,24,0,2,0,139,164,2.92,1.242,8.7,0.5,2.5,6.5,2.67
67,Greg Harris\harrigr01,28,TOT,2,2,.500,2.48,34,1,14,0,0,3,54.1,38,18,15,3,25,1,45,4,0,3,226,145,3.43,1.160,6.3,0.5,4.1,7.5,1.80
68,Greg Harris\harrigr01,28,MON,0,1,.000,2.04,15,0,4,0,0,2,17.2,10,4,4,0,7,1,15,2,0,0,68,174,2.60,0.962,5.1,0.0,3.6,7.6,2.14
69,Greg Harris\harrigr01,28,SDP,2,1,.667,2.70,19,1,10,0,0,1,36.2,28,14,11,3,18,0,30,2,0,3,158,135,3.83,1.255,6.9,0.7,4.4,7.4,1.67
70,Andy Hassler*\hasslan01,32,STL,1,0,1.000,11.57,3,0,1,0,0,0,2.1,4,3,3,2,2,1,1,0,0,0,13,36,15.63,2.571,15.4,7.7,7.7,3.9,0.50
71,Andy Hawkins\hawkian01,24,SDP,8,9,.471,4.68,36,22,9,2,1,0,146.0,143,90,76,13,72,2,77,2,2,1,650,77,4.39,1.473,8.8,0.8,4.4,4.7,1.07
72,Orel Hershiser\hershor01,25,LAD,11,8,.579,2.66,45,20,10,8,4,2,189.2,160,65,56,9,50,8,150,4,1,8,771,133,2.66,1.107,7.6,0.4,2.4,7.1,3.00
73,Joe Hesketh*\heskejo01,25,MON,2,2,.500,1.80,11,5,2,1,1,1,45.0,38,12,9,2,15,3,32,0,3,1,182,194,2.92,1.178,7.6,0.4,3.0,6.4,2.13
74,Al Holland*\hollaal01,31,PHI,5,10,.333,3.39,68,0,61,0,0,29,98.1,82,38,37,14,30,6,61,1,3,1,404,108,4.32,1.139,7.5,1.3,2.7,5.6,2.03
75,Rick Honeycutt*\honeyri01,30,LAD,10,9,.526,2.84,29,28,0,6,2,0,183.2,180,72,58,11,51,11,75,2,2,1,762,124,3.60,1.258,8.8,0.5,2.5,3.7,1.47
76,Burt Hooton\hootobu01,34,LAD,3,6,.333,3.44,54,6,20,0,0,4,110.0,109,43,42,5,43,6,62,0,0,2,463,103,3.40,1.382,8.9,0.4,3.5,5.1,1.44
77,Ricky Horton*\hortori01,24,STL,9,4,.692,3.44,37,18,7,1,1,1,125.2,140,53,48,14,39,2,76,1,6,5,537,102,3.96,1.424,10.0,1.0,2.8,5.4,1.95
78,Ken Howell\howelke01,23,LAD,5,5,.500,3.33,32,1,19,0,0,6,51.1,51,21,19,1,9,4,54,1,0,0,207,107,1.50,1.169,8.9,0.2,1.6,9.5,6.00
79,Charles Hudson\hudsoch02,25,PHI,9,11,.450,4.04,30,30,0,1,1,0,173.2,181,101,78,12,52,4,94,2,4,1,748,90,3.52,1.342,9.4,0.6,2.7,4.9,1.81
80,Tom Hume\humeto01,31,CIN,4,13,.235,5.64,54,8,23,0,0,3,113.1,142,83,71,14,41,9,59,1,0,3,518,67,4.44,1.615,11.3,1.1,3.3,4.7,1.44
81,Bob James\jamesbo01,25,MON,6,6,.500,3.66,62,0,33,0,0,10,96.0,92,47,39,6,45,7,91,4,2,4,430,95,3.22,1.427,8.6,0.6,4.2,8.5,2.02
82,Bill Johnson\johnsbi04,23,CHC,0,0,,1.69,4,0,2,0,0,0,5.1,4,1,1,0,1,1,3,0,0,0,19,247,2.21,0.938,6.8,0.0,1.7,5.1,3.00
83,Kurt Kepshire\kepshku01,24,STL,6,5,.545,3.30,17,16,0,2,2,0,109.0,100,47,40,7,44,4,71,0,2,5,453,106,3.51,1.321,8.3,0.6,3.6,5.9,1.61
84,Jim Kern\kernji01,35,PHI,0,1,.000,10.13,8,0,5,0,0,0,13.1,20,16,15,3,10,1,8,0,0,3,70,37,6.74,2.250,13.5,2.0,6.8,5.4,0.80
85,Bob Knepper*\kneppbo01,30,HOU,15,10,.600,3.20,35,34,0,11,3,0,233.2,223,93,83,26,55,5,140,1,0,2,954,104,3.74,1.190,8.6,1.0,2.1,5.4,2.55
86,Jerry Koosman*\koosmje01,41,PHI,14,15,.483,3.25,36,34,0,3,1,0,224.0,232,95,81,8,60,5,137,3,2,6,950,112,2.85,1.304,9.3,0.3,2.4,5.5,2.28
87,Ray Krawczyk\krawcra01,24,PIT,0,0,,3.38,4,0,1,0,0,0,5.1,7,2,2,0,4,2,3,0,0,2,25,116,3.89,2.063,11.8,0.0,6.8,5.1,0.75
88,Mike Krukow\krukomi01,32,SFG,11,12,.478,4.56,35,33,1,3,1,1,199.1,234,117,101,22,78,5,141,5,3,3,903,77,4.04,1.565,10.6,1.0,3.5,6.4,1.81
89,Bob Lacey*\laceybo01,30,SFG,1,3,.250,3.88,34,1,14,0,0,0,51.0,55,26,22,5,13,4,26,0,3,3,216,91,3.79,1.333,9.7,0.9,2.3,4.6,2.00
90,Mike LaCoss\lacosmi01,28,HOU,7,5,.583,4.02,39,18,6,2,1,3,132.0,132,64,59,3,55,5,86,0,1,9,565,82,3.01,1.417,9.0,0.2,3.8,5.9,1.56
91,Jeff Lahti\lahtije01,27,STL,4,2,.667,3.72,63,0,19,0,0,1,84.2,69,36,35,6,34,12,45,2,0,0,353,94,3.90,1.217,7.3,0.6,3.6,4.8,1.32
92,Dave LaPoint*\lapoida01,24,STL,12,10,.545,3.96,33,33,0,2,1,0,193.0,205,94,85,9,77,8,130,1,3,15,827,88,3.24,1.461,9.6,0.4,3.6,6.1,1.69
93,Bill Laskey\laskebi01,26,SFG,9,14,.391,4.33,35,34,0,2,0,0,207.2,222,112,100,20,50,6,71,6,1,5,883,81,4.15,1.310,9.6,0.9,2.2,3.1,1.42
94,Gary Lavelle*\lavelga01,35,SFG,5,4,.556,2.76,77,0,42,0,0,12,101.0,92,34,31,5,42,14,71,1,0,2,426,128,3.28,1.327,8.2,0.4,3.7,6.3,1.69
95,Charlie Lea\leach01,27,MON,15,10,.600,2.89,30,30,0,8,0,0,224.1,198,82,72,19,68,3,123,3,0,6,918,120,3.72,1.186,7.9,0.8,2.7,4.9,1.81
96,Tim Leary\learyti01,25,NYM,3,3,.500,4.02,20,7,3,0,0,0,53.2,61,28,24,2,18,3,29,2,3,2,237,89,3.29,1.472,10.2,0.3,3.0,4.9,1.61
97,Craig Lefferts*\leffecr01,26,SDP,3,4,.429,2.13,62,0,29,0,0,10,105.2,88,29,25,4,24,1,56,1,2,2,420,169,2.91,1.060,7.5,0.3,2.0,4.8,2.33
98,Randy Lerch*\lerchra01,29,SFG,5,3,.625,4.23,37,4,13,0,0,2,72.1,80,36,34,3,36,3,48,1,0,6,326,84,3.51,1.604,10.0,0.4,4.5,6.0,1.33
99,Brad Lesley\leslebr01,25,CIN,0,1,.000,5.12,16,0,6,0,0,2,19.1,17,11,11,3,14,1,7,0,0,0,87,75,6.23,1.603,7.9,1.4,6.5,3.3,0.50
100,Tim Lollar*\lollati01,28,SDP,11,13,.458,3.91,31,31,0,3,2,0,195.2,168,89,85,18,105,2,131,1,0,10,836,92,4.25,1.395,7.7,0.8,4.8,6.0,1.25
101,Gary Lucas*\lucasga01,29,MON,0,3,.000,2.72,55,0,22,0,0,8,53.0,54,20,16,4,20,5,42,0,1,2,225,128,3.30,1.396,9.2,0.7,3.4,7.1,2.10
102,Ed Lynch\lynched01,28,NYM,9,8,.529,4.50,40,13,14,0,0,2,124.0,169,77,62,14,24,3,62,4,0,1,556,79,3.91,1.556,12.3,1.0,1.7,4.5,2.58
103,Mike Madden*\maddemi01,27,HOU,2,3,.400,5.53,17,7,2,0,0,0,40.2,46,27,25,1,35,3,29,0,0,1,193,60,4.24,1.992,10.2,0.2,7.7,6.4,0.83
104,Rick Mahler\mahleri01,30,ATL,13,10,.565,3.12,38,29,1,9,1,0,222.0,209,86,77,13,62,7,106,3,1,3,918,123,3.45,1.221,8.5,0.5,2.5,4.3,1.71
105,Renie Martin\martire01,28,TOT,1,3,.250,4.15,21,0,4,0,0,0,39.0,46,25,18,4,28,4,13,0,0,2,189,88,5.59,1.897,10.6,0.9,6.5,3.0,0.46
106,Renie Martin\martire01,28,SFG,1,1,.500,3.86,12,0,3,0,0,0,23.1,29,13,10,2,16,0,8,0,0,1,112,93,5.25,1.929,11.2,0.8,6.2,3.1,0.50
107,Renie Martin\martire01,28,PHI,0,2,.000,4.60,9,0,1,0,0,0,15.2,17,12,8,2,12,4,5,0,0,1,77,81,6.09,1.851,9.8,1.1,6.9,2.9,0.42
108,Andy McGaffigan\mcgafan01,27,TOT,3,6,.333,3.52,30,6,10,0,0,1,69.0,60,28,27,4,23,2,57,0,2,1,282,102,2.87,1.203,7.8,0.5,3.0,7.4,2.48
109,Andy McGaffigan\mcgafan01,27,MON,3,4,.429,2.54,21,3,8,0,0,1,46.0,37,14,13,2,15,2,39,0,2,1,184,137,2.62,1.130,7.2,0.4,2.9,7.6,2.60
110,Andy McGaffigan\mcgafan01,27,CIN,0,2,.000,5.48,9,3,2,0,0,0,23.0,23,14,14,2,8,0,18,0,0,0,98,70,3.38,1.348,9.0,0.8,3.1,7.0,2.25
111,Tug McGraw*\mcgratu01,39,PHI,2,0,1.000,3.79,25,0,11,0,0,0,38.0,36,17,16,1,10,4,26,0,1,1,160,97,2.53,1.211,8.5,0.2,2.4,6.2,2.60
112,Craig McMurtry\mcmurcr01,24,ATL,9,17,.346,4.32,37,30,1,0,0,0,183.1,184,100,88,16,102,4,99,1,3,4,811,89,4.51,1.560,9.0,0.8,5.0,4.9,0.97
113,Larry McWilliams*\mcwilla01,30,PIT,12,11,.522,2.93,34,32,1,7,2,1,227.1,226,86,74,18,78,7,149,2,3,3,957,124,3.54,1.337,8.9,0.7,3.1,5.9,1.91
114,Ron Meridith*\meridro01,27,CHC,0,0,,3.38,3,0,0,0,0,0,5.1,6,5,2,1,2,1,4,0,0,1,25,123,4.83,1.500,10.1,1.7,3.4,6.8,2.00
115,Greg Minton\mintogr01,32,SFG,4,9,.308,3.76,74,1,43,0,0,19,124.1,130,60,52,6,57,20,48,0,0,5,556,94,4.00,1.504,9.4,0.4,4.1,3.5,0.84
116,Sid Monge*\mongesi01,33,SDP,2,1,.667,4.80,13,0,4,0,0,0,15.0,17,10,8,3,17,3,7,0,0,1,78,77,7.83,2.267,10.2,1.8,10.2,4.2,0.41
117,Donnie Moore\mooredo01,30,ATL,4,5,.444,2.94,47,0,29,0,0,16,64.1,63,27,21,3,18,6,47,1,0,1,271,132,2.80,1.259,8.8,0.4,2.5,6.6,2.61
118,Tom Niedenfuer\niedeto01,24,LAD,2,5,.286,2.47,33,0,21,0,0,11,47.1,39,14,13,3,23,7,45,2,1,1,203,144,3.28,1.310,7.4,0.6,4.4,8.6,1.96
119,Joe Niekro\niekrjo01,39,HOU,16,12,.571,3.04,38,38,0,6,1,0,248.1,223,104,84,16,89,4,127,4,1,12,1027,109,3.71,1.256,8.1,0.6,3.2,4.6,1.43
120,Dickie Noles\nolesdi01,27,CHC,2,2,.500,5.15,21,1,6,0,0,0,50.2,60,29,29,4,16,1,14,1,0,1,216,76,4.25,1.500,10.7,0.7,2.8,2.5,0.88
121,Jesse Orosco*\oroscje01,27,NYM,10,6,.625,2.59,60,0,52,0,0,31,87.0,58,29,25,7,34,6,85,2,1,1,355,138,3.10,1.057,6.0,0.7,3.5,8.8,2.50
122,Bob Owchinko*\owchibo01,29,CIN,3,5,.375,4.12,49,4,9,0,0,2,94.0,91,47,43,10,39,2,60,0,0,3,407,92,4.12,1.383,8.7,1.0,3.7,5.7,1.54
123,Rick Ownbey\ownberi01,26,STL,0,3,.000,4.74,4,4,0,0,0,0,19.0,23,13,10,1,8,0,11,0,0,0,88,75,3.56,1.632,10.9,0.5,3.8,5.2,1.38
124,David Palmer\palmeda01,26,MON,7,3,.700,3.84,20,19,0,1,1,0,105.1,101,45,45,5,44,4,66,0,2,0,444,90,3.39,1.377,8.6,0.4,3.8,5.6,1.50
125,Frank Pastore\pastofr01,26,CIN,3,8,.273,6.50,24,16,2,1,0,0,98.1,110,74,71,10,40,3,53,3,2,4,437,58,4.32,1.525,10.1,0.9,3.7,4.9,1.33
126,Reggie Patterson\pattere01,25,CHC,0,1,.000,10.50,3,1,1,0,0,0,6.0,10,7,7,1,2,0,5,0,0,1,30,39,4.27,2.000,15.0,1.5,3.0,7.5,2.50
127,Mike Payne\paynemi01,22,ATL,0,1,.000,6.35,3,1,2,0,0,0,5.2,7,4,4,0,3,0,3,0,0,1,25,65,3.30,1.765,11.1,0.0,4.8,4.8,1.00
128,Alejandro Pena\penaal01,25,LAD,12,6,.667,2.48,28,28,0,8,4,0,199.1,186,67,55,7,46,7,135,3,1,5,813,142,2.61,1.164,8.4,0.3,2.1,6.1,2.93
129,Pascual Perez\perezpa01,27,ATL,14,8,.636,3.74,30,30,0,4,1,0,211.2,208,96,88,26,51,5,145,3,5,4,864,103,3.76,1.224,8.8,1.1,2.2,6.2,2.84
130,Ted Power\powerte01,29,CIN,9,7,.563,2.82,78,0,42,0,0,11,108.2,93,37,34,4,46,8,81,0,0,3,456,134,3.03,1.279,7.7,0.3,3.8,6.7,1.76
131,Joe Price*\pricejo02,27,CIN,7,13,.350,4.19,30,30,0,3,1,0,171.2,176,91,80,19,61,5,129,2,0,3,748,90,3.80,1.381,9.2,1.0,3.2,6.8,2.11
132,Charlie Puleo\puleoch01,29,CIN,1,2,.333,5.73,5,4,0,0,0,0,22.0,27,15,14,2,15,2,6,0,0,1,107,67,5.45,1.909,11.0,0.8,6.1,2.5,0.40
133,Alfonso Pulido*\pulidal01,27,PIT,0,0,,9.00,1,0,0,0,0,0,2.0,3,2,2,0,1,0,2,0,0,0,10,49,2.27,2.000,13.5,0.0,4.5,9.0,2.00
134,Chuck Rainey\rainech01,29,CHC,5,7,.417,4.28,17,16,0,0,0,0,88.1,102,55,42,4,38,1,45,2,0,3,399,91,3.70,1.585,10.4,0.4,3.9,4.6,1.18
135,Shane Rawley*\rawlesh01,28,PHI,10,6,.625,3.81,18,18,0,3,0,0,120.1,117,55,51,13,27,2,58,1,0,4,491,95,3.91,1.197,8.8,1.0,2.0,4.3,2.15
136,Jeff Reardon\reardje01,28,MON,7,7,.500,2.90,68,0,58,0,0,23,87.0,70,31,28,5,37,7,79,3,0,4,363,120,3.08,1.230,7.2,0.5,3.8,8.2,2.14
