Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Don Aase\aasedo01,35,LAD,13,32,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0
2,Shawn Abner\abnersh01,24,SDP,4,91,40,91,62,0,0,0,0,0,0,23,35,6,62,30,3
3,Juan Agosto\agostju01,32,HOU,10,82,0,82,82,82,0,0,0,0,0,0,0,0,0,0,0
4,Darrel Akerfelds\akerfda01,28,PHI,4,71,0,71,71,71,0,0,0,0,0,0,0,0,0,0,0
5,Mike Aldrete\aldremi01,29,MON,5,96,38,96,55,0,0,18,0,0,0,26,0,14,38,48,0
6,Roberto Alomar\alomaro01,22,SDP,3,147,141,147,142,0,0,0,137,0,5,0,0,0,0,3,2
7,Moises Alou\aloumo01,23,2TM,1st,16,3,16,7,0,0,0,0,0,0,3,2,2,7,6,3
8,Larry Andersen\anderla02,37,HOU,13,50,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0
9,Dave Anderson\anderda02,29,SFG,8,60,16,60,46,0,0,3,13,2,29,0,0,0,0,14,6
10,Scott Anderson\andersc01,27,MON,2,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0
11,Eric Anthony\anthoer01,22,HOU,2,84,68,84,71,0,0,0,0,0,0,13,0,59,71,14,0
12,Jack Armstrong\armstja01,25,CIN,3,29,27,29,29,29,0,0,0,0,0,0,0,0,0,0,0
13,Paul Assenmacher\assenpa01,29,CHC,5,74,1,74,74,74,0,0,0,0,0,0,0,0,0,0,0
14,Steve Avery\averyst01,20,ATL,1st,21,20,21,21,21,0,0,0,0,0,0,0,0,0,0,0
15,Wally Backman\backmwa01,30,PIT,11,104,82,104,85,0,0,0,15,71,0,0,0,0,0,20,0
16,Kevin Baez\baezke01,23,NYM,1st,5,3,5,4,0,0,0,0,0,4,0,0,0,0,0,1
17,Mark Bailey\bailema01,28,SFG,6,5,0,5,1,0,1,0,0,0,0,0,0,0,0,5,0
18,Doug Bair\bairdo01,40,PIT,15,22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0
19,Jeff Baldwin\baldwje01,24,HOU,1st,7,0,7,3,0,0,0,0,0,0,2,0,1,3,6,0
20,Brian Barnes\barnebr01,23,MON,1st,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0
21,Kevin Bass\basske01,31,SFG,9,61,54,61,55,0,0,0,0,0,0,0,0,55,55,7,0
22,Billy Bates\batesbi01,26,CIN,2,8,1,8,1,0,0,0,1,0,0,0,0,0,0,1,6
23,Bill Bathe\bathebi01,29,SFG,3,52,2,52,8,0,8,0,0,0,0,0,0,0,0,46,0
24,Steve Bedrosian\bedrost01,32,SFG,10,68,0,68,68,68,0,0,0,0,0,0,0,0,0,0,1
25,Tim Belcher\belchti01,28,LAD,4,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0
26,Stan Belinda\belinst01,23,PIT,2,55,0,55,55,55,0,0,0,0,0,0,0,0,0,0,0
27,Jay Bell\bellja01,24,PIT,5,159,153,159,159,0,0,0,0,0,159,0,0,0,0,2,0
28,Mike Bell\bellmi01,22,ATL,1st,36,6,36,24,0,0,24,0,0,0,0,0,0,0,12,3
29,Rafael Belliard\bellira01,28,PIT,9,47,13,47,35,0,0,0,21,5,10,0,0,0,0,12,9
30,Andy Benes\benesan01,22,SDP,2,32,31,32,32,32,0,0,0,0,0,0,0,0,0,0,0
31,Mike Benjamin\benjami01,24,SFG,2,22,16,22,21,0,0,0,0,0,21,0,0,0,0,2,1
32,Todd Benzinger\benzito01,27,CIN,4,118,90,118,105,0,0,95,0,0,0,10,0,0,10,16,0
33,Geronimo Berroa\berroge01,25,ATL,2,7,0,7,3,0,0,0,0,0,0,3,0,0,3,4,1
34,Damon Berryhill\berryda01,26,CHC,4,17,15,17,15,0,15,0,0,0,0,0,0,0,0,2,0
35,Mike Bielecki\bielemi01,30,CHC,7,36,29,36,36,36,0,0,0,0,0,0,0,0,0,0,0
36,Craig Biggio\biggicr01,24,HOU,3,150,145,150,150,0,113,0,0,0,0,17,34,2,50,3,0
37,Dann Bilardello\bilarda01,31,PIT,6,19,11,19,19,0,19,0,0,0,0,0,0,0,0,0,0
38,Tim Birtsas\birtsti01,29,CIN,5,29,0,29,29,29,0,0,0,0,0,0,0,0,0,0,0
39,Kevin Blankenship\blankke01,27,CHC,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0
40,Jeff Blauser\blausje01,24,ATL,4,115,105,115,112,0,0,0,14,9,93,0,1,0,1,4,0
41,Joe Boever\boevejo01,29,2TM,6,67,0,67,67,67,0,0,0,0,0,0,0,0,0,0,0
42,Barry Bonds\bondsba01,25,PIT,5,151,145,151,150,0,0,0,0,0,0,149,2,0,150,3,0
43,Bobby Bonilla\bonilbo01,27,PIT,5,160,159,160,159,0,0,3,0,14,0,0,0,149,149,1,0
44,Greg Booker\bookegr01,30,SFG,8,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
45,Rod Booker\bookero01,31,PHI,4,73,29,73,57,0,0,0,23,10,27,0,0,0,0,17,6
46,Shawn Boskie\boskish01,23,CHC,1st,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0
47,Daryl Boston\bostoda01,27,NYM,7,115,90,115,109,0,0,0,0,0,0,1,108,0,109,17,4
48,Oil Can Boyd\boydoi01,30,MON,9,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0
49,Glenn Braggs\bragggl01,27,CIN,5,72,52,72,60,0,0,0,0,0,0,26,0,35,60,13,0
50,Jeff Brantley\brantje01,26,SFG,3,55,0,55,55,55,0,0,0,0,0,0,0,0,0,0,0
51,Sid Bream\breamsi01,29,PIT,8,147,100,147,142,0,0,142,0,0,0,0,0,0,0,16,0
52,Rod Brewer\brewero01,24,STL,1st,14,4,14,9,0,0,9,0,0,0,0,0,0,0,5,1
53,Hubie Brooks\brookhu01,33,LAD,11,153,150,153,150,0,0,0,0,0,0,0,0,150,150,2,0
54,Keith Brown\brownke02,26,CIN,2,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0
55,Kevin Brown\brownke03,24,NYM,1st,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
56,Tom Browning\brownto05,30,CIN,7,38,35,38,35,35,0,0,0,0,0,0,0,0,0,0,3
57,Tom Brunansky\brunato01,29,STL,10,19,17,19,17,0,0,0,0,0,0,0,0,17,17,2,0
58,Eric Bullock\bulloer01,30,MON,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2
59,Tim Burke\burketi01,31,MON,6,58,0,58,58,58,0,0,0,0,0,0,0,0,0,0,0
60,John Burkett\burkejo03,25,SFG,2,33,32,33,33,33,0,0,0,0,0,0,0,0,0,0,0
61,Brett Butler\butlebr01,33,SFG,10,160,158,160,159,0,0,0,0,0,0,0,159,0,159,1,0
62,Francisco Cabrera\cabrefr01,23,ATL,2,63,36,63,50,0,3,48,0,0,0,0,0,0,0,22,0
63,Ernie Camacho\camacer01,35,2TM,10,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0
64,Ken Caminiti\caminke01,27,HOU,4,153,140,153,149,0,0,0,0,149,0,0,0,0,0,10,0
65,Sil Campusano\campusi01,24,PHI,2,66,12,66,47,0,0,0,0,0,0,16,25,7,47,18,11
66,Casey Candaele\candaca01,29,HOU,4,130,53,130,109,0,0,0,49,1,13,36,12,13,58,33,4
67,John Cangelosi\cangejo01,27,PIT,6,58,11,58,12,0,0,0,0,0,0,3,9,0,12,43,4
68,Don Carman\carmado01,30,PHI,8,59,1,59,59,59,0,0,0,0,0,0,0,0,0,0,0
69,Cris Carpenter\carpecr01,25,STL,3,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0
70,Chuck Carr\carrch02,22,NYM,1st,4,0,4,1,0,0,0,0,0,0,1,0,0,1,2,1
