Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
44,Carlos Diaz*\diazca01,28,LAD,0,0,,4.26,19,0,9,0,0,0,25.1,33,14,12,2,7,2,18,0,0,2,113,83,3.21,1.579,11.7,0.7,2.5,6.4,2.57
45,Frank DiPino*\dipinfr01,29,TOT,3,7,.300,4.37,61,0,26,0,0,3,80.1,74,45,39,11,30,6,70,2,0,3,345,88,4.00,1.295,8.3,1.2,3.4,7.8,2.33
46,Frank DiPino*\dipinfr01,29,HOU,1,3,.250,3.57,31,0,14,0,0,3,40.1,27,18,16,5,16,1,27,2,0,0,167,101,4.38,1.066,6.0,1.1,3.6,6.0,1.69
47,Frank DiPino*\dipinfr01,29,CHC,2,4,.333,5.18,30,0,12,0,0,0,40.0,47,27,23,6,14,5,43,0,0,3,178,78,3.62,1.525,10.6,1.4,3.2,9.7,3.07
48,Kelly Downs\downske01,25,SFG,4,4,.500,2.75,14,14,0,1,0,0,88.1,78,29,27,5,30,7,64,3,2,3,372,129,3.18,1.223,7.9,0.5,3.1,6.5,2.13
49,Dave Dravecky*\draveda01,30,SDP,9,11,.450,3.07,26,26,0,3,1,0,161.1,149,68,55,17,54,7,87,1,1,0,677,119,4.09,1.258,8.3,0.9,3.0,4.9,1.61
50,Bill Earley*\earlebi02,30,STL,0,0,,0.00,3,0,2,0,0,0,3.0,0,0,0,0,2,0,2,0,0,0,11,,3.44,0.667,0.0,0.0,6.0,6.0,1.00
51,Dennis Eckersley\eckerde01,31,CHC,6,11,.353,4.57,33,32,0,1,0,0,201.0,226,109,102,21,43,3,137,3,5,2,862,88,3.45,1.338,10.1,0.9,1.9,6.1,3.19
52,Stan Fansler\fanslst01,21,PIT,0,3,.000,3.75,5,5,0,0,0,0,24.0,20,12,10,2,15,0,13,0,0,0,99,104,4.65,1.458,7.5,0.8,5.6,4.9,0.87
53,Sid Fernandez*\fernasi01,23,NYM,16,6,.727,3.52,32,31,1,2,1,1,204.1,161,82,80,13,91,1,200,2,0,6,855,102,3.01,1.233,7.1,0.6,4.0,8.8,2.20
54,Ray Fontenot*\fontera01,28,CHC,3,5,.375,3.86,42,0,11,0,0,2,56.0,57,30,24,5,21,3,24,0,1,4,241,105,4.20,1.393,9.2,0.8,3.4,3.9,1.14
55,Bob Forsch\forscbo01,36,STL,14,10,.583,3.25,33,33,0,3,0,0,230.0,211,91,83,19,68,11,104,2,0,7,939,113,3.85,1.213,8.3,0.7,2.7,4.1,1.53
56,John Franco*\francjo01,25,CIN,6,6,.500,2.94,74,0,52,0,0,29,101.0,90,40,33,7,44,12,84,2,2,4,429,131,3.37,1.327,8.0,0.6,3.9,7.5,1.91
57,George Frazier\frazige01,31,CHC,2,4,.333,5.40,35,0,12,0,0,0,51.2,63,36,31,5,34,4,41,1,0,3,243,75,4.47,1.877,11.0,0.9,5.9,7.1,1.21
58,Marvin Freeman\freemma02,23,PHI,2,0,1.000,2.25,3,3,0,0,0,0,16.0,6,4,4,0,10,0,8,0,0,1,61,176,3.65,1.000,3.4,0.0,5.6,4.5,0.80
59,Tom Funk*\funkto01,24,HOU,0,0,,6.48,8,0,2,0,0,0,8.1,10,6,6,1,6,0,2,0,0,0,41,58,6.01,1.920,10.8,1.1,6.5,2.2,0.33
60,Balvino Galvez\galveba01,22,LAD,0,1,.000,3.92,10,0,2,0,0,0,20.2,19,10,9,3,12,2,11,0,2,0,91,90,5.34,1.500,8.3,1.3,5.2,4.8,0.92
61,Gene Garber\garbege01,38,ATL,5,5,.500,2.54,61,0,48,0,0,24,78.0,76,23,22,3,20,7,56,1,0,4,319,156,2.64,1.231,8.8,0.3,2.3,6.5,2.80
62,Scott Garrelts\garresc01,24,SFG,13,9,.591,3.11,53,18,27,2,0,10,173.2,144,65,60,17,74,11,125,2,1,9,717,114,3.92,1.255,7.5,0.9,3.8,6.5,1.69
63,Dwight Gooden\goodedw01,21,NYM,17,6,.739,2.84,33,33,0,12,2,0,250.0,197,92,79,17,80,3,200,4,4,4,1020,126,3.06,1.108,7.1,0.6,2.9,7.2,2.50
64,Tom Gorman*\gormato03,28,PHI,0,1,.000,7.71,8,0,1,0,0,0,11.2,21,10,10,0,5,1,8,0,0,4,61,52,2.69,2.229,16.2,0.0,3.9,6.2,1.60
65,Rich Gossage\gossari01,34,SDP,5,7,.417,4.45,45,0,38,0,0,21,64.2,69,36,32,8,20,0,63,2,0,4,281,83,3.45,1.376,9.6,1.1,2.8,8.8,3.15
66,Jim Gott\gottji01,26,SFG,0,0,,7.62,9,2,3,0,0,1,13.0,16,12,11,0,13,2,9,0,1,1,66,48,4.39,2.231,11.1,0.0,9.0,6.2,0.69
67,Mark Grant\grantma01,22,SFG,0,1,.000,3.60,4,1,3,0,0,0,10.0,6,4,4,0,5,0,5,0,1,0,39,103,3.27,1.100,5.4,0.0,4.5,4.5,1.00
68,Greg Gross*\grossgr01,33,PHI,0,0,,0.00,1,0,1,0,0,0,0.2,1,0,0,0,1,0,2,0,0,0,4,,1.27,3.000,13.5,0.0,13.5,27.0,2.00
69,Kevin Gross\grosske01,25,PHI,12,12,.500,4.02,37,36,0,7,2,0,241.2,240,115,108,28,94,2,154,8,1,2,1040,96,4.27,1.382,8.9,1.0,3.5,5.7,1.64
70,Cecilio Guante\guantce01,26,PIT,5,2,.714,3.35,52,0,24,0,0,4,78.0,65,32,29,11,29,3,63,3,1,2,326,115,4.22,1.205,7.5,1.3,3.3,7.3,2.17
71,Bill Gullickson\gullibi01,27,CIN,15,12,.556,3.38,37,37,0,6,2,0,244.2,245,103,92,24,60,10,121,2,0,3,1014,114,3.82,1.247,9.0,0.9,2.2,4.5,2.02
72,Dave Gumpert\gumpeda01,28,CHC,2,0,1.000,4.37,38,0,12,0,0,2,59.2,60,32,29,4,28,7,45,1,0,3,259,93,3.59,1.475,9.1,0.6,4.2,6.8,1.61
73,Drew Hall*\halldr01,23,CHC,1,2,.333,4.56,5,4,1,1,0,1,23.2,24,12,12,3,10,0,21,0,0,0,101,90,3.91,1.437,9.1,1.1,3.8,8.0,2.10
74,Andy Hawkins\hawkian01,26,SDP,10,8,.556,4.30,37,35,0,3,1,0,209.1,218,111,100,24,75,7,117,5,2,6,905,85,4.29,1.400,9.4,1.0,3.2,5.0,1.56
75,Ray Hayward*\haywara01,25,SDP,0,2,.000,9.00,3,3,0,0,0,0,10.0,16,12,10,1,4,0,6,0,1,5,51,42,4.07,2.000,14.4,0.9,3.6,5.4,1.50
76,Chuck Hensley*\henslch01,27,SFG,0,0,,2.45,11,0,2,0,0,1,7.1,5,2,2,2,2,0,6,0,1,0,30,153,5.50,0.955,6.1,2.5,2.5,7.4,3.00
77,Manny Hernandez\hernama01,25,HOU,2,3,.400,3.90,9,4,1,0,0,0,27.2,33,15,12,2,12,3,9,0,0,1,125,93,4.36,1.627,10.7,0.7,3.9,2.9,0.75
78,Orel Hershiser\hershor01,27,LAD,14,14,.500,3.85,35,35,0,8,1,0,231.1,213,112,99,13,86,11,153,5,3,12,988,90,3.36,1.293,8.3,0.5,3.3,6.0,1.78
79,Joe Hesketh*\heskejo01,27,MON,6,5,.545,5.01,15,15,0,0,0,0,82.2,92,46,46,11,31,4,67,2,3,4,362,75,4.08,1.488,10.0,1.2,3.4,7.3,2.16
80,Guy Hoffman*\hoffmgu01,29,CHC,6,2,.750,3.86,32,8,6,1,0,0,84.0,92,37,36,6,29,7,47,2,1,5,357,105,3.69,1.440,9.9,0.6,3.1,5.0,1.62
81,Brian Holton\holtobr01,26,LAD,2,3,.400,4.44,12,3,4,0,0,0,24.1,28,13,12,1,6,2,24,1,0,1,106,79,2.20,1.397,10.4,0.4,2.2,8.9,4.00
82,Rick Honeycutt*\honeyri01,32,LAD,11,9,.550,3.32,32,28,2,0,0,0,171.0,164,71,63,9,45,4,100,3,1,4,713,105,3.13,1.222,8.6,0.5,2.4,5.3,2.22
83,Ricky Horton*\hortori01,26,STL,4,3,.571,2.24,42,9,12,1,0,3,100.1,77,25,25,7,26,7,49,1,0,1,387,163,3.51,1.027,6.9,0.6,2.3,4.4,1.88
84,Ken Howell\howelke01,25,LAD,6,12,.333,3.87,62,0,36,0,0,12,97.2,86,48,42,7,63,9,104,3,0,4,437,90,3.60,1.526,7.9,0.6,5.8,9.6,1.65
85,LaMarr Hoyt\hoytla01,31,SDP,8,11,.421,5.15,35,25,2,1,0,0,159.0,170,100,91,27,68,8,85,3,2,2,699,71,5.25,1.497,9.6,1.5,3.8,4.8,1.25
86,Charles Hudson\hudsoch02,27,PHI,7,10,.412,4.94,33,23,2,0,0,0,144.0,165,87,79,20,58,1,82,0,2,2,638,79,4.65,1.549,10.3,1.3,3.6,5.1,1.41
87,Tom Hume\humeto01,33,PHI,4,1,.800,2.77,48,1,9,0,0,4,94.1,89,37,29,5,34,5,51,3,0,6,402,141,3.56,1.304,8.5,0.5,3.2,4.9,1.50
88,Dane Iorg\iorgda01,36,SDP,0,0,,12.00,2,0,2,0,0,0,3.0,5,4,4,2,1,0,2,0,0,0,15,35,11.10,2.000,15.0,6.0,3.0,6.0,2.00
89,Michael Jackson\jacksmi02,21,PHI,0,0,,3.38,9,0,4,0,0,0,13.1,12,5,5,2,4,1,3,2,0,0,54,118,5.62,1.200,8.1,1.4,2.7,2.0,0.75
90,Joe Johnson\johnsjo05,24,ATL,6,7,.462,4.97,17,15,1,2,0,0,87.0,101,58,48,8,35,4,49,2,1,1,390,80,4.12,1.563,10.4,0.8,3.6,5.1,1.40
91,Barry Jones\jonesba01,23,PIT,3,4,.429,2.89,26,0,10,0,0,3,37.1,29,16,12,3,21,2,29,0,0,2,159,134,3.95,1.339,7.0,0.7,5.1,7.0,1.38
92,Jimmy Jones\jonesji02,22,SDP,2,0,1.000,2.50,3,3,0,1,1,0,18.0,10,6,5,1,3,0,15,0,0,0,65,149,2.33,0.722,5.0,0.5,1.5,7.5,5.00
93,Matt Keough\keougma02,30,TOT,5,4,.556,3.94,29,7,5,0,0,0,64.0,58,31,28,9,30,4,44,2,2,6,272,97,4.72,1.375,8.2,1.3,4.2,6.2,1.47
94,Matt Keough\keougma02,30,CHC,2,2,.500,4.97,19,2,3,0,0,0,29.0,36,17,16,4,12,2,19,1,2,4,129,82,4.60,1.655,11.2,1.2,3.7,5.9,1.58
95,Matt Keough\keougma02,30,HOU,3,2,.600,3.09,10,5,2,0,0,0,35.0,22,14,12,5,18,2,25,1,0,2,143,117,4.83,1.143,5.7,1.3,4.6,6.4,1.39
96,Kurt Kepshire\kepshku01,26,STL,0,1,.000,4.50,2,1,1,0,0,0,8.0,8,4,4,2,4,0,6,0,1,0,35,85,6.02,1.500,9.0,2.3,4.5,6.8,1.50
97,Charlie Kerfeld\kerfech01,22,HOU,11,2,.846,2.59,61,0,29,0,0,7,93.2,71,32,27,5,42,3,77,2,2,7,390,138,3.23,1.206,6.8,0.5,4.0,7.4,1.83
98,Bob Kipper*\kippebo01,21,PIT,6,8,.429,4.03,20,19,1,0,0,0,114.0,123,60,51,17,34,3,81,2,3,3,496,96,4.24,1.377,9.7,1.3,2.7,6.4,2.38
99,Bob Knepper*\kneppbo01,32,HOU,17,12,.586,3.14,40,38,1,8,5,0,258.0,232,100,90,19,62,13,143,4,0,5,1053,114,3.39,1.140,8.1,0.7,2.2,5.0,2.31
100,Mark Knudson\knudsma01,25,HOU,1,5,.167,4.22,9,7,1,0,0,0,42.2,48,23,20,5,15,5,20,1,0,1,191,86,4.48,1.477,10.1,1.1,3.2,4.2,1.33
101,Ray Krawczyk\krawcra01,26,PIT,0,1,.000,7.30,12,0,2,0,0,0,12.1,17,13,10,3,10,0,7,0,0,0,65,54,7.23,2.189,12.4,2.2,7.3,5.1,0.70
102,Mike Krukow\krukomi01,34,SFG,20,9,.690,3.05,34,34,0,10,2,0,245.0,204,90,83,24,55,4,178,4,0,4,987,116,3.31,1.057,7.5,0.9,2.0,6.5,3.24
103,Mike LaCoss\lacosmi01,30,SFG,10,13,.435,3.57,37,31,1,4,1,0,204.1,179,99,81,14,70,8,86,6,5,5,842,99,3.94,1.219,7.9,0.6,3.1,3.8,1.23
104,Jeff Lahti\lahtije01,29,STL,0,0,,0.00,4,0,1,0,0,0,2.1,3,0,0,0,1,0,3,0,0,0,10,,1.49,1.714,11.6,0.0,3.9,11.6,3.00
105,Bill Landrum\landrbi01,28,CIN,0,0,,6.75,10,0,4,0,0,0,13.1,23,11,10,0,4,0,14,0,0,0,65,59,1.57,2.025,15.5,0.0,2.7,9.5,3.50
106,Dave LaPoint*\lapoida01,26,SDP,1,4,.200,4.26,24,4,4,0,0,0,61.1,67,37,29,8,24,4,41,1,4,1,274,86,4.35,1.484,9.8,1.2,3.5,6.0,1.71
107,Bill Laskey\laskebi01,28,SFG,1,1,.500,4.28,20,0,7,0,0,1,27.1,28,14,13,5,13,1,8,0,0,0,117,84,5.99,1.500,9.2,1.6,4.3,2.6,0.62
108,Vance Law\lawva01,29,MON,0,0,,2.25,3,0,3,0,0,0,4.0,3,2,1,0,2,0,0,0,0,1,16,183,4.27,1.250,6.8,0.0,4.5,0.0,0.00
109,Terry Leach\leachte01,32,NYM,0,0,,2.70,6,0,1,0,0,0,6.2,6,3,2,0,3,0,4,0,0,0,30,141,2.92,1.350,8.1,0.0,4.1,5.4,1.33
110,Craig Lefferts*\leffecr01,28,SDP,9,8,.529,3.09,83,0,36,0,0,4,107.2,98,41,37,7,44,11,72,1,1,1,446,119,3.53,1.319,8.2,0.6,3.7,6.0,1.64
111,Randy Lerch*\lerchra01,31,PHI,1,1,.500,7.88,4,0,1,0,0,0,8.0,10,8,7,0,7,1,5,0,0,1,42,52,4.15,2.125,11.3,0.0,7.9,5.6,0.71
112,Aurelio Lopez\lopezau01,37,HOU,3,3,.500,3.46,45,0,22,0,0,7,78.0,64,32,30,6,25,1,44,0,0,0,321,104,3.60,1.141,7.4,0.7,2.9,5.1,1.76
113,Ed Lynch\lynched01,30,TOT,7,5,.583,3.73,24,13,3,1,1,0,101.1,107,48,42,10,23,6,58,1,0,0,416,108,3.62,1.283,9.5,0.9,2.0,5.2,2.52
114,Ed Lynch\lynched01,30,NYM,0,0,,0.00,1,0,0,0,0,0,1.2,2,0,0,0,0,0,1,0,0,0,7,,1.57,1.200,10.8,0.0,0.0,5.4,
115,Ed Lynch\lynched01,30,CHC,7,5,.583,3.79,23,13,3,1,1,0,99.2,105,48,42,10,23,6,57,1,0,0,409,106,3.65,1.284,9.5,0.9,2.1,5.1,2.48
116,Mike Madden*\maddemi01,29,HOU,1,2,.333,4.08,13,6,1,0,0,0,39.2,47,20,18,3,22,3,30,0,0,5,185,89,3.91,1.739,10.7,0.7,5.0,6.8,1.36
117,Greg Maddux\maddugr01,20,CHC,2,4,.333,5.52,6,5,1,1,0,0,31.0,44,20,19,3,11,2,20,1,0,2,144,74,3.90,1.774,12.8,0.9,3.2,5.8,1.82
118,Mike Maddux\maddumi01,24,PHI,3,7,.300,5.42,16,16,0,0,0,0,78.0,88,56,47,6,34,4,44,3,2,4,351,72,4.07,1.564,10.2,0.7,3.9,5.1,1.29
119,Rick Mahler\mahleri01,32,ATL,14,18,.438,4.88,39,39,0,7,1,0,237.2,283,139,129,25,95,10,137,3,1,5,1056,81,4.22,1.590,10.7,0.9,3.6,5.2,1.44
120,Dennis Martinez\martide01,32,MON,3,6,.333,4.59,19,15,1,1,1,0,98.0,103,52,50,11,28,4,63,3,2,2,416,81,3.89,1.337,9.5,1.0,2.6,5.8,2.25
121,Roger Mason\masonro01,28,SFG,3,4,.429,4.80,11,11,0,1,0,0,60.0,56,35,32,5,30,3,43,3,0,1,262,74,4.07,1.433,8.4,0.8,4.5,6.5,1.43
122,Greg Mathews*\mathegr01,24,STL,11,8,.579,3.65,23,22,1,1,0,0,145.1,139,61,59,15,44,3,67,2,6,5,591,100,4.14,1.259,8.6,0.9,2.7,4.1,1.52
123,Bob McClure*\mcclubo01,34,MON,2,5,.286,3.02,52,0,15,0,0,6,62.2,53,22,21,2,23,2,42,1,1,1,257,124,2.99,1.213,7.6,0.3,3.3,6.0,1.83
124,Lance McCullers\mcculla01,22,SDP,10,10,.500,2.78,70,7,29,0,0,5,136.0,103,46,42,12,58,9,92,4,3,5,550,132,3.93,1.184,6.8,0.8,3.8,6.1,1.59
125,Roger McDowell\mcdowro01,25,NYM,14,9,.609,3.02,75,0,52,0,0,22,128.0,107,48,43,4,42,5,65,3,3,3,524,119,3.22,1.164,7.5,0.3,3.0,4.6,1.55
126,Andy McGaffigan\mcgafan01,29,MON,10,5,.667,2.65,48,14,8,1,1,2,142.2,114,49,42,9,55,8,104,2,4,5,583,141,3.33,1.185,7.2,0.6,3.5,6.6,1.89
127,Craig McMurtry\mcmurcr01,26,ATL,1,6,.143,4.74,37,5,5,0,0,0,79.2,82,46,42,7,43,5,50,2,0,2,356,84,4.35,1.569,9.3,0.8,4.9,5.6,1.16
128,Larry McWilliams*\mcwilla01,32,PIT,3,11,.214,5.15,49,15,11,0,0,0,122.1,129,75,70,16,49,5,80,7,0,5,545,75,4.54,1.455,9.5,1.2,3.6,5.9,1.63
129,Greg Minton\mintogr01,34,SFG,4,4,.500,3.93,48,0,28,0,0,5,68.2,63,35,30,4,34,15,34,1,0,3,296,91,4.07,1.413,8.3,0.5,4.5,4.5,1.00
130,John Mitchell\mitchjo02,20,NYM,0,1,.000,3.60,4,1,1,0,0,0,10.0,10,4,4,1,4,0,2,0,0,2,40,104,4.87,1.400,9.0,0.9,3.6,1.8,0.50
131,Rafael Montalvo\montara01,22,HOU,0,0,,9.00,1,0,0,0,0,0,1.0,1,1,1,0,2,0,0,0,0,0,6,57,8.77,3.000,9.0,0.0,18.0,0.0,0.00
132,Jamie Moyer*\moyerja01,23,CHC,7,4,.636,5.05,16,16,0,1,1,0,87.1,107,52,49,10,42,1,45,3,3,3,395,80,4.77,1.706,11.0,1.0,4.3,4.6,1.07
133,Terry Mulholland*\mulhote01,23,SFG,1,7,.125,4.94,15,10,1,0,0,0,54.2,51,33,30,3,35,2,27,1,0,6,245,72,4.47,1.573,8.4,0.5,5.8,4.4,0.77
134,Rob Murphy*\murphro01,26,CIN,6,0,1.000,0.72,34,0,12,0,0,1,50.1,26,4,4,0,21,2,36,0,0,5,195,541,2.59,0.934,4.6,0.0,3.8,6.4,1.71
135,Randy Myers*\myersra01,23,NYM,0,0,,4.22,10,0,5,0,0,0,10.2,11,5,5,1,9,1,13,1,0,0,53,88,4.36,1.875,9.3,0.8,7.6,11.0,1.44
136,Tom Niedenfuer\niedeto01,26,LAD,6,6,.500,3.71,60,0,27,0,0,11,80.0,86,35,33,11,29,15,55,1,0,2,345,94,4.31,1.438,9.7,1.2,3.3,6.2,1.90
