Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Luis Aguayo\aguaylu01,23,PHI,50,63,56,11,15,1,2,3,7,1,1,5,7,.268,.339,.518,.857,134,29,1,1,1,0,1,46/5
2,Neil Allen\allenne01,24,NYM,50,9,6,1,1,0,0,0,0,0,0,2,2,.167,.375,.167,.542,58,1,0,0,1,0,0,1
3,Porfi Altamirano\altampo01,30,PHI,29,4,4,1,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,39,1,0,0,0,0,0,1
4,Jose Alvarez\alvarjo01,26,ATL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
5,Joaquin Andujar#\andujjo01,29,STL,38,104,95,3,15,1,1,0,4,1,0,0,44,.158,.158,.189,.347,-3,18,2,0,9,0,0,1
6,Alan Ashby#\ashbyal01,30,HOU,100,372,339,40,87,14,2,12,49,2,0,27,53,.257,.311,.416,.727,110,141,7,1,2,3,4,2
7,Wally Backman#\backmwa01,22,NYM,96,312,261,37,71,13,2,3,22,8,7,49,47,.272,.387,.372,.759,115,97,6,0,2,0,1,4/56
8,Stan Bahnsen\bahnsst01,37,PHI,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
9,Bob Bailor\bailobo01,30,NYM,110,404,376,44,104,14,1,0,31,20,3,20,17,.277,.313,.319,.633,79,120,5,2,2,4,0,645/78
10,Doug Bair\bairdo01,32,STL,63,15,13,0,1,0,0,0,0,0,0,0,3,.077,.077,.077,.154,-57,1,0,0,2,0,0,1
11,Dusty Baker\bakerdu01,33,LAD,147,640,570,80,171,19,1,23,88,17,10,56,62,.300,.361,.458,.818,130,261,7,3,2,9,5,*7/9
12,Jay Baller\balleja01,21,PHI,4,1,0,0,0,0,0,0,0,0,0,0,0,,1.000,,,,0,0,1,0,0,0,/1
13,Jim Barr\barrji01,34,SFG,53,34,32,1,8,1,0,0,3,0,0,0,6,.250,.250,.281,.531,50,9,0,0,2,0,0,1
14,German Barranca*\barrage01,25,CIN,46,54,51,11,13,1,3,0,2,2,0,2,9,.255,.283,.392,.675,86,20,1,0,1,0,0,/4
15,Jose Barrios\barrijo01,25,SFG,10,20,19,2,3,0,0,0,0,0,0,1,4,.158,.200,.158,.358,2,3,1,0,0,0,0,/3
16,Kevin Bass#\basske01,23,HOU,12,24,24,2,1,0,0,0,1,0,0,0,8,.042,.042,.042,.083,-76,1,1,0,0,0,0,/87
17,Randy Bass*\bassra01,28,SDP,13,34,30,1,6,0,0,1,8,0,0,2,4,.200,.265,.300,.565,61,9,0,1,0,1,0,/3
18,Ross Baumgarten*\baumgro01,27,PIT,12,12,12,0,1,0,0,0,0,0,0,0,4,.083,.083,.083,.167,-54,1,0,0,0,0,0,1
19,Joe Beckwith*\beckwjo01,27,LAD,19,8,7,1,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
20,Steve Bedrosian\bedrost01,24,ATL,64,31,26,0,1,0,0,0,0,0,0,1,6,.038,.074,.038,.113,-68,1,0,0,4,0,0,1
