Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Luis Aguayo\aguaylu01,22,PHI,2,45,20,45,41,0,0,0,21,3,21,0,0,0,0,3,4
2,Doyle Alexander\alexado01,30,SFG,11,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0
3,Gary Alexander\alexaga01,28,PIT,7,21,13,21,16,0,0,9,0,0,0,7,0,2,8,6,1
4,Matt Alexander\alexama01,34,PIT,9,15,0,15,6,0,0,0,0,0,0,3,3,0,6,4,9
5,Neil Allen\allenne01,23,NYM,3,43,0,43,43,43,0,0,0,0,0,0,0,0,0,0,0
6,Jose Alvarez\alvarjo01,25,ATL,1st,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7,Joaquin Andujar\andujjo01,28,2TM,6,21,11,21,20,20,0,0,0,0,0,0,0,0,0,0,1
8,Mike Armstrong\armstmi01,27,SDP,2,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0
9,Alan Ashby\ashbyal01,29,HOU,9,83,74,83,81,0,81,0,0,0,0,0,0,0,0,7,0
10,Brian Asselstine\asselbr01,27,ATL,6,56,13,56,16,0,0,0,0,0,0,4,0,12,16,43,0
11,Ramon Aviles\avilera01,29,PHI,4,38,1,38,32,0,0,0,20,13,5,0,0,0,0,6,3
12,Wally Backman\backmwa01,21,NYM,2,26,5,26,12,0,0,0,11,1,0,0,0,0,0,13,3
13,Stan Bahnsen\bahnsst01,36,MON,15,25,3,25,25,25,0,0,0,0,0,0,0,0,0,0,0
14,Bob Bailor\bailobo01,29,NYM,7,51,16,51,47,0,0,0,13,1,22,11,0,3,14,4,10
15,Doug Bair\bairdo01,31,2TM,6,35,0,35,35,35,0,0,0,0,0,0,0,0,0,0,0
16,Dusty Baker\bakerdu01,32,LAD,14,103,101,103,101,0,0,0,0,0,0,101,0,0,101,2,0
17,German Barranca\barrage01,24,CIN,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,6,3
18,Randy Bass\bassra01,27,SDP,5,69,45,69,50,0,0,50,0,0,0,0,0,0,0,22,0
19,Steve Bedrosian\bedrost01,23,ATL,1st,15,1,15,15,15,0,0,0,0,0,0,0,0,0,0,0
20,Johnny Bench\benchjo01,33,CIN,15,52,44,52,45,0,7,38,0,0,0,0,0,0,0,8,0
21,Bruce Benedict\benedbr01,25,ATL,4,90,86,90,90,0,90,0,0,0,0,0,0,0,0,0,0
22,Bruce Berenyi\berenbr01,26,CIN,2,21,20,21,21,21,0,0,0,0,0,0,0,0,0,0,0
23,Dave Bergman\bergmda01,28,2TM,6,69,34,69,48,0,0,34,0,0,0,15,0,0,15,26,0
24,Dale Berra\berrada01,24,PIT,5,81,61,81,78,0,0,0,18,42,30,0,0,0,0,5,3
25,Kurt Bevacqua\bevacku01,34,PIT,11,29,1,29,6,0,0,0,4,2,0,0,0,0,0,25,0
26,Jim Bibby\bibbyji01,36,PIT,10,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0
27,Larry Biittner\biittla01,34,CIN,12,42,7,42,11,0,0,8,0,0,0,0,0,3,3,34,0
28,Doug Bird\birddo01,31,CHC,9,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0
29,Tim Blackwell\blackti01,28,CHC,8,58,47,58,56,0,56,0,0,0,0,0,0,0,0,2,0
30,Vida Blue\bluevi01,31,SFG,13,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0
31,Tommy Boggs\boggsto01,25,ATL,6,25,24,25,25,25,0,0,0,0,0,0,0,0,0,1,0
32,Dan Boitano\boitada01,28,NYM,4,16,0,16,15,16,0,0,0,0,0,0,0,0,0,0,0
33,Bobby Bonds\bondsbo01,35,CHC,14,45,45,45,45,0,0,0,0,0,0,0,42,3,45,0,0
34,Juan Bonilla\bonilju01,25,SDP,1st,99,97,99,97,0,0,0,97,0,0,0,0,0,0,1,1
35,Bob Boone\boonebo01,33,PHI,10,76,64,76,75,0,75,0,0,0,0,0,0,0,0,4,0
36,Danny Boone\booneda02,27,SDP,1st,37,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0
37,Larry Bowa\bowala01,35,PHI,12,103,100,103,102,0,0,0,0,0,102,0,0,0,0,1,0
38,Doe Boyland\boylado01,26,PIT,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0,9,2
39,Larry Bradford\bradfla01,31,ATL,4,25,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0
40,Mark Bradley\bradlma01,24,LAD,1st,9,0,9,6,0,0,0,0,0,0,1,0,5,6,2,3
41,Steve Braun\braunst01,33,STL,11,44,6,44,13,0,0,0,0,1,0,6,0,6,12,34,1
42,Fred Breining\breinfr01,25,SFG,2,45,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0
43,Bob Brenly\brenlbo01,27,SFG,1st,19,13,19,18,0,14,0,0,3,0,1,0,0,1,2,3
44,Dan Briggs\briggda01,28,MON,6,9,1,9,6,0,0,3,0,0,0,1,2,1,3,3,1
45,Hubie Brooks\brookhu01,24,NYM,2,98,92,98,96,0,0,0,0,93,1,1,0,2,3,5,0
46,Scott Brown\brownsc01,24,CIN,1st,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0
47,Glenn Brummer\brummgl01,26,STL,1st,21,7,21,19,0,19,0,0,0,0,0,0,0,0,2,0
48,Warren Brusstar\brusswa01,29,PHI,5,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0
49,Bill Buckner\bucknbi01,31,CHC,13,106,105,106,105,0,0,105,0,0,0,0,0,0,0,1,0
50,Ray Burris\burrira01,30,MON,9,22,21,22,22,22,0,0,0,0,0,0,0,0,0,0,0
51,Brett Butler\butlebr01,24,ATL,1st,40,33,40,37,0,0,0,0,0,0,26,11,5,37,2,2
52,Marty Bystrom\bystrma01,22,PHI,2,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0
53,Enos Cabell\cabelen01,31,SFG,10,96,89,96,91,0,0,69,0,22,0,0,0,0,0,6,0
54,Ernie Camacho\camacer01,26,PIT,2,7,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0
55,Rick Camp\campri01,28,ATL,5,48,0,48,48,48,0,0,0,0,0,0,0,0,0,0,0
56,John Candelaria\candejo01,27,PIT,7,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
57,Doug Capilla\capildo01,29,CHC,6,42,0,42,42,42,0,0,0,0,0,0,0,0,0,0,0
58,Steve Carlton\carltst01,36,PHI,17,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0
59,Gary Carter\cartega01,27,MON,8,100,100,100,100,0,100,1,0,0,0,0,0,0,0,0,0
60,Bobby Castillo\castibo01,26,LAD,5,34,1,34,34,34,0,0,0,0,0,0,0,0,0,0,0
61,Bill Caudill\caudibi01,24,CHC,3,30,10,30,30,30,0,0,0,0,0,0,0,0,0,0,0
62,Cesar Cedeno\cedence01,30,HOU,12,82,80,82,79,0,0,45,0,0,0,0,34,0,34,2,0
63,Ron Cey\ceyro01,33,LAD,11,85,84,85,84,0,0,0,0,84,0,0,0,0,0,1,0
64,Chris Chambliss\chambch01,32,ATL,11,107,107,107,107,0,0,107,0,0,0,0,0,0,0,0,0
65,Larry Christenson\chrisla01,27,PHI,9,20,15,20,20,20,0,0,0,0,0,0,0,0,0,0,0
66,Jack Clark\clarkja01,25,SFG,7,99,97,99,98,0,0,0,0,0,0,0,0,98,98,2,0
67,Dave Collins\collida02,28,CIN,7,95,94,95,93,0,0,0,0,0,0,1,2,92,93,1,0
68,Geoff Combe\combege01,25,CIN,2,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0
69,Dave Concepcion\conceda01,33,CIN,12,106,106,106,106,0,0,0,0,0,106,0,0,0,0,0,0
70,Warren Cromartie\cromawa01,27,MON,7,99,96,99,99,0,0,62,0,0,0,0,0,38,38,1,0
71,Hector Cruz\cruzhe01,28,CHC,8,53,26,53,31,0,0,0,0,18,0,8,0,10,16,22,0
72,Jose Cruz\cruzjo01,33,HOU,12,107,105,107,104,0,0,0,0,0,0,104,0,0,104,2,0
73,Victor Cruz\cruzvi01,23,PIT,4,22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0
