Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Jim Acker\ackerji01,29,ATL,0,4,.000,4.71,21,1,7,0,0,0,42.0,45,26,22,6,14,3,25,1,0,2,184,78,4.51,1.405,9.6,1.3,3.0,5.4,1.79
2,Juan Agosto*\agostju01,30,HOU,10,2,.833,2.26,75,0,33,0,0,4,91.2,74,27,23,6,30,13,33,0,5,3,371,148,3.88,1.135,7.3,0.6,2.9,3.2,1.10
3,Rick Aguilera\aguilri01,26,NYM,0,4,.000,6.93,11,3,2,0,0,0,24.2,29,20,19,2,10,2,16,1,1,1,111,47,3.86,1.581,10.6,0.7,3.6,5.8,1.60
4,Gibson Alba*\albagi01,28,STL,0,0,,2.70,3,0,1,0,0,0,3.1,1,2,1,0,2,0,3,0,0,0,14,146,2.77,0.900,2.7,0.0,5.4,8.1,1.50
5,Jose Alvarez\alvarjo01,32,ATL,5,6,.455,2.99,60,0,23,0,0,3,102.1,88,34,34,7,53,12,81,6,1,4,436,123,3.80,1.378,7.7,0.6,4.7,7.1,1.53
6,Larry Andersen\anderla02,35,HOU,2,4,.333,2.94,53,0,25,0,0,5,82.2,82,29,27,3,20,8,66,1,2,1,350,113,2.41,1.234,8.9,0.3,2.2,7.2,3.30
7,Joaquin Andujar\andujjo01,35,HOU,2,5,.286,4.00,23,10,4,0,0,0,78.2,94,43,35,9,21,5,35,5,3,0,351,83,4.36,1.462,10.8,1.0,2.4,4.0,1.67
8,Jack Armstrong\armstja01,23,CIN,4,7,.364,5.79,14,13,0,0,0,0,65.1,63,44,42,8,38,2,45,0,2,3,293,62,4.73,1.546,8.7,1.1,5.2,6.2,1.18
9,Scott Arnold\arnolsc01,25,STL,0,0,,5.40,6,0,2,0,0,0,6.2,9,4,4,0,4,1,8,0,3,3,32,69,2.17,1.950,12.2,0.0,5.4,10.8,2.00
10,Paul Assenmacher*\assenpa01,27,ATL,8,7,.533,3.06,64,0,32,0,0,5,79.1,72,28,27,4,32,11,71,1,0,7,329,120,2.88,1.311,8.2,0.5,3.6,8.1,2.22
11,Salome Barojas\barojsa01,31,PHI,0,0,,8.31,6,0,2,0,0,0,8.2,7,9,8,1,8,0,1,0,2,0,39,45,6.81,1.731,7.3,1.0,8.3,1.0,0.13
12,Tim Barrett\barreti01,27,MON,0,0,,5.79,4,0,2,0,0,1,9.1,10,6,6,2,2,0,5,0,0,0,39,65,5.13,1.286,9.6,1.9,1.9,4.8,2.50
13,Steve Bedrosian\bedrost01,30,PHI,6,6,.500,3.75,57,0,49,0,0,28,74.1,75,34,31,6,27,5,61,0,0,0,322,95,3.27,1.372,9.1,0.7,3.3,7.4,2.26
14,Tim Belcher\belchti01,26,LAD,12,6,.667,2.91,36,27,5,4,1,4,179.2,143,65,58,8,51,7,152,2,0,4,719,116,2.54,1.080,7.2,0.4,2.6,7.6,2.98
15,Mike Bielecki\bielemi01,28,CHC,2,2,.500,3.35,19,5,7,0,0,0,48.1,55,22,18,4,16,1,33,0,3,3,215,109,3.47,1.469,10.2,0.7,3.0,6.1,2.06
