Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Doyle Alexander\alexado01,29,ATL,14,11,.560,4.20,35,35,0,7,1,0,231.2,227,120,108,20,74,5,114,4,0,3,981,89,3.90,1.299,8.8,0.8,2.9,4.4,1.54
2,Neil Allen\allenne01,22,NYM,7,10,.412,3.70,59,0,47,0,0,22,97.1,87,43,40,7,40,9,79,0,1,2,407,96,3.30,1.305,8.0,0.6,3.7,7.3,1.98
3,Joaquin Andujar\andujjo01,27,HOU,3,8,.273,3.91,35,14,5,0,0,2,122.0,132,59,53,8,43,2,75,0,0,2,529,84,3.43,1.434,9.7,0.6,3.2,5.5,1.74
4,Mike Armstrong\armstmi01,26,SDP,0,0,,5.65,11,0,4,0,0,0,14.1,16,10,9,3,13,5,14,0,0,0,67,63,6.24,2.023,10.0,1.9,8.2,8.8,1.08
5,Stan Bahnsen\bahnsst01,35,MON,7,6,.538,3.05,57,0,19,0,0,4,91.1,80,40,31,7,33,4,48,0,0,6,383,118,3.78,1.237,7.9,0.7,3.3,4.7,1.45
6,Doug Bair\bairdo01,30,CIN,3,6,.333,4.24,61,0,38,0,0,6,85.0,91,42,40,7,39,10,62,1,0,5,377,86,3.78,1.529,9.6,0.7,4.1,6.6,1.59
7,Joe Beckwith\beckwjo01,25,LAD,3,3,.500,1.96,38,0,16,0,0,0,59.2,60,17,13,1,23,4,40,1,0,4,258,182,2.84,1.391,9.1,0.2,3.5,6.0,1.74
8,Juan Berenguer\berenju01,25,NYM,0,1,.000,5.79,6,0,4,0,0,0,9.1,9,9,6,1,10,2,7,0,0,0,46,64,5.86,2.036,8.7,1.0,9.6,6.8,0.70
9,Bruce Berenyi\berenbr01,25,CIN,2,2,.500,7.81,6,6,0,0,0,0,27.2,34,26,24,1,23,0,19,0,0,3,132,47,4.34,2.060,11.1,0.3,7.5,6.2,0.83
10,Jim Bibby\bibbyji01,35,PIT,19,6,.760,3.32,35,34,1,6,1,0,238.1,210,95,88,20,88,3,144,6,3,5,985,111,3.82,1.250,7.9,0.8,3.3,5.4,1.64
11,Dennis Blair\blairde01,26,SDP,0,1,.000,6.43,5,1,0,0,0,0,14.0,18,10,10,3,3,0,11,0,0,1,61,55,4.61,1.500,11.6,1.9,1.9,7.1,3.67
12,Vida Blue*\bluevi01,30,SFG,14,10,.583,2.97,31,31,0,10,3,0,224.0,202,79,74,14,61,8,129,0,2,3,914,119,3.23,1.174,8.1,0.6,2.5,5.2,2.11
13,Bert Blyleven\blylebe01,29,PIT,8,13,.381,3.82,34,32,1,5,2,0,216.2,219,102,92,20,59,5,168,0,1,2,907,97,3.22,1.283,9.1,0.8,2.5,7.0,2.85
14,Tommy Boggs\boggsto01,24,ATL,12,9,.571,3.42,32,26,1,4,3,0,192.1,180,80,73,14,46,0,84,4,2,4,792,109,3.60,1.175,8.4,0.7,2.2,3.9,1.83
15,Mark Bomback\bombama01,27,NYM,10,8,.556,4.09,36,25,2,2,1,0,162.2,191,80,74,17,49,3,68,4,0,4,710,87,4.25,1.475,10.6,0.9,2.7,3.8,1.39
16,Bill Bonham\bonhabi01,31,CIN,2,1,.667,4.74,4,4,0,0,0,0,19.0,21,10,10,1,5,0,13,0,0,0,81,78,2.86,1.368,9.9,0.5,2.4,6.2,2.60
17,Pedro Borbon\borbope01,33,STL,1,0,1.000,3.79,10,0,4,0,0,1,19.0,17,10,8,3,10,2,4,0,0,1,84,100,5.96,1.421,8.1,1.4,4.7,1.9,0.40
18,Bill Bordley*\bordlbi01,22,SFG,2,3,.400,4.70,8,6,0,0,0,0,30.2,34,19,16,3,21,1,11,0,0,1,141,76,5.36,1.793,10.0,0.9,6.2,3.2,0.52
19,Larry Bradford*\bradfla01,30,ATL,3,4,.429,2.44,56,0,24,0,0,4,55.1,49,20,15,3,22,8,32,1,0,3,232,153,3.55,1.283,8.0,0.5,3.6,5.2,1.45
20,Fred Breining\breinfr01,24,SFG,0,0,,5.40,5,0,1,0,0,0,6.2,8,4,4,0,4,1,3,1,0,0,30,70,4.10,1.800,10.8,0.0,5.4,4.1,0.75
21,Warren Brusstar\brusswa01,28,PHI,2,2,.500,3.72,26,0,12,0,0,0,38.2,42,16,16,3,13,2,21,0,0,0,165,103,3.68,1.422,9.8,0.7,3.0,4.9,1.62
22,Sheldon Burnside*\burnssh01,25,CIN,1,0,1.000,1.93,7,0,3,0,0,0,4.2,6,1,1,1,1,0,2,0,0,0,19,204,5.32,1.500,11.6,1.9,1.9,3.9,2.00
23,Ray Burris\burrira01,29,NYM,7,13,.350,4.02,29,29,0,1,0,0,170.1,181,86,76,20,54,5,83,4,2,5,726,88,4.33,1.380,9.6,1.1,2.9,4.4,1.54
24,Marty Bystrom\bystrma01,21,PHI,5,0,1.000,1.50,6,5,1,1,1,0,36.0,26,6,6,1,9,0,21,0,0,1,142,255,2.70,0.972,6.5,0.3,2.3,5.3,2.33
25,Rick Camp\campri01,27,ATL,6,4,.600,1.91,77,0,44,0,0,22,108.1,92,26,23,3,29,8,33,4,0,2,440,195,3.42,1.117,7.6,0.2,2.4,2.7,1.14
26,John Candelaria*\candejo01,26,PIT,11,14,.440,4.01,35,34,1,7,0,1,233.1,246,114,104,14,50,4,97,3,2,0,969,92,3.38,1.269,9.5,0.5,1.9,3.7,1.94
27,Doug Capilla*\capildo01,28,CHC,2,8,.200,4.12,39,11,6,0,0,0,89.2,82,46,41,7,51,5,51,3,4,6,387,96,4.44,1.483,8.2,0.7,5.1,5.1,1.00
