Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Don Aase\aasedo01,35,LAD,3,1,.750,4.97,32,0,13,0,0,3,38.0,33,24,21,5,19,4,24,0,0,3,163,75,4.76,1.368,7.8,1.2,4.5,5.7,1.26
2,Juan Agosto*\agostju01,32,HOU,9,8,.529,4.29,82,0,29,0,0,4,92.1,91,46,44,4,39,8,50,7,0,1,404,87,3.78,1.408,8.9,0.4,3.8,4.9,1.28
3,Darrel Akerfelds\akerfda01,28,PHI,5,2,.714,3.77,71,0,18,0,0,3,93.0,65,45,39,10,54,8,42,3,1,7,395,101,5.14,1.280,6.3,1.0,5.2,4.1,0.78
4,Larry Andersen\anderla02,37,HOU,5,2,.714,1.95,50,0,20,0,0,6,73.2,61,19,16,2,24,5,68,1,0,2,301,191,2.33,1.154,7.5,0.2,2.9,8.3,2.83
5,Scott Anderson\andersc01,27,MON,0,1,.000,3.00,4,3,1,0,0,0,18.0,12,6,6,1,5,0,16,0,0,0,71,124,2.59,0.944,6.0,0.5,2.5,8.0,3.20
6,Jack Armstrong\armstja01,25,CIN,12,9,.571,3.42,29,27,1,2,1,0,166.0,151,72,63,9,59,7,110,6,5,7,704,117,3.36,1.265,8.2,0.5,3.2,6.0,1.86
7,Paul Assenmacher*\assenpa01,29,CHC,7,2,.778,2.80,74,1,21,0,0,10,103.0,90,33,32,10,36,8,95,1,0,2,426,147,3.30,1.223,7.9,0.9,3.1,8.3,2.64
8,Steve Avery*\averyst01,20,ATL,3,11,.214,5.64,21,20,1,1,1,0,99.0,121,79,62,7,45,2,75,2,1,5,466,72,3.64,1.677,11.0,0.6,4.1,6.8,1.67
9,Doug Bair\bairdo01,40,PIT,0,0,,4.81,22,0,5,0,0,0,24.1,30,15,13,3,11,1,19,0,1,3,112,76,4.21,1.685,11.1,1.1,4.1,7.0,1.73
10,Brian Barnes*\barnebr01,23,MON,1,1,.500,2.89,4,4,0,1,0,0,28.0,25,10,9,2,7,0,23,0,0,2,115,128,2.84,1.143,8.0,0.6,2.3,7.4,3.29
11,Steve Bedrosian\bedrost01,32,SFG,9,9,.500,4.20,68,0,53,0,0,17,79.1,72,40,37,6,44,9,43,2,0,3,349,87,4.45,1.462,8.2,0.7,5.0,4.9,0.98
12,Tim Belcher\belchti01,28,LAD,9,9,.500,4.00,24,24,0,5,2,0,153.0,136,76,68,17,48,0,102,2,1,6,627,92,3.90,1.203,8.0,1.0,2.8,6.0,2.13
13,Stan Belinda\belinst01,23,PIT,3,4,.429,3.55,55,0,17,0,0,8,58.1,48,23,23,4,29,3,55,1,0,1,245,102,3.36,1.320,7.4,0.6,4.5,8.5,1.90
14,Andy Benes\benesan01,22,SDP,10,11,.476,3.60,32,31,1,2,0,0,192.1,177,87,77,18,69,5,140,1,5,2,811,107,3.66,1.279,8.3,0.8,3.2,6.6,2.03
15,Mike Bielecki\bielemi01,30,CHC,8,11,.421,4.93,36,29,6,0,0,1,168.0,188,101,92,13,70,11,103,5,0,11,749,83,3.93,1.536,10.1,0.7,3.8,5.5,1.47
16,Tim Birtsas*\birtsti01,29,CIN,1,3,.250,3.86,29,0,8,0,0,0,51.1,69,24,22,7,24,6,41,1,0,4,239,104,4.44,1.812,12.1,1.2,4.2,7.2,1.71
17,Kevin Blankenship\blankke01,27,CHC,0,2,.000,5.84,3,2,0,0,0,0,12.1,13,10,8,1,6,0,5,0,0,1,57,72,4.51,1.541,9.5,0.7,4.4,3.6,0.83
18,Joe Boever\boevejo01,29,TOT,3,6,.333,3.36,67,0,34,0,0,14,88.1,77,35,33,6,51,12,75,0,2,3,388,117,3.72,1.449,7.8,0.6,5.2,7.6,1.47
19,Joe Boever\boevejo01,29,ATL,1,3,.250,4.68,33,0,21,0,0,8,42.1,40,23,22,6,35,10,35,0,0,2,198,87,5.48,1.772,8.5,1.3,7.4,7.4,1.00
20,Joe Boever\boevejo01,29,PHI,2,3,.400,2.15,34,0,13,0,0,6,46.0,37,12,11,0,16,2,40,0,2,1,190,178,2.11,1.152,7.2,0.0,3.1,7.8,2.50
21,Greg Booker\bookegr01,30,SFG,0,0,,13.50,2,0,1,0,0,0,2.0,7,3,3,0,0,0,1,0,1,0,13,33,1.81,3.500,31.5,0.0,0.0,4.5,
22,Shawn Boskie\boskish01,23,CHC,5,6,.455,3.69,15,15,0,1,0,0,97.2,99,42,40,8,31,3,49,1,2,3,415,112,3.85,1.331,9.1,0.7,2.9,4.5,1.58
23,Oil Can Boyd\boydoi01,30,MON,10,6,.625,2.93,31,31,0,3,3,0,190.2,164,64,62,19,52,10,113,3,3,3,774,125,3.78,1.133,7.7,0.9,2.5,5.3,2.17
24,Jeff Brantley\brantje01,26,SFG,5,3,.625,1.56,55,0,32,0,0,19,86.2,77,18,15,3,33,6,61,3,3,0,361,235,3.10,1.269,8.0,0.3,3.4,6.3,1.85
25,Keith Brown\brownke02,26,CIN,0,0,,4.76,8,0,2,0,0,0,11.1,12,6,6,2,3,0,8,0,0,0,46,87,4.48,1.324,9.5,1.6,2.4,6.4,2.67
26,Kevin Brown*\brownke03,24,NYM,0,0,,0.00,2,0,1,0,0,0,2.0,2,0,0,0,1,0,0,0,0,0,9,,4.31,1.500,9.0,0.0,4.5,0.0,0.00
27,Tom Browning*\brownto05,30,CIN,15,9,.625,3.80,35,35,0,2,1,0,227.2,235,98,96,24,52,13,99,5,1,5,957,105,4.06,1.261,9.3,0.9,2.1,3.9,1.90
28,Tim Burke\burketi01,31,MON,3,3,.500,2.52,58,0,35,0,0,20,75.0,71,29,21,6,21,6,47,2,1,1,316,145,3.51,1.227,8.5,0.7,2.5,5.6,2.24
29,John Burkett\burkejo03,25,SFG,14,7,.667,3.79,33,32,1,2,0,1,204.0,201,92,86,18,61,7,118,4,3,3,857,96,3.75,1.284,8.9,0.8,2.7,5.2,1.93
30,Ernie Camacho\camacer01,35,TOT,0,0,,5.17,14,0,6,0,0,0,15.2,17,10,9,3,9,1,15,0,0,2,72,75,5.11,1.660,9.8,1.7,5.2,8.6,1.67
31,Ernie Camacho\camacer01,35,SFG,0,0,,3.60,8,0,3,0,0,0,10.0,10,4,4,1,3,0,8,0,0,1,42,106,3.41,1.300,9.0,0.9,2.7,7.2,2.67
32,Ernie Camacho\camacer01,35,STL,0,0,,7.94,6,0,3,0,0,0,5.2,7,6,5,2,6,1,7,0,0,1,30,51,8.10,2.294,11.1,3.2,9.5,11.1,1.17
33,Don Carman*\carmado01,30,PHI,6,2,.750,4.15,59,1,11,0,0,1,86.2,69,43,40,13,38,7,58,4,1,6,368,92,4.87,1.235,7.2,1.4,3.9,6.0,1.53
