Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Ted Abernathy\abernte02,37,TOT,1,0,1.000,2.63,22,0,6,0,0,2,27.1,24,8,8,0,17,5,10,4,0,1,122,165,4.21,1.500,7.9,0.0,5.6,3.3,0.59
2,Ted Abernathy\abernte02,37,CHC,0,0,,2.00,11,0,3,0,0,1,9.0,9,2,2,0,5,1,2,1,0,0,40,231,4.19,1.556,9.0,0.0,5.0,2.0,0.40
3,Ted Abernathy\abernte02,37,STL,1,0,1.000,2.95,11,0,3,0,0,1,18.1,15,6,6,0,12,4,8,3,0,1,82,143,4.22,1.473,7.4,0.0,5.9,3.9,0.67
4,Ed Acosta\acosted01,26,PIT,0,0,,13.50,3,0,2,0,0,1,2.2,5,4,4,1,2,0,1,1,0,0,16,33,10.14,2.625,16.9,3.4,6.8,3.4,0.50
5,Hank Aguirre*\aguirha01,39,CHC,3,0,1.000,4.50,17,0,3,0,0,1,14.0,13,10,7,3,9,1,11,1,0,0,64,102,6.00,1.571,8.4,1.9,5.8,7.1,1.22
6,Steve Arlin\arlinst01,24,SDP,1,0,1.000,2.84,2,2,0,1,1,0,12.2,11,4,4,0,8,0,3,0,0,0,56,144,4.06,1.500,7.8,0.0,5.7,2.1,0.38
7,Jack Baldschun\baldsja01,33,SDP,1,0,1.000,10.13,12,0,8,0,0,0,13.1,24,15,15,2,4,1,12,0,0,0,70,40,3.69,2.100,16.2,1.4,2.7,8.1,3.00
8,Steve Barber*\barbest01,32,TOT,0,2,.000,6.20,10,2,6,0,0,0,20.1,27,16,14,3,11,3,14,1,0,3,97,72,4.95,1.869,12.0,1.3,4.9,6.2,1.27
9,Steve Barber*\barbest01,32,CHC,0,1,.000,9.53,5,0,4,0,0,0,5.2,10,6,6,0,6,3,3,0,0,1,31,50,4.76,2.824,15.9,0.0,9.5,4.8,0.50
10,Steve Barber*\barbest01,32,ATL,0,1,.000,4.91,5,2,2,0,0,0,14.2,17,10,8,3,5,0,11,1,0,2,66,89,5.03,1.500,10.4,1.8,3.1,6.8,2.20
11,Mel Behney*\behneme01,22,CIN,0,2,.000,4.50,5,1,1,0,0,0,10.0,15,11,5,1,8,2,2,0,0,0,52,96,5.94,2.300,13.5,0.9,7.2,1.8,0.25
12,Bo Belinsky*\belinbo01,33,CIN,0,0,,4.50,3,0,1,0,0,0,8.0,10,6,4,0,6,0,6,0,0,3,40,97,3.39,2.000,11.3,0.0,6.8,6.8,1.00
13,Frank Bertaina*\bertafr01,26,STL,1,2,.333,3.16,8,5,1,0,0,0,31.1,36,16,11,1,15,3,14,0,0,3,142,132,3.60,1.628,10.3,0.3,4.3,4.0,0.93
14,Jack Billingham\billija01,27,HOU,13,9,.591,3.98,46,24,7,8,2,0,187.2,190,102,83,10,63,2,134,10,0,11,818,98,3.07,1.348,9.1,0.5,3.0,6.4,2.13
15,Wade Blasingame*\blasiwa01,26,HOU,3,3,.500,3.48,13,13,0,1,0,0,77.2,76,34,30,4,23,3,55,2,0,4,320,113,2.86,1.275,8.8,0.5,2.7,6.4,2.39
16,Steve Blass\blassst01,28,PIT,10,12,.455,3.52,31,31,0,6,1,0,196.2,187,92,77,14,73,8,120,5,1,2,824,111,3.53,1.322,8.6,0.6,3.3,5.5,1.64
17,Pedro Borbon\borbope01,23,CIN,0,2,.000,6.75,12,1,2,0,0,0,17.1,21,15,13,2,6,1,6,3,1,0,79,63,5.00,1.558,10.9,1.0,3.1,3.1,1.00
18,Jim Bouton\boutoji01,31,HOU,4,6,.400,5.40,29,6,6,1,0,0,73.1,84,53,44,5,33,3,49,1,0,3,336,72,3.58,1.595,10.3,0.6,4.1,6.0,1.48
19,Jim Brewer*\breweji01,32,LAD,7,6,.538,3.13,58,0,41,0,0,24,89.0,66,36,31,10,33,9,91,0,0,8,361,122,3.17,1.112,6.7,1.0,3.3,9.2,2.76
20,Nelson Briles\brilene01,26,STL,6,7,.462,6.24,30,19,6,1,1,0,106.2,129,84,74,14,36,7,59,2,1,5,484,66,4.31,1.547,10.9,1.2,3.0,5.0,1.64
21,George Brunet*\brunege01,35,PIT,1,1,.500,2.70,12,1,2,0,0,0,16.2,19,5,5,1,9,1,17,1,0,0,75,148,3.18,1.680,10.3,0.5,4.9,9.2,1.89
22,Ron Bryant*\bryanro01,22,SFG,5,8,.385,4.78,34,11,7,1,0,0,96.0,103,58,51,7,38,0,66,2,0,4,425,84,3.46,1.469,9.7,0.7,3.6,6.2,1.74
23,Jim Bunning\bunniji01,38,PHI,10,15,.400,4.11,34,33,0,4,0,0,219.0,233,111,100,19,56,9,147,8,0,1,937,98,3.30,1.320,9.6,0.8,2.3,6.0,2.63
24,Fred Cambria\cambrfr01,22,PIT,1,2,.333,3.51,6,5,0,0,0,0,33.1,37,15,13,2,12,0,14,1,0,0,150,112,3.75,1.470,10.0,0.5,3.2,3.8,1.17
25,Sal Campisi\campisa01,27,STL,2,2,.500,2.92,37,0,15,0,0,4,49.1,53,19,16,2,37,11,26,3,1,3,232,143,4.54,1.824,9.7,0.4,6.8,4.7,0.70
26,Don Cardwell\cardwdo01,34,TOT,2,3,.400,7.69,32,3,10,1,1,0,48.0,62,42,41,8,19,3,24,4,1,2,223,55,5.24,1.688,11.6,1.5,3.6,4.5,1.26
27,Don Cardwell\cardwdo01,34,NYM,0,2,.000,6.48,16,1,2,0,0,0,25.0,31,19,18,3,6,1,8,3,0,1,112,63,4.64,1.480,11.2,1.1,2.2,2.9,1.33
28,Don Cardwell\cardwdo01,34,ATL,2,1,.667,9.00,16,2,8,1,1,0,23.0,31,23,23,5,13,2,16,1,1,1,111,48,5.90,1.913,12.1,2.0,5.1,6.3,1.23
