Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Jim Acker\ackerji01,27,ATL,21,28,28,1,3,1,0,0,0,0,0,0,21,.107,.107,.143,.250,-33,4,0,0,0,0,0,1
2,Luis Aguayo\aguaylu01,27,PHI,62,146,133,17,28,6,1,4,13,1,1,8,26,.211,.267,.361,.628,70,48,3,3,0,2,0,46/5
3,Rick Aguilera\aguilri01,24,NYM,32,57,51,4,8,0,0,2,6,0,0,3,12,.157,.204,.275,.478,32,14,0,0,3,0,0,1
4,Mike Aldrete*\aldremi01,25,SFG,84,256,216,27,54,18,3,2,25,1,3,33,34,.250,.353,.389,.742,110,84,3,2,4,1,4,37/9
5,Doyle Alexander\alexado01,35,ATL,18,45,38,2,8,1,0,0,5,0,0,0,8,.211,.205,.237,.442,19,9,2,0,6,1,0,1
6,Bill Almon\almonbi01,33,PIT,102,230,196,29,43,7,2,7,27,11,4,30,38,.219,.319,.383,.701,92,75,5,0,1,3,2,756/39
7,Ed Amelung*\amelued01,27,LAD,8,11,11,0,1,0,0,0,0,0,0,0,4,.091,.091,.091,.182,-48,1,1,0,0,0,0,/89
8,Larry Andersen\anderla02,33,TOT,48,7,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
9,Larry Andersen\anderla02,33,PHI,10,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
10,Larry Andersen\anderla02,33,HOU,38,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
11,Dave Anderson\anderda02,25,LAD,92,241,216,31,53,9,0,1,15,5,1,22,39,.245,.314,.301,.615,76,65,11,0,2,1,1,56/4
12,Rick Anderson\anderri02,29,NYM,15,12,11,1,1,0,0,0,0,0,0,0,4,.091,.091,.091,.182,-49,1,0,0,1,0,0,1
13,Randy Asadoor\asadora01,23,SDP,15,60,55,9,20,5,0,0,7,1,2,3,13,.364,.397,.455,.851,137,25,0,0,2,0,1,5/4
14,Alan Ashby#\ashbyal01,34,HOU,120,361,315,24,81,15,0,7,38,1,0,39,56,.257,.333,.371,.705,97,117,7,0,1,6,9,2
