Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Luis Aguayo\aguaylu01,25,PHI,58,80,72,15,20,4,0,3,11,0,0,8,16,.278,.350,.458,.808,124,33,1,0,0,0,2,546
2,Neil Allen\allenne01,26,STL,57,25,25,0,6,0,1,0,4,0,0,0,8,.240,.240,.320,.560,58,8,0,0,0,0,0,1
3,Porfi Altamirano\altampo01,32,CHC,5,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
4,Ed Amelung*\amelued01,25,LAD,34,49,46,7,10,0,0,0,4,3,2,2,4,.217,.250,.217,.467,34,10,1,0,1,0,0,9/78
5,Larry Andersen\anderla02,31,PHI,64,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
6,Dave Anderson\anderda02,23,LAD,121,433,374,51,94,16,2,3,34,15,5,45,55,.251,.331,.329,.660,88,123,8,2,7,5,4,*65
7,Joaquin Andujar#\andujjo01,31,STL,36,100,84,8,11,1,0,2,8,1,1,9,47,.131,.215,.214,.429,22,18,0,0,7,0,0,1
8,Alan Ashby#\ashbyal01,32,HOU,66,219,191,16,50,7,0,4,27,0,0,20,22,.262,.330,.361,.691,102,69,4,1,4,3,2,2
9,Wally Backman#\backmwa01,24,NYM,128,499,436,68,122,19,2,1,26,32,9,56,63,.280,.360,.339,.700,99,148,13,0,5,2,2,*4/6
10,Mark Bailey#\bailema01,22,HOU,108,403,344,38,73,16,1,9,34,0,1,53,71,.212,.318,.343,.661,93,118,7,2,1,3,4,2
11,Bob Bailor\bailobo01,32,LAD,65,142,131,11,36,4,0,0,8,3,1,8,1,.275,.317,.305,.622,78,40,3,0,3,0,1,456
12,Dusty Baker\bakerdu01,35,SFG,100,288,243,31,71,7,2,3,32,4,1,40,27,.292,.387,.374,.761,118,91,5,0,0,4,1,97
13,Alan Bannister\bannial01,32,HOU,9,22,20,2,4,2,0,0,0,0,0,2,2,.200,.273,.300,.573,67,6,0,0,0,0,0,/67
14,Greg Bargar\bargagr01,25,MON,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
15,Len Barker\barkele01,28,ATL,21,48,38,2,2,1,0,0,1,0,0,6,19,.053,.182,.079,.261,-26,3,1,0,4,0,0,1
16,Skeeter Barnes\barnesk01,27,CIN,32,46,42,5,5,0,0,1,3,0,0,4,6,.119,.196,.190,.386,8,8,1,0,0,0,1,5/7
17,Kevin Bass#\basske01,25,HOU,121,342,331,33,86,17,5,2,29,5,5,6,57,.260,.279,.360,.639,85,119,2,3,2,0,1,98
18,Billy Beane\beanebi01,22,NYM,5,10,10,0,1,0,0,0,0,0,1,0,2,.100,.100,.100,.200,-43,1,0,0,0,0,0,/798
19,Steve Bedrosian\bedrost01,26,ATL,40,18,17,0,2,0,0,0,0,0,0,0,9,.118,.118,.118,.235,-35,2,0,0,1,0,0,1
20,Rafael Belliard\bellira01,22,PIT,20,22,22,3,5,0,0,0,0,4,1,0,1,.227,.227,.227,.455,29,5,0,0,0,0,0,6/4
21,Bruce Benedict\benedbr01,28,ATL,95,340,300,26,67,8,1,4,25,1,2,34,25,.223,.301,.297,.598,64,89,9,1,1,4,3,2
22,Bruce Berenyi\berenbr01,29,TOT,32,61,53,3,10,1,0,0,3,0,0,0,10,.189,.185,.208,.393,10,11,1,0,7,1,0,1
23,Bruce Berenyi\berenbr01,29,CIN,13,18,16,0,1,0,0,0,0,0,0,0,5,.063,.063,.063,.125,-65,1,0,0,2,0,0,1
24,Bruce Berenyi\berenbr01,29,NYM,19,43,37,3,9,1,0,0,3,0,0,0,5,.243,.237,.270,.507,43,10,1,0,5,1,0,1
25,Dale Berra\berrada01,27,PIT,136,500,450,31,100,16,0,9,52,1,3,34,78,.222,.273,.318,.591,66,143,11,1,6,9,8,*6/5
26,Kurt Bevacqua\bevacku01,37,SDP,59,95,80,7,16,3,0,1,9,0,0,14,19,.200,.326,.275,.601,71,22,6,1,0,0,1,35/97
27,Mike Bielecki\bielemi01,24,PIT,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
