Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Luis Aguayo\aguaylu01,23,PHI,3,50,12,50,41,0,0,0,21,5,15,0,0,0,0,5,6
2,Neil Allen\allenne01,24,NYM,4,50,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0
3,Porfi Altamirano\altampo01,30,PHI,1st,29,0,29,29,29,0,0,0,0,0,0,0,0,0,0,0
4,Jose Alvarez\alvarjo01,26,ATL,2,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0
5,Joaquin Andujar\andujjo01,29,STL,7,38,37,38,38,38,0,0,0,0,0,0,0,0,0,0,0
6,Alan Ashby\ashbyal01,30,HOU,10,100,90,100,95,0,95,0,0,0,0,0,0,0,0,8,0
7,Wally Backman\backmwa01,22,NYM,3,96,73,96,92,0,0,0,88,5,1,0,0,0,0,6,8
8,Stan Bahnsen\bahnsst01,37,PHI,16,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0
9,Bob Bailor\bailobo01,30,NYM,8,110,86,110,105,0,0,0,57,21,59,3,1,0,4,14,2
10,Doug Bair\bairdo01,32,STL,7,63,0,63,63,63,0,0,0,0,0,0,0,0,0,0,0
11,Dusty Baker\bakerdu01,33,LAD,15,147,142,147,144,0,0,0,0,0,0,144,0,1,144,4,0
12,Jay Baller\balleja01,21,PHI,1st,4,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0
13,Jim Barr\barrji01,34,SFG,11,53,9,53,53,53,0,0,0,0,0,0,0,0,0,0,2
14,German Barranca\barrage01,25,CIN,4,46,3,46,6,0,0,0,6,0,0,0,0,0,0,41,1
15,Jose Barrios\barrijo01,25,SFG,1st,10,4,10,7,0,0,7,0,0,0,0,0,0,0,3,0
16,Kevin Bass\basske01,23,HOU,1st,12,7,12,7,0,0,0,0,0,0,4,4,0,7,0,5
17,Randy Bass\bassra01,28,SDP,6,13,7,13,9,0,0,9,0,0,0,0,0,0,0,5,0
18,Ross Baumgarten\baumgro01,27,PIT,5,12,10,12,12,12,0,0,0,0,0,0,0,0,0,0,0
19,Joe Beckwith\beckwjo01,27,LAD,3,19,1,19,19,19,0,0,0,0,0,0,0,0,0,0,0
20,Steve Bedrosian\bedrost01,24,ATL,2,64,3,64,64,64,0,0,0,0,0,0,0,0,0,0,0
21,Mark Belanger\belanma01,38,LAD,18,54,12,54,45,0,0,0,1,0,44,0,0,0,0,4,10
22,Rafael Belliard\bellira01,20,PIT,1st,9,0,9,4,0,0,0,0,0,4,0,0,0,0,1,6
23,Johnny Bench\benchjo01,34,CIN,16,119,108,119,113,0,1,8,0,107,0,0,0,0,0,10,0
24,Bruce Benedict\benedbr01,26,ATL,5,118,111,118,118,0,118,0,0,0,0,0,0,0,0,1,0
25,Butch Benton\bentobu01,24,CHC,3,4,1,4,4,0,4,0,0,0,0,0,0,0,0,0,0
26,Bruce Berenyi\berenbr01,27,CIN,3,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0
27,Dave Bergman\bergmda01,29,SFG,7,100,22,100,74,0,0,69,0,0,0,4,0,3,6,28,6
28,Dale Berra\berrada01,25,PIT,6,156,152,156,154,0,0,0,0,6,153,0,0,0,0,0,3
29,Kurt Bevacqua\bevacku01,35,SDP,12,64,24,64,33,0,0,30,0,1,0,2,0,1,3,36,0
30,Larry Biittner\biittla01,35,CIN,13,97,40,97,45,0,0,15,0,0,0,26,0,6,31,55,0
31,Doug Bird\birddo01,32,CHC,10,35,33,35,35,35,0,0,0,0,0,0,0,0,0,0,0
32,Tim Blackwell\blackti01,29,MON,9,23,10,23,17,0,17,0,0,0,0,0,0,0,0,6,0
33,Bruce Bochy\bochybr01,27,NYM,4,17,16,17,17,0,16,1,0,0,0,0,0,0,0,0,0
34,Tommy Boggs\boggsto01,26,ATL,7,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0
35,Juan Bonilla\bonilju01,26,SDP,2,45,45,45,45,0,0,0,45,0,0,0,0,0,0,0,0
36,Danny Boone\booneda02,28,2TM,2,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0
37,Larry Bowa\bowala01,36,CHC,13,142,138,142,140,0,0,0,0,0,140,0,0,0,0,2,2
38,Mark Bradley\bradlma01,25,LAD,2,8,0,8,3,0,0,0,0,0,0,1,0,2,3,1,5
39,Steve Braun\braunst01,34,STL,12,58,6,58,14,0,0,0,0,5,0,7,0,2,9,49,0
40,Fred Breining\breinfr01,26,SFG,3,54,9,54,54,54,0,0,0,0,0,0,0,0,0,0,0
41,Bob Brenly\brenlbo01,28,SFG,2,65,49,65,61,0,61,0,0,1,0,0,0,0,0,9,6
42,Dan Briggs\briggda01,29,CHC,7,48,2,48,12,0,0,3,0,0,0,7,1,1,9,38,0
43,Greg Brock\brockgr01,25,LAD,1st,18,0,18,3,0,0,3,0,0,0,0,0,0,0,15,0
44,Hubie Brooks\brookhu01,25,NYM,3,126,123,126,126,0,0,0,0,126,0,0,0,0,0,1,0
45,Glenn Brummer\brummgl01,27,STL,2,35,15,35,32,0,32,0,0,0,0,0,0,0,0,1,7
46,Warren Brusstar\brusswa01,30,PHI,6,22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0
47,Bill Buckner\bucknbi01,32,CHC,14,161,161,161,161,0,0,161,0,0,0,0,0,0,0,0,0
48,Ray Burris\burrira01,31,MON,10,37,15,37,37,37,0,0,0,0,0,0,0,0,0,0,0
49,Brett Butler\butlebr01,25,ATL,2,89,55,89,77,0,0,0,0,0,0,0,77,0,77,9,7
50,Marty Bystrom\bystrma01,23,PHI,3,19,16,19,19,19,0,0,0,0,0,0,0,0,0,0,0
51,Rick Camp\campri01,29,ATL,6,51,21,51,51,51,0,0,0,0,0,0,0,0,0,0,0
52,Bill Campbell\campbbi02,33,CHC,10,62,0,62,62,62,0,0,0,0,0,0,0,0,0,0,0
53,John Candelaria\candejo01,28,PIT,8,33,30,33,31,31,0,0,0,0,0,0,0,0,0,1,1
54,George Cappuzzello\cappuge01,28,HOU,2,17,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0
55,Steve Carlton\carltst01,37,PHI,18,38,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0
56,Gary Carter\cartega01,28,MON,9,154,151,154,153,0,153,0,0,0,0,0,0,0,0,3,0
57,Cesar Cedeno\cedence01,31,CIN,13,138,130,138,132,0,0,1,0,0,0,0,131,0,131,7,0
58,Ron Cey\ceyro01,34,LAD,12,150,148,150,149,0,0,0,0,149,0,0,0,0,0,2,0
59,Chris Chambliss\chambch01,33,ATL,12,157,137,157,151,0,0,151,0,0,0,0,0,0,0,10,0
60,Floyd Chiffer\chifffl01,26,SDP,1st,51,0,51,51,51,0,0,0,0,0,0,0,0,0,0,0
61,Mike Chris\chrismi01,24,SFG,2,9,6,9,9,9,0,0,0,0,0,0,0,0,0,0,0
62,Larry Christenson\chrisla01,28,PHI,10,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0
63,Jack Clark\clarkja01,26,SFG,8,157,152,157,155,0,0,0,0,0,0,0,0,155,155,4,0
