Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Jim Acker\ackerji01,27,ATL,4,21,14,21,21,21,0,0,0,0,0,0,0,0,0,0,0
2,Luis Aguayo\aguaylu01,27,PHI,7,62,30,62,49,0,0,0,31,1,20,0,0,0,0,16,3
3,Rick Aguilera\aguilri01,24,NYM,2,32,20,32,28,28,0,0,0,0,0,0,0,0,0,4,0
4,Mike Aldrete\aldremi01,25,SFG,1st,84,55,84,67,0,0,37,0,0,0,30,0,2,31,20,2
5,Doyle Alexander\alexado01,35,ATL,16,18,17,18,17,17,0,0,0,0,0,0,0,0,0,1,0
6,Bill Almon\almonbi01,33,PIT,13,102,41,102,83,0,0,4,0,28,19,53,0,2,54,30,11
7,Ed Amelung\amelued01,27,LAD,2,8,1,8,4,0,0,0,0,0,0,0,2,2,4,4,0
8,Larry Andersen\anderla02,33,2TM,9,48,0,48,48,48,0,0,0,0,0,0,0,0,0,0,0
9,Dave Anderson\anderda02,25,LAD,4,92,57,92,89,0,0,0,5,52,34,0,0,0,0,5,10
10,Rick Anderson\anderri02,29,NYM,1st,15,5,15,15,15,0,0,0,0,0,0,0,0,0,0,0
11,Randy Asadoor\asadora01,23,SDP,1st,15,15,15,15,0,0,0,2,15,0,0,0,0,0,0,0
12,Alan Ashby\ashbyal01,34,HOU,14,120,86,120,102,0,102,0,0,0,0,0,0,0,0,23,0
13,Paul Assenmacher\assenpa01,25,ATL,1st,61,0,61,61,61,0,0,0,0,0,0,0,0,0,0,0
14,Wally Backman\backmwa01,26,NYM,7,124,92,124,113,0,0,0,113,0,0,0,0,0,0,18,3
15,Mark Bailey\bailema01,24,HOU,3,57,45,57,53,0,53,1,0,0,0,0,0,0,0,6,0
16,Jay Baller\balleja01,25,CHC,3,36,0,36,36,36,0,0,0,0,0,0,0,0,0,0,0
17,Greg Bargar\bargagr01,27,STL,3,22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0
18,Kevin Bass\basske01,27,HOU,5,157,154,157,155,0,0,0,0,0,0,2,41,133,155,3,0
19,Joe Beckwith\beckwjo01,31,LAD,7,15,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0
20,Steve Bedrosian\bedrost01,28,PHI,6,68,0,68,68,68,0,0,0,0,0,0,0,0,0,0,0
21,Buddy Bell\bellbu01,34,CIN,15,155,150,155,151,0,0,0,1,151,0,0,0,0,0,4,0
22,Rafael Belliard\bellira01,24,PIT,5,117,100,117,112,0,0,0,23,0,96,0,0,0,0,5,3
23,Bruce Benedict\benedbr01,30,ATL,9,64,49,64,57,0,57,0,0,0,0,0,0,0,0,7,0
24,Juan Berenguer\berenju01,31,SFG,9,46,4,46,46,46,0,0,0,0,0,0,0,0,0,0,0
25,Bruce Berenyi\berenbr01,31,NYM,7,14,7,14,14,14,0,0,0,0,0,0,0,0,0,0,0
26,Mike Bielecki\bielemi01,26,PIT,3,31,27,31,31,31,0,0,0,0,0,0,0,0,0,0,0
27,Dann Bilardello\bilarda01,27,MON,4,79,55,79,77,0,77,0,0,0,0,0,0,0,0,3,1
28,Jeff Bittiger\bittije01,24,PHI,1st,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
29,Vida Blue\bluevi01,36,SFG,17,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0
30,Bruce Bochy\bochybr01,31,SDP,8,63,30,63,48,0,48,0,0,0,0,0,0,0,0,23,0
31,Randy Bockus\bockura01,25,SFG,1st,6,0,6,6,5,0,0,0,0,0,1,0,1,1,1,0
32,Joe Boever\boevejo01,25,STL,2,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0
33,Barry Bonds\bondsba01,21,PIT,1st,113,108,113,110,0,0,0,0,0,0,0,110,0,110,3,1
34,Bobby Bonilla\bonilbo01,23,PIT,1st,63,47,63,55,0,0,4,0,4,0,37,6,24,51,12,0
35,Greg Booker\bookegr01,26,SDP,4,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0
36,Thad Bosley\bosleth01,29,CHC,10,87,11,87,41,0,0,0,0,0,0,32,2,8,41,64,0
37,Sid Bream\breamsi01,25,PIT,4,154,137,154,153,0,0,153,0,0,0,2,0,0,2,6,0
38,Bob Brenly\brenlbo01,32,SFG,6,149,129,149,147,0,101,19,0,45,0,0,0,0,0,9,0
39,Greg Brock\brockgr01,29,LAD,5,115,84,115,99,0,0,99,0,0,0,0,0,0,0,26,0
40,Hubie Brooks\brookhu01,29,MON,7,80,80,80,80,0,0,0,0,0,80,0,0,0,0,0,0
41,Chris Brown\brownch02,24,SFG,3,116,111,116,111,0,0,0,0,111,2,0,0,0,0,1,3
42,Curt Brown\browncu03,26,MON,3,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0
43,Mike Brown\brownmi02,26,PIT,4,87,63,87,71,0,0,0,0,0,0,0,0,71,71,21,1
44,Tom Browning\brownto05,26,CIN,3,46,39,46,39,39,0,0,0,0,0,0,0,0,0,0,7
45,Ralph Bryant\bryanra01,25,LAD,2,27,21,27,26,0,0,0,0,0,0,0,0,26,26,3,0
46,Eric Bullock\bulloer01,26,HOU,2,6,6,6,6,0,0,0,0,0,0,6,0,0,6,0,0
47,Tim Burke\burketi01,27,MON,2,68,2,68,68,68,0,0,0,0,0,0,0,0,0,0,0
48,Ray Burris\burrira01,35,STL,14,23,10,23,23,23,0,0,0,0,0,0,0,0,0,0,0
49,Sal Butera\butersa01,33,CIN,7,56,31,56,54,1,53,0,0,0,0,0,0,0,0,3,0
50,Enos Cabell\cabelen01,36,LAD,15,107,64,107,81,0,0,61,0,7,0,2,1,13,16,39,1
51,Jeff Calhoun\calhoje01,28,HOU,3,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0
52,Casey Candaele\candaca01,25,MON,1st,30,22,30,24,0,0,0,24,4,0,0,0,0,0,4,3
53,Steve Carlton\carltst01,41,2TM,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0
54,Don Carman\carmado01,26,PHI,4,50,14,50,50,50,0,0,0,0,0,0,0,0,0,0,0
55,Gary Carter\cartega01,32,NYM,13,132,131,132,131,0,122,9,0,1,0,2,0,2,4,1,0
56,Cesar Cedeno\cedence01,35,LAD,17,37,20,37,31,0,0,0,0,0,0,28,3,0,31,13,0
57,Ron Cey\ceyro01,38,CHC,16,97,75,97,77,0,0,0,0,77,0,0,0,0,0,20,0
58,Chris Chambliss\chambch01,37,ATL,16,97,12,97,20,0,0,20,0,0,0,0,0,0,0,80,0
