Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Matt Alexander#\alexama01,32,PIT,44,13,13,16,7,0,1,0,1,13,1,0,0,.538,.538,.692,1.231,228,9,0,0,0,0,0,/7896
2,Neil Allen\allenne01,21,NYM,50,14,14,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
3,Bill Almon\almonbi01,26,SDP,100,226,198,20,45,3,0,1,8,6,5,21,48,.227,.299,.258,.556,59,51,1,0,5,2,7,46/8
4,Jesus Alou\alouje01,37,HOU,42,49,43,3,11,4,0,0,10,0,0,6,7,.256,.347,.349,.696,96,15,4,0,0,0,1,/739
5,Mike Anderson\andermi01,28,PHI,79,91,78,12,18,4,0,1,2,1,2,13,14,.231,.341,.321,.661,80,25,2,0,0,0,0,79/81
6,Rob Andrews\andrero01,26,SFG,75,170,154,22,40,3,0,2,13,4,1,8,9,.260,.289,.318,.607,71,49,5,0,4,4,0,4/5
7,Joaquin Andujar#\andujjo01,26,HOU,46,65,57,3,5,1,0,2,7,0,0,2,32,.088,.117,.211,.327,-10,12,0,0,5,1,0,1
8,Alan Ashby#\ashbyal01,27,HOU,108,370,336,25,68,15,2,2,35,0,0,26,70,.202,.262,.277,.538,51,93,8,2,3,3,10,2
9,Brian Asselstine*\asselbr01,25,ATL,8,11,10,1,1,0,0,0,0,0,0,1,2,.100,.182,.100,.282,-23,1,1,0,0,0,1,/7
10,Bill Atkinson*\atkinbi01,24,MON,10,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
11,Rick Auerbach\auerbri01,29,CIN,62,116,100,17,21,8,1,1,12,0,1,14,19,.210,.304,.340,.644,75,34,1,0,1,1,1,56/4
12,Ramon Aviles\avilera01,27,PHI,27,73,61,7,17,2,0,0,12,0,0,8,8,.279,.371,.311,.683,87,19,1,1,3,0,1,4
13,Stan Bahnsen\bahnsst01,34,MON,55,14,14,2,1,0,0,1,2,0,0,0,5,.071,.071,.286,.357,-7,4,0,0,0,0,0,1
14,Doug Bair\bairdo01,29,CIN,65,8,8,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
15,Dusty Baker\bakerdu01,30,LAD,151,616,554,86,152,29,1,23,88,11,4,56,70,.274,.340,.455,.795,117,252,16,1,2,3,0,*7
16,Reggie Baldwin\baldwre01,24,HOU,14,20,20,0,4,1,0,0,1,0,0,0,1,.200,.200,.250,.450,26,5,2,0,0,0,0,/23
17,Randy Bass*\bassra01,25,MON,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/3
18,Bob Beall#\beallbo01,31,ATL,17,19,15,1,2,2,0,0,1,0,0,3,4,.133,.263,.267,.530,41,4,0,0,0,1,0,/3
19,Joe Beckwith*\beckwjo01,24,LAD,17,6,5,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
20,Johnny Bench\benchjo01,31,CIN,130,538,464,73,128,19,0,22,80,4,2,67,73,.276,.364,.459,.824,123,213,11,0,3,4,8,*2/3
21,Bruce Benedict\benedbr01,23,ATL,76,242,204,14,46,11,0,0,15,1,3,33,18,.225,.331,.279,.610,64,57,4,0,2,2,3,2
22,Juan Berenguer\berenju01,24,NYM,5,10,7,0,1,0,0,0,0,0,0,2,2,.143,.333,.143,.476,38,1,0,0,1,0,0,/1
23,Dave Bergman*\bergmda01,26,HOU,13,15,15,4,6,0,0,1,2,0,0,0,3,.400,.400,.600,1.000,177,9,0,0,0,0,0,/3
