Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Hank Aaron\aaronha01,40,ATL,21,112,89,112,89,0,0,0,0,0,0,89,0,0,89,23,0
2,Jack Aker\akerja01,33,2TM,11,41,0,41,41,41,0,0,0,0,0,0,0,0,0,0,0
3,Matt Alexander\alexama01,27,CHC,2,45,13,45,24,0,0,0,2,19,0,0,3,1,4,13,13
4,Bill Almon\almonbi01,21,SDP,1st,16,12,16,14,0,0,0,0,0,14,0,0,0,0,0,2
5,Matty Alou\alouma01,35,SDP,15,48,12,48,15,0,0,2,0,0,0,13,0,0,13,34,2
6,Luis Alvarado\alvarlu01,25,STL,7,17,13,17,17,0,0,0,0,0,17,0,0,0,0,0,0
7,Orlando Alvarez\alvaror01,22,LAD,2,2,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0
8,Mike Anderson\andermi01,23,PHI,4,145,102,145,133,0,0,1,0,0,0,0,2,132,133,21,1
9,Bob Apodaca\apodabo01,24,NYM,2,35,8,35,35,35,0,0,0,0,0,0,0,0,0,0,0
10,Steve Arlin\arlinst01,28,SDP,6,16,12,16,16,16,0,0,0,0,0,0,0,0,0,0,0
11,Ed Armbrister\armbred01,25,CIN,2,9,0,9,4,0,0,0,0,0,0,2,0,2,4,7,1
12,Chris Arnold\arnolch01,26,SFG,4,78,37,78,41,0,0,0,32,8,1,0,0,0,0,40,0
13,Rick Auerbach\auerbri01,24,LAD,4,45,18,45,36,0,0,0,15,3,19,0,0,0,0,4,16
14,Dave Augustine\augusda01,24,PIT,2,18,4,18,11,0,0,0,0,0,0,2,6,3,11,0,9
15,Benny Ayala\ayalabe01,23,NYM,1st,23,18,23,20,0,0,0,0,0,0,18,0,2,20,4,0
16,Bob Bailey\bailebo01,31,MON,13,152,144,152,145,0,0,0,0,66,0,81,0,0,81,8,0
17,Dusty Baker\bakerdu01,25,ATL,7,149,148,149,148,0,0,0,0,0,0,0,101,114,148,1,0
18,Dick Baney\baneydi01,27,CIN,3,22,1,22,22,22,0,0,0,0,0,0,0,0,0,0,0
19,Alan Bannister\bannial01,22,PHI,1st,26,5,26,8,0,0,0,0,0,2,1,7,0,8,7,13
20,Steve Barber\barbest01,36,SFG,15,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0
21,Ray Bare\barera01,25,STL,2,10,3,10,10,10,0,0,0,0,0,0,0,0,0,0,0
22,Jim Barr\barrji01,26,SFG,4,56,27,56,44,44,0,0,0,0,0,0,0,0,0,0,12
23,Bob Barton\bartobo01,32,SDP,10,30,28,30,29,0,29,0,0,0,0,0,0,0,0,1,0
24,Mike Beard\beardmi01,24,ATL,1st,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0
