Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Ted Abernathy\abernte02,36,CHC,4,3,.571,3.16,56,0,20,0,0,3,85.1,75,38,30,8,42,11,55,1,1,5,374,128,3.95,1.371,7.9,0.8,4.4,5.8,1.31
2,Hank Aguirre*\aguirha01,38,CHC,1,0,1.000,2.60,41,0,9,0,0,1,45.0,45,13,13,2,12,1,19,2,0,1,186,156,3.18,1.267,9.0,0.4,2.4,3.8,1.58
3,Steve Arlin\arlinst01,23,SDP,0,1,.000,9.28,4,1,2,0,0,0,10.2,13,11,11,2,9,1,9,0,0,5,54,40,5.79,2.063,11.0,1.7,7.6,7.6,1.00
4,Gerry Arrigo*\arrigge01,28,CIN,4,7,.364,4.15,20,16,0,1,0,0,91.0,89,50,42,9,61,3,35,8,0,11,422,91,5.30,1.648,8.8,0.9,6.0,3.5,0.57
5,Jack Baldschun\baldsja01,32,SDP,7,2,.778,4.79,61,0,24,0,0,1,77.0,80,45,41,7,29,6,67,2,0,7,340,74,3.16,1.416,9.4,0.8,3.4,7.8,2.31
6,Bo Belinsky*\belinbo01,32,PIT,0,3,.000,4.58,8,3,4,0,0,0,17.2,17,10,9,1,14,2,15,2,2,0,83,78,4.26,1.755,8.7,0.5,7.1,7.6,1.07
7,Jack Billingham\billija01,26,HOU,6,7,.462,4.25,52,4,22,1,0,2,82.2,92,45,39,12,29,11,71,5,0,2,358,83,3.91,1.464,10.0,1.3,3.2,7.7,2.45
8,Wade Blasingame*\blasiwa01,25,HOU,0,5,.000,5.37,26,5,4,0,0,1,52.0,66,47,31,4,33,7,33,2,0,9,258,66,4.26,1.904,11.4,0.7,5.7,5.7,1.00
9,Steve Blass\blassst01,27,PIT,16,10,.615,4.46,38,32,4,9,0,2,210.0,207,119,104,21,86,3,147,6,2,5,907,78,3.72,1.395,8.9,0.9,3.7,6.3,1.71
10,Bobby Bolin\bolinbo01,30,SFG,7,7,.500,4.43,30,22,3,2,0,0,146.1,149,86,72,17,49,3,102,7,0,5,639,80,3.77,1.353,9.2,1.0,3.0,6.3,2.08
11,John Boozer\boozejo01,30,PHI,1,2,.333,4.28,46,2,19,0,0,6,82.0,91,46,39,12,36,5,47,0,0,6,362,84,4.58,1.549,10.0,1.3,4.0,5.2,1.31
