Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Hank Aaron\aaronha01,40,ATL,112,382,340,47,91,16,0,20,69,1,0,39,29,.268,.341,.491,.832,128,167,6,0,1,2,6,7
2,Jack Aker\akerja01,33,TOT,41,3,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,175,2,0,0,0,0,0,1
3,Jack Aker\akerja01,33,ATL,17,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
4,Jack Aker\akerja01,33,NYM,24,2,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,315,2,0,0,0,0,0,1
5,Matt Alexander#\alexama01,27,CHC,45,74,54,15,11,2,1,0,0,8,4,12,12,.204,.358,.278,.636,78,15,2,1,7,0,1,5/849
6,Bill Almon\almonbi01,21,SDP,16,40,38,4,12,1,0,0,3,1,0,2,9,.316,.350,.342,.692,99,13,0,0,0,0,0,6
7,Matty Alou*\alouma01,35,SDP,48,88,81,8,16,3,0,0,3,0,0,5,6,.198,.241,.235,.476,37,19,3,0,1,1,1,7/3
8,Luis Alvarado\alvarlu01,25,STL,17,40,36,3,5,2,0,0,1,0,0,2,6,.139,.179,.194,.374,5,7,1,0,1,1,0,6
9,Orlando Alvarez\alvaror01,22,LAD,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/7
10,Mike Anderson\andermi01,23,PHI,145,435,395,35,99,22,2,5,34,2,1,37,75,.251,.313,.354,.667,84,140,14,0,0,3,13,*9/83
11,Bob Apodaca\apodabo01,24,NYM,35,30,25,2,3,2,0,0,2,0,0,3,6,.120,.207,.200,.407,15,5,0,0,1,1,0,1
12,Steve Arlin\arlinst01,28,SDP,16,19,18,0,2,1,0,0,0,0,0,0,7,.111,.111,.167,.278,-21,3,1,0,1,0,0,1
13,Ed Armbrister\armbred01,25,CIN,9,8,7,0,2,0,0,0,0,0,0,1,1,.286,.375,.286,.661,88,2,0,0,0,0,0,/79
14,Chris Arnold\arnolch01,26,SFG,78,192,174,22,42,7,3,1,26,1,1,15,27,.241,.302,.333,.635,75,58,1,1,0,2,1,4/56
15,Rick Auerbach\auerbri01,24,LAD,45,82,73,12,25,0,0,1,4,4,2,8,9,.342,.407,.384,.791,127,28,4,0,1,0,0,64/5
16,Dave Augustine\augusda01,24,PIT,18,22,22,3,4,0,0,0,0,0,1,0,5,.182,.182,.182,.364,4,4,1,0,0,0,0,/897
17,Benny Ayala\ayalabe01,23,NYM,23,78,68,9,16,1,0,2,8,0,0,7,17,.235,.308,.338,.646,82,23,3,1,0,2,0,7/9
18,Bob Bailey\bailebo01,31,MON,152,614,507,69,142,20,2,20,73,4,7,100,107,.280,.396,.446,.842,131,226,22,1,1,5,9,75
19,Dusty Baker\bakerdu01,25,ATL,149,656,574,80,147,35,0,20,69,18,7,71,87,.256,.335,.422,.757,108,242,12,1,3,7,9,*98
20,Dick Baney\baneydi01,27,CIN,22,6,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
21,Alan Bannister\bannial01,22,PHI,26,29,25,4,3,0,0,0,1,0,0,3,7,.120,.241,.120,.361,2,3,0,1,0,0,0,/867
22,Steve Barber*\barbest01,36,SFG,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
23,Ray Bare\barera01,25,STL,10,5,5,1,1,0,0,0,1,0,0,0,4,.200,.200,.200,.400,13,1,0,0,0,0,0,1
24,Jim Barr\barrji01,26,SFG,56,82,71,7,18,3,0,1,3,0,0,5,17,.254,.303,.338,.641,76,24,0,0,6,0,0,1
25,Bob Barton\bartobo01,32,SDP,30,96,81,4,19,1,0,0,7,0,0,13,19,.235,.333,.247,.580,68,20,2,0,0,2,1,2
26,Mike Beard*\beardmi01,24,ATL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
27,Glenn Beckert\beckegl01,33,SDP,64,184,172,11,44,1,0,0,7,0,0,11,8,.256,.301,.262,.562,62,45,1,0,1,0,0,4/5
28,Johnny Bench\benchjo01,26,CIN,160,708,621,108,174,38,2,33,129,5,4,80,90,.280,.363,.507,.870,143,315,13,3,0,4,15,*25/3
29,Kurt Bevacqua\bevacku01,27,PIT,18,37,35,1,4,1,0,0,0,0,0,2,10,.114,.162,.143,.305,-12,5,3,0,0,0,1,/57
30,Larry Biittner*\biittla01,27,MON,18,27,26,2,7,1,0,0,3,0,0,0,2,.269,.269,.308,.577,58,8,0,0,1,0,0,/7
31,Jack Billingham\billija01,31,CIN,36,79,67,0,5,0,0,0,1,0,0,1,31,.075,.088,.075,.163,-54,5,1,0,11,0,0,1
32,Dick Billings\billidi01,31,STL,1,5,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,13,1,0,0,0,0,0,/2
33,Dennis Blair\blairde01,20,MON,22,61,51,5,6,1,0,0,2,0,0,3,25,.118,.164,.137,.301,-17,7,0,0,6,1,0,1
34,Damaso Blanco\blancda01,32,SFG,5,1,1,0,0,0,0,0,0,1,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,
35,Larvell Blanks\blankla01,24,ATL,3,8,8,0,2,0,0,0,1,0,0,0,0,.250,.250,.250,.500,38,2,0,0,0,0,0,/6
36,Steve Blass\blassst01,32,PIT,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
37,John Boccabella\boccajo01,33,SFG,29,85,80,6,11,3,0,0,5,0,0,4,6,.138,.176,.175,.351,-3,14,2,0,0,1,2,2
38,Bruce Boisclair*\boiscbr01,21,NYM,7,13,12,0,3,1,0,0,1,0,0,1,4,.250,.308,.333,.641,81,4,1,0,0,0,0,/87
39,Bobby Bonds\bondsbo01,28,SFG,150,670,567,97,145,22,8,21,71,41,11,95,134,.256,.364,.434,.798,119,246,4,4,0,4,8,*9/8
40,Bill Bonham\bonhabi01,25,CHC,48,91,84,8,12,2,0,0,4,0,0,2,25,.143,.163,.167,.329,-9,14,4,0,5,0,0,1
41,Bob Boone\boonebo01,26,PHI,146,541,488,41,118,24,3,3,52,3,1,35,29,.242,.295,.322,.617,70,157,16,4,9,5,9,*2
42,Pedro Borbon\borbope01,27,CIN,73,27,26,4,5,0,0,0,2,0,0,0,7,.192,.192,.192,.385,9,5,0,0,1,0,0,1
43,Ken Boswell*\bosweke01,28,NYM,96,244,222,19,48,6,1,2,15,0,1,18,19,.216,.277,.279,.556,57,62,8,1,2,1,1,45/97
44,Larry Bowa#\bowala01,28,PHI,162,720,669,97,184,19,10,1,36,39,11,23,52,.275,.298,.338,.636,75,226,11,1,20,4,0,*6
45,Tom Bradley\bradlto01,27,SFG,30,49,40,2,3,1,0,0,0,0,0,3,19,.075,.140,.100,.240,-33,4,0,0,6,0,0,1
46,Hal Breeden\breedha01,30,MON,79,215,190,14,47,13,0,2,20,0,1,24,35,.247,.330,.347,.678,87,66,7,0,0,1,0,3
47,Ken Brett*\brettke01,25,PIT,43,95,87,13,27,4,1,2,15,0,0,4,20,.310,.337,.448,.785,123,39,0,0,3,1,0,1
48,Jim Brewer*\breweji01,36,LAD,24,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
49,Chuck Brinkman\brinkch01,29,PIT,4,8,7,1,1,0,0,0,1,0,0,0,0,.143,.125,.143,.268,-24,1,0,0,0,1,0,/2
50,Lou Brock*\brocklo01,35,STL,153,702,635,105,194,25,7,3,48,118,33,61,88,.306,.368,.381,.749,110,242,8,2,2,1,16,*7
51,Ollie Brown\brownol02,30,TOT,70,178,168,19,39,6,2,7,19,0,1,10,35,.232,.275,.417,.692,92,70,7,0,0,0,1,97
52,Ollie Brown\brownol02,30,HOU,27,73,69,8,15,1,0,3,6,0,0,4,15,.217,.260,.362,.623,77,25,2,0,0,0,0,9
53,Ollie Brown\brownol02,30,PHI,43,105,99,11,24,5,2,4,13,0,1,6,20,.242,.286,.455,.740,102,45,5,0,0,0,1,79
54,Ron Bryant#\bryanro01,26,SFG,41,36,31,1,4,0,0,0,2,0,0,1,8,.129,.156,.129,.285,-21,4,0,0,4,0,0,1
55,Bill Buckner*\bucknbi01,24,LAD,145,620,580,83,182,30,3,7,58,31,13,30,24,.314,.351,.412,.763,117,239,13,4,4,2,10,*7/39
56,Ray Burris\burrira01,23,CHC,41,16,13,0,1,0,0,0,0,0,1,2,4,.077,.200,.077,.277,-21,1,0,0,1,0,0,1
57,Ray Busse\bussera01,25,HOU,19,37,34,3,7,1,0,0,0,0,0,3,12,.206,.270,.235,.506,46,8,2,0,0,0,0,/5
58,Mike Caldwell\caldwmi01,25,SFG,31,72,63,4,9,0,0,0,2,0,0,2,15,.143,.169,.143,.312,-13,9,1,0,7,0,0,1
59,Dave Campbell\campbda01,32,HOU,35,25,23,4,2,1,0,0,2,1,0,1,8,.087,.125,.130,.255,-27,3,0,0,1,0,0,/4357
60,Chris Cannizzaro\cannich01,36,SDP,26,67,60,2,11,1,0,0,4,0,0,6,11,.183,.258,.200,.458,33,12,3,0,1,0,0,2
61,Buzz Capra\caprabu01,26,ATL,39,82,67,4,11,0,0,0,1,0,0,8,23,.164,.253,.164,.418,17,11,0,0,7,0,0,1
62,Jose Cardenal\cardejo02,30,CHC,143,604,542,75,159,35,3,13,72,23,9,56,67,.293,.359,.441,.800,121,239,18,1,2,3,3,*97/8
63,Steve Carlton*\carltst01,29,PHI,39,112,102,7,25,3,0,0,9,0,1,0,16,.245,.238,.275,.513,41,28,1,0,7,3,0,1
64,Don Carrithers\carrido01,24,MON,22,15,14,0,4,0,0,0,2,0,0,0,3,.286,.286,.286,.571,58,4,0,0,1,0,0,1
65,Clay Carroll\carrocl02,33,CIN,57,18,18,1,3,0,0,0,1,0,0,0,8,.167,.167,.167,.333,-6,3,0,0,0,0,0,1
66,Tom Carroll*\carroto02,21,CIN,16,29,26,0,4,0,0,0,0,0,0,1,14,.154,.185,.154,.339,-4,4,0,0,2,0,0,1
67,Gary Carter\cartega01,20,MON,9,29,27,5,11,0,1,1,6,2,0,1,2,.407,.414,.593,1.006,174,16,0,0,0,1,0,/29
68,Paul Casanova\casanpa01,32,ATL,42,113,104,5,21,0,0,0,8,0,0,5,17,.202,.232,.202,.434,21,21,2,0,1,3,2,2
69,Dave Cash\cashda01,26,PHI,162,745,687,89,206,26,11,2,58,20,8,46,33,.300,.351,.378,.729,101,260,11,9,1,2,4,*4
70,Cesar Cedeno\cedence01,23,HOU,160,688,610,95,164,29,5,26,102,57,17,64,103,.269,.338,.461,.799,127,281,9,4,2,8,6,*8
71,Ron Cey\ceyro01,26,LAD,159,673,577,88,151,20,2,18,97,1,1,76,68,.262,.349,.397,.746,113,229,17,7,3,10,13,*5
