Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Johnny Abrego\abregjo01,22,CHC,6,9,9,0,0,0,0,0,1,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
2,Ricky Adams\adamsri02,26,SFG,54,130,121,12,23,3,1,2,10,1,1,5,23,.190,.228,.281,.509,45,34,2,1,3,0,3,65/4
3,Luis Aguayo\aguaylu01,26,PHI,91,200,165,27,46,7,3,6,21,1,0,22,26,.279,.378,.467,.844,133,77,7,6,4,3,5,64/5
4,Rick Aguilera\aguilri01,23,NYM,22,44,36,1,10,2,0,0,2,0,0,1,5,.278,.297,.333,.631,77,12,1,0,7,0,0,1
5,Neil Allen\allenne01,27,STL,23,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
6,Bill Almon\almonbi01,32,PIT,88,274,244,33,66,17,0,6,29,10,7,22,61,.270,.330,.414,.744,108,101,6,1,4,3,0,67/358
7,Larry Andersen\anderla02,32,PHI,57,5,4,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
8,Dave Anderson\anderda02,24,LAD,77,262,221,24,44,6,0,4,18,5,4,35,42,.199,.310,.281,.591,70,62,4,1,4,1,3,56/4
9,Joaquin Andujar#\andujjo01,32,STL,38,106,94,2,10,2,0,0,8,3,1,5,50,.106,.152,.128,.279,-21,12,2,0,7,0,0,1
10,Alan Ashby#\ashbyal01,33,HOU,65,216,189,20,53,8,0,8,25,0,0,24,27,.280,.363,.450,.813,130,85,9,1,1,1,2,2
11,Wally Backman#\backmwa01,25,NYM,145,574,520,77,142,24,5,1,38,30,12,36,72,.273,.320,.344,.664,87,179,3,1,14,3,1,*4/6
12,Mark Bailey#\bailema01,23,HOU,114,402,332,47,88,14,0,10,45,0,2,67,70,.265,.389,.398,.787,124,132,16,1,1,1,13,*2/3
13,Bob Bailor\bailobo01,33,LAD,74,130,118,8,29,3,1,0,7,1,0,3,5,.246,.270,.288,.559,60,34,3,1,8,0,0,54/67
14,Doug Bair\bairdo01,35,STL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
15,Jay Baller\balleja01,24,CHC,20,9,8,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
16,Len Barker\barkele01,29,ATL,20,18,17,0,0,0,0,0,0,0,1,0,7,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
17,Skeeter Barnes\barnesk01,28,MON,19,26,26,0,4,1,0,0,0,0,1,0,2,.154,.154,.192,.346,-1,5,1,0,0,0,0,/5937
18,Kevin Bass#\basske01,26,HOU,150,582,539,72,145,27,5,16,68,19,8,31,63,.269,.315,.427,.742,109,230,10,6,4,2,1,*897
19,Billy Beane\beanebi01,23,NYM,8,8,8,0,2,1,0,0,1,0,0,0,3,.250,.250,.375,.625,74,3,0,0,0,0,0,/79
20,Dave Beard*\beardda01,25,CHC,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
21,Steve Bedrosian\bedrost01,27,ATL,37,71,64,3,5,0,0,0,1,0,0,1,22,.078,.092,.078,.170,-53,5,0,0,6,0,0,1
22,Buddy Bell\bellbu01,33,CIN,67,284,247,28,54,15,2,6,36,0,1,34,27,.219,.311,.368,.679,87,91,10,0,1,2,2,5
23,Rafael Belliard\bellira01,23,PIT,17,20,20,1,4,0,0,0,1,0,0,0,5,.200,.200,.200,.400,13,4,0,0,0,0,0,6
24,Bruce Benedict\benedbr01,29,ATL,70,237,208,12,42,6,0,0,20,0,1,22,12,.202,.279,.231,.510,42,48,8,1,4,2,1,2
25,Bruce Berenyi\berenbr01,30,NYM,3,6,4,1,1,1,0,0,1,0,0,0,2,.250,.250,.500,.750,106,2,0,0,2,0,0,/1
26,Kurt Bevacqua\bevacku01,38,SDP,71,167,138,17,33,6,0,3,25,0,0,25,17,.239,.349,.348,.697,97,48,3,0,1,3,5,5/37
27,Mike Bielecki\bielemi01,25,PIT,13,12,10,1,0,0,0,0,0,0,0,1,5,.000,.091,.000,.091,-72,0,0,0,1,0,0,1
28,Dann Bilardello\bilarda01,26,CIN,42,108,102,6,17,0,0,1,9,0,0,4,15,.167,.206,.196,.402,11,20,5,1,1,0,1,2
29,Terry Blocker*\blockte01,25,NYM,18,16,15,1,1,0,0,0,0,0,0,1,2,.067,.125,.067,.192,-44,1,0,0,0,0,0,/789
30,Vida Blue#\bluevi01,35,SFG,33,41,30,0,4,1,0,0,0,0,0,3,12,.133,.212,.167,.379,10,5,0,0,8,0,0,1
31,Bruce Bochy\bochybr01,30,SDP,48,120,112,16,30,2,0,6,13,0,0,6,30,.268,.305,.446,.752,109,50,1,0,2,0,1,2
32,Joe Boever\boevejo01,24,STL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
33,Greg Booker\bookegr01,25,SDP,17,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
34,Thad Bosley*\bosleth01,28,CHC,108,202,180,25,59,6,3,7,27,5,1,20,29,.328,.391,.511,.902,141,92,3,0,0,2,1,7/98
