Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Glenn Adams*\adamsgl01,28,SFG,69,75,74,2,18,4,0,0,3,1,0,1,12,.243,.253,.297,.551,55,22,4,0,0,0,0,/79
2,Mike Adams\adamsmi02,27,CHC,25,38,29,1,4,2,0,0,2,0,0,8,7,.138,.342,.207,.549,54,6,0,1,0,0,0,/5794
3,Santo Alcala\alcalsa01,23,CIN,30,50,43,5,6,1,0,0,2,0,0,2,26,.140,.178,.163,.341,-3,7,0,0,5,0,0,1
4,Gary Alexander\alexaga01,23,SFG,23,84,73,12,13,1,1,2,7,1,0,10,16,.178,.274,.301,.575,62,22,1,0,0,1,1,2
5,Dick Allen\allendi01,34,PHI,85,339,298,52,80,16,1,15,49,11,4,37,63,.268,.346,.480,.826,130,143,13,0,1,3,2,3
6,Bill Almon\almonbi01,23,SDP,14,60,57,6,14,3,0,1,6,3,1,2,9,.246,.271,.351,.622,82,20,0,0,1,0,0,6
7,Luis Alvarado\alvarlu01,27,STL,16,45,42,5,12,1,0,0,3,0,0,3,6,.286,.333,.310,.643,83,13,0,0,0,0,1,4
8,Mike Anderson\andermi01,25,STL,86,230,199,17,58,8,1,1,12,1,1,26,30,.291,.371,.357,.728,107,71,5,1,1,3,4,97/38
9,Fred Andrews\andrefr01,24,PHI,4,9,6,1,4,0,0,0,0,1,1,2,0,.667,.778,.667,1.444,309,4,0,1,0,0,0,/4
10,Rob Andrews\andrero01,23,HOU,109,449,410,42,105,8,5,0,23,7,3,33,27,.256,.312,.300,.612,82,123,16,0,5,0,1,4/6
11,Joaquin Andujar#\andujjo01,23,HOU,28,61,57,4,8,1,0,0,1,0,0,2,29,.140,.169,.158,.327,-3,9,0,0,2,0,0,1
12,Bob Apodaca\apodabo01,26,NYM,43,18,16,0,2,1,0,0,0,0,0,1,3,.125,.176,.188,.364,7,3,2,0,1,0,0,1
13,Tony Armas\armasto01,22,PIT,4,6,6,0,2,0,0,0,1,0,0,0,2,.333,.333,.333,.667,90,2,0,0,0,0,0,/87
14,Ed Armbrister\armbred01,27,CIN,73,90,78,20,23,3,2,2,7,7,3,6,22,.295,.341,.462,.803,125,36,0,0,5,1,0,79
15,Chris Arnold\arnolch01,28,SFG,60,76,69,4,15,0,1,0,5,0,0,6,16,.217,.276,.246,.523,49,17,4,0,0,1,1,/4536
16,Tucker Ashford\ashfotu01,21,SDP,4,6,5,0,3,1,0,0,0,2,0,1,0,.600,.667,.800,1.467,331,4,0,0,0,0,0,/5
17,Brian Asselstine*\asselbr01,22,ATL,11,36,33,2,7,0,0,1,3,0,0,1,2,.212,.229,.303,.532,47,10,0,0,1,1,0,/89
18,Bill Atkinson*\atkinbi01,21,MON,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
19,Rick Auerbach\auerbri01,26,LAD,36,53,47,7,6,0,0,0,1,0,1,6,6,.128,.226,.128,.354,4,6,3,0,0,0,0,6/54
20,Al Autry\autryal01,24,ATL,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
21,Benny Ayala\ayalabe01,25,NYM,22,28,26,2,3,0,0,1,2,0,1,2,6,.115,.179,.231,.409,20,6,0,0,0,0,0,/97
22,Bob Bailey\bailebo01,33,CIN,69,141,124,17,37,6,1,6,23,0,0,16,26,.298,.376,.508,.884,148,63,7,0,0,1,1,75
23,Doug Bair\bairdo01,26,PIT,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
24,Dusty Baker\bakerdu01,27,LAD,112,421,384,36,93,13,0,4,39,2,4,31,54,.242,.298,.307,.605,74,118,15,1,1,4,3,89
25,Billy Baldwin*\baldwbi01,28,NYM,9,24,22,4,6,1,1,1,5,0,0,1,2,.273,.292,.545,.837,142,12,0,0,0,1,0,/79
26,Rick Baldwin*\baldwri01,23,NYM,11,3,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,96,1,0,0,0,0,0,1
27,Mike Barlow*\barlomi01,28,HOU,16,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,1,0,0,0,0,1
28,Jim Barr\barrji01,28,SFG,41,92,74,3,12,2,2,0,9,2,0,4,21,.162,.213,.243,.456,28,18,0,1,12,1,0,1
29,Mike Beard*\beardmi01,26,ATL,30,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
30,Rob Belloir\belloro01,27,ATL,30,69,60,5,12,2,0,0,4,0,0,5,7,.200,.262,.233,.495,38,14,0,0,4,0,1,65/4
31,Johnny Bench\benchjo01,28,CIN,135,552,465,62,109,24,1,16,74,13,2,81,95,.234,.348,.394,.741,109,183,9,2,0,4,6,*2/73
32,Larry Biittner*\biittla01,29,TOT,89,237,224,23,53,14,1,0,18,0,2,10,9,.237,.272,.308,.580,60,69,6,1,2,0,3,37/9
33,Larry Biittner*\biittla01,29,MON,11,32,32,2,6,1,0,0,1,0,0,0,3,.188,.188,.219,.406,13,7,2,0,0,0,0,/97
34,Larry Biittner*\biittla01,29,CHC,78,205,192,21,47,13,1,0,17,0,2,10,6,.245,.286,.323,.609,68,62,4,1,2,0,3,37/9
35,Jack Billingham\billija01,33,CIN,34,70,59,4,14,3,0,0,4,0,0,3,12,.237,.274,.288,.562,59,17,1,0,8,0,0,1
36,Tim Blackwell#\blackti01,23,PHI,4,8,8,0,2,0,0,0,1,0,0,0,1,.250,.250,.250,.500,41,2,0,0,0,0,0,/2
37,Dennis Blair\blairde01,22,MON,5,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,1,0,0,0,0,/1
38,Bruce Boisclair*\boiscbr01,23,NYM,110,320,286,42,82,13,3,2,13,9,5,28,55,.287,.350,.374,.724,113,107,3,0,6,0,5,879
39,Bill Bonham\bonhabi01,27,CHC,32,74,65,6,13,4,0,0,2,0,0,2,15,.200,.224,.262,.485,34,17,1,0,7,0,0,1
40,Bob Boone\boonebo01,28,PHI,121,418,361,40,98,18,2,4,54,2,5,45,44,.271,.348,.366,.713,101,132,10,1,4,7,14,2/3
41,Pedro Borbon\borbope01,29,CIN,69,20,18,2,4,0,0,0,0,0,0,0,4,.222,.222,.222,.444,26,4,0,0,2,0,0,1
42,Rick Bosetti\bosetri01,22,PHI,13,20,18,6,5,1,0,0,0,3,0,1,3,.278,.316,.333,.649,83,6,1,0,1,0,0,/879
43,Ken Boswell*\bosweke01,30,HOU,91,137,126,12,33,8,1,0,18,1,0,8,8,.262,.301,.341,.643,90,43,8,0,1,2,2,5/47
44,Larry Bowa#\bowala01,30,PHI,156,672,624,71,155,15,9,0,49,30,8,32,31,.248,.283,.301,.584,64,188,11,0,11,5,3,*6
45,Lou Brock*\brocklo01,37,STL,133,544,498,73,150,24,5,4,67,56,19,35,75,.301,.344,.394,.738,109,196,19,1,4,6,7,*7
46,Leon Brown\brownle02,27,NYM,64,74,70,11,15,3,0,0,2,2,4,4,4,.214,.257,.257,.514,51,18,3,0,0,0,0,8/79
47,Ollie Brown\brownol02,32,PHI,92,247,209,30,53,10,1,5,30,2,1,33,33,.254,.350,.383,.732,106,80,1,0,1,4,5,97
48,Bill Buckner*\bucknbi01,26,LAD,154,680,642,76,193,28,4,7,60,28,9,26,26,.301,.326,.389,.716,105,250,8,1,6,5,6,*7/93
49,Glenn Burke\burkegl01,23,LAD,25,51,46,9,11,2,0,0,5,3,2,3,8,.239,.300,.283,.583,68,13,1,1,1,0,0,8/7
50,Ray Burris\burrira01,25,CHC,39,91,81,4,9,0,0,0,1,0,0,1,28,.111,.120,.111,.232,-36,9,1,0,8,1,0,1
51,Enos Cabell\cabelen01,26,HOU,144,622,586,85,160,13,7,2,43,35,8,29,79,.273,.309,.329,.638,89,193,13,2,3,2,1,*5/3
52,Mike Caldwell\caldwmi01,27,SFG,50,20,19,1,3,1,0,0,0,0,0,0,4,.158,.158,.211,.368,3,4,0,0,1,0,0,1
53,Rick Camp\campri01,23,ATL,5,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
54,John Candelaria*\candejo01,22,PIT,32,88,76,5,14,2,1,0,5,0,0,7,17,.184,.253,.237,.490,40,18,4,0,5,0,0,1
55,Doug Capilla*\capildo01,24,STL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
