Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Hank Aaron\aaronha01,35,ATL,147,639,547,100,164,30,3,44,97,9,10,87,47,.300,.396,.607,1.003,177,332,14,2,0,3,19,*9/3
2,Tommie Aaron\aaronto01,29,ATL,49,66,60,13,15,2,0,1,5,0,1,6,6,.250,.318,.333,.652,82,20,1,0,0,0,0,3/7
3,Ted Abernathy\abernte02,36,CHC,56,8,8,1,2,1,0,0,1,0,0,0,2,.250,.250,.375,.625,65,3,0,0,0,0,0,1
4,Tommie Agee\ageeto01,26,NYM,149,635,565,97,153,23,4,26,76,12,9,59,137,.271,.342,.464,.806,122,262,5,3,6,2,2,*8/9
5,Hank Aguirre\aguirha01,38,CHC,41,5,5,2,2,0,0,0,0,0,0,0,1,.400,.400,.400,.800,114,2,0,0,0,0,0,1
6,Dick Allen\allendi01,27,PHI,118,506,438,79,126,23,3,32,89,9,3,64,144,.288,.375,.573,.949,165,251,10,0,0,4,10,*3
7,Gene Alley\alleyge01,28,PIT,82,309,285,28,70,3,2,8,32,4,0,19,48,.246,.293,.354,.648,83,101,10,1,2,2,1,46/5
8,Felipe Alou\aloufe01,34,ATL,123,509,476,54,134,13,1,5,32,4,6,23,23,.282,.319,.345,.663,86,164,7,4,4,2,4,*89/7
9,Jesus Alou\alouje01,27,HOU,115,476,452,49,112,19,4,5,34,4,6,15,30,.248,.276,.341,.617,74,154,13,4,2,3,6,*79
10,Matty Alou*\alouma01,30,PIT,162,746,698,105,231,41,6,1,48,22,8,42,35,.331,.369,.411,.780,121,287,5,2,1,3,9,*8/7
11,Jose Arcia\arciajo01,25,SDP,120,321,302,35,65,11,3,0,10,14,7,14,47,.215,.255,.272,.526,50,82,7,2,3,0,0,46/573
12,Steve Arlin\arlinst01,23,SDP,4,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
13,Gerry Arrigo*\arrigge01,28,CIN,20,34,31,1,5,0,0,0,0,0,0,2,11,.161,.212,.161,.373,4,5,2,0,1,0,0,1
14,Bob Aspromonte\asprobo01,31,ATL,82,215,198,16,50,8,1,3,24,0,1,13,19,.253,.304,.348,.652,82,69,4,2,1,1,1,756/4
15,Bob Bailey\bailebo01,26,MON,111,405,358,46,95,16,6,9,53,3,3,40,76,.265,.337,.419,.756,111,150,12,1,1,5,3,37/5
16,Dusty Baker\bakerdu01,20,ATL,3,7,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/87
17,Jack Baldschun\baldsja01,32,SDP,61,5,4,0,1,0,0,0,0,0,0,1,3,.250,.400,.250,.650,90,1,0,0,0,0,0,1
18,Ernie Banks\bankser01,38,CHC,155,629,565,60,143,19,2,23,106,0,0,42,101,.253,.309,.416,.725,92,235,15,7,8,7,7,*3
19,Rich Barry\barryri01,28,PHI,20,38,32,4,6,1,0,0,0,0,0,5,6,.188,.316,.219,.535,54,7,2,1,0,0,0,/7
20,Bob Barton\bartobo01,27,SFG,49,118,106,5,18,2,0,0,1,0,0,9,19,.170,.241,.189,.430,23,20,4,1,2,0,1,2
21,John Bateman\batemjo01,28,MON,74,249,235,16,49,4,0,8,19,0,2,12,44,.209,.250,.328,.578,61,77,7,1,1,0,6,2
22,Jim Beauchamp\beaucji01,29,CIN,43,65,60,8,15,1,0,1,8,0,0,5,13,.250,.308,.317,.624,72,19,0,0,0,0,2,/783
23,Glenn Beckert\beckegl01,28,CHC,131,582,543,69,158,22,1,1,37,6,0,24,24,.291,.325,.341,.666,78,185,14,6,4,5,0,*4
24,Bo Belinsky*\belinbo01,32,PIT,8,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
25,Johnny Bench\benchjo01,21,CIN,148,592,532,83,156,23,1,26,90,6,6,49,86,.293,.353,.487,.840,129,259,7,4,0,7,7,*2
26,Jack Billingham\billija01,26,HOU,52,18,14,2,1,0,0,0,0,0,0,3,5,.071,.235,.071,.307,-9,1,0,0,1,0,0,1
27,Rick Bladt\bladtri01,22,CHC,10,13,13,1,2,0,0,0,1,0,0,0,5,.154,.154,.154,.308,-18,2,0,0,0,0,0,/879
28,Wade Blasingame*\blasiwa01,25,HOU,27,12,12,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
29,Steve Blass\blassst01,27,PIT,44,87,84,12,21,0,2,1,9,0,0,1,16,.250,.259,.333,.592,67,28,2,0,2,0,0,1
30,Curt Blefary*\blefacu01,25,HOU,155,632,542,66,137,26,7,12,67,8,7,77,79,.253,.347,.393,.740,109,213,8,4,4,5,10,*3/7
31,Randy Bobb\bobbra01,21,CHC,3,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2
32,John Boccabella\boccajo01,28,MON,40,94,86,4,9,2,0,1,6,1,0,6,30,.105,.170,.163,.333,-6,14,2,1,0,1,1,2
33,Bobby Bolin\bolinbo01,30,SFG,30,49,39,6,6,2,0,1,5,0,0,8,18,.154,.298,.282,.580,64,11,0,0,2,0,0,1
34,Bobby Bonds\bondsbo01,23,SFG,158,720,622,120,161,25,6,32,90,45,4,81,187,.259,.351,.473,.824,131,294,9,10,3,4,3,*98
35,John Boozer\boozejo01,30,PHI,46,12,9,2,3,0,0,0,1,0,0,1,1,.333,.400,.333,.733,110,3,0,0,2,0,0,1
36,Don Bosch#\boschdo01,26,MON,49,121,112,13,20,5,0,1,4,1,0,8,20,.179,.233,.250,.483,36,28,1,0,1,0,0,8/79
37,Ken Boswell*\bosweke01,23,NYM,102,405,362,48,101,14,7,3,32,7,3,36,47,.279,.347,.381,.728,103,138,13,2,4,1,3,4
38,Jim Bouton\boutoji01,30,HOU,16,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
39,Clete Boyer\boyercl02,32,ATL,144,562,496,57,124,16,1,14,57,3,7,55,87,.250,.328,.371,.699,95,184,16,4,4,3,6,*5
40,Ken Boyer\boyerke01,38,LAD,25,36,34,0,7,2,0,0,4,0,0,2,7,.206,.250,.265,.515,49,9,2,0,0,0,0,/3
41,Ron Brand\brandro01,29,MON,103,325,287,19,74,12,0,0,20,2,3,30,19,.258,.327,.300,.627,77,86,11,1,4,3,4,2/87
42,Jim Breazeale*\breazji01,19,ATL,2,3,1,1,0,0,0,0,0,0,0,2,0,.000,.667,.000,.667,101,0,0,0,0,0,0,/3
43,Danny Breeden\breedda01,27,CIN,3,11,8,0,1,0,0,0,1,0,0,0,3,.125,.125,.125,.250,-31,1,0,0,3,0,0,/2
44,Jim Brewer*\breweji01,31,LAD,59,12,11,0,1,1,0,0,0,0,0,1,4,.091,.167,.182,.348,1,2,0,0,0,0,0,1
45,John Briggs*\briggjo02,25,PHI,124,427,361,51,86,20,3,12,46,9,6,64,78,.238,.351,.410,.761,115,148,2,0,0,2,3,789/3
46,Nelson Briles\brilene01,25,STL,36,85,76,1,8,0,0,1,5,0,0,4,26,.105,.150,.145,.295,-17,11,2,0,5,0,0,1
47,Jim Britton\brittji02,25,ATL,24,25,21,0,4,1,0,0,0,0,0,0,7,.190,.190,.238,.429,19,5,0,0,4,0,0,1
48,Lou Brock*\brocklo01,30,STL,157,710,655,97,195,33,10,12,47,53,14,50,115,.298,.349,.434,.782,119,284,2,2,2,1,15,*7
49,Frank Brosseau\brossfr01,24,PIT,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
50,Ollie Brown\brownol02,25,SDP,151,621,568,76,150,18,3,20,61,10,6,44,97,.264,.319,.412,.731,108,234,12,3,4,2,3,*9
51,Oscar Brown\brownos01,23,ATL,7,4,4,2,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,40,1,0,0,0,0,0,/89
52,Byron Browne\brownby01,26,STL,22,64,53,9,12,0,1,1,7,0,0,11,14,.226,.359,.321,.680,92,17,2,0,0,0,1,/987
53,Don Bryant\bryando01,27,HOU,31,65,59,2,11,1,0,1,6,0,0,4,13,.186,.250,.254,.504,43,15,1,1,1,0,1,2
