Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
46,Luis DeLeon\deleolu01,24,SDP,6,6,.500,2.68,63,0,34,0,0,13,111.0,89,34,33,8,27,7,90,1,0,1,442,132,2.83,1.045,7.2,0.6,2.2,7.3,3.33
47,John Denny\dennyjo01,30,PHI,19,6,.760,2.37,36,36,0,7,1,0,242.2,229,77,64,9,53,5,139,4,1,6,983,152,2.80,1.162,8.5,0.3,2.0,5.2,2.62
48,Carlos Diaz*\diazca01,25,NYM,3,1,.750,2.05,54,0,20,0,0,2,83.1,62,22,19,1,35,13,64,1,0,2,339,178,2.67,1.164,6.7,0.1,3.8,6.9,1.83
49,Frank DiPino*\dipinfr01,26,HOU,3,4,.429,2.65,53,0,32,0,0,20,71.1,52,21,21,2,20,5,67,1,0,3,279,128,2.12,1.009,6.6,0.3,2.5,8.5,3.35
50,Tom Dixon\dixonto01,28,MON,0,1,.000,9.82,4,0,3,0,0,0,3.2,6,4,4,1,1,0,4,1,0,1,19,41,5.76,1.909,14.7,2.5,2.5,9.8,4.00
51,Dave Dravecky*\draveda01,27,SDP,14,10,.583,3.58,28,28,0,9,1,0,183.2,181,78,73,18,44,4,74,3,1,2,756,99,3.99,1.225,8.9,0.9,2.2,3.6,1.68
52,Pete Falcone*\falcope01,29,ATL,9,4,.692,3.63,33,15,6,2,0,0,106.2,102,47,43,14,60,2,59,1,0,5,467,108,5.07,1.519,8.6,1.2,5.1,5.0,0.98
53,Ed Farmer\farmeed01,33,PHI,0,6,.000,6.08,12,3,3,0,0,0,26.2,35,22,18,2,20,8,16,1,0,3,137,60,4.89,2.063,11.8,0.7,6.8,5.4,0.80
54,Sid Fernandez*\fernasi01,20,LAD,0,1,.000,6.00,2,1,0,0,0,0,6.0,7,4,4,0,7,0,9,1,0,0,33,64,3.76,2.333,10.5,0.0,10.5,13.5,1.29
55,Steve Fireovid\fireost01,26,SDP,0,0,,1.80,3,0,1,0,0,0,5.0,4,2,1,0,2,0,1,0,0,1,20,213,3.56,1.200,7.2,0.0,3.6,1.8,0.50
56,Bob Forsch\forscbo01,33,STL,10,12,.455,4.28,34,30,3,6,2,0,187.0,190,104,89,23,54,2,56,3,1,4,790,85,4.67,1.305,9.1,1.1,2.6,2.7,1.04
57,Terry Forster*\forstte01,31,ATL,3,2,.600,2.16,56,0,29,0,0,13,79.1,60,19,19,3,31,9,54,2,0,2,316,181,3.13,1.147,6.8,0.3,3.5,6.1,1.74
58,Woodie Fryman*\frymawo01,43,MON,0,3,.000,21.00,6,0,1,0,0,0,3.0,8,7,7,1,1,0,1,0,0,0,16,19,7.42,3.000,24.0,3.0,3.0,3.0,1.00
59,Brent Gaff\gaffbr01,24,NYM,1,0,1.000,6.10,4,0,2,0,0,0,10.1,18,9,7,0,1,1,4,0,0,1,53,62,2.27,1.839,15.7,0.0,0.9,3.5,4.00
60,Rich Gale\galeri01,29,CIN,4,6,.400,5.82,33,7,6,0,0,1,89.2,103,64,58,8,43,8,53,1,1,3,408,65,4.20,1.628,10.3,0.8,4.3,5.3,1.23
61,Gene Garber\garbege01,35,ATL,4,5,.444,4.60,43,0,29,0,0,9,60.2,72,37,31,8,23,7,45,2,1,2,277,85,4.22,1.566,10.7,1.2,3.4,6.7,1.96
62,Scott Garrelts\garresc01,21,SFG,2,2,.500,2.52,5,5,0,1,1,0,35.2,33,11,10,4,19,4,16,2,1,4,154,143,5.08,1.458,8.3,1.0,4.8,4.0,0.84
63,Tony Ghelfi\ghelfto01,21,PHI,1,1,.500,3.14,3,3,0,0,0,0,14.1,15,5,5,2,6,0,14,0,1,0,62,118,3.87,1.465,9.4,1.3,3.8,8.8,2.33
64,Tom Gorman*\gormato03,25,NYM,1,4,.200,4.93,25,4,9,0,0,0,49.1,45,29,27,3,15,4,30,0,1,2,204,74,3.24,1.216,8.2,0.5,2.7,5.5,2.00
65,Rick Grapenthin\graperi01,25,MON,0,1,.000,9.00,1,0,0,0,0,0,4.0,4,4,4,2,1,0,3,0,0,0,16,44,8.51,1.250,9.0,4.5,2.3,6.8,3.00
66,Kevin Gross\grosske01,22,PHI,4,6,.400,3.56,17,17,0,1,1,0,96.0,100,46,38,13,35,3,66,3,1,4,418,102,4.33,1.406,9.4,1.2,3.3,6.2,1.89
67,Cecilio Guante\guantce01,23,PIT,2,6,.250,3.32,49,0,19,0,0,9,100.1,90,45,37,5,46,6,82,2,0,3,431,112,3.20,1.355,8.1,0.4,4.1,7.4,1.78
68,Bill Gullickson\gullibi01,24,MON,17,12,.586,3.75,34,34,0,10,1,0,242.1,230,108,101,19,59,4,120,4,1,4,990,95,3.56,1.193,8.5,0.7,2.2,4.5,2.03
69,Kevin Hagen\hagenke01,23,STL,2,2,.500,4.84,9,4,1,0,0,0,22.1,34,15,12,0,7,0,7,0,0,2,103,77,3.07,1.836,13.7,0.0,2.8,2.8,1.00
70,Atlee Hammaker*\hammaat01,25,SFG,10,9,.526,2.25,23,23,0,8,3,0,172.1,147,57,43,9,32,12,127,3,2,6,695,159,2.57,1.039,7.7,0.5,1.7,6.6,3.97
71,Alan Hargesheimer\hargeal01,28,CHC,0,0,,9.00,5,0,2,0,0,0,4.0,6,4,4,0,2,0,5,0,0,0,19,46,1.76,2.000,13.5,0.0,4.5,11.3,2.50
72,Greg Harris\harrigr01,27,CIN,0,0,,27.00,1,0,0,0,0,0,1.0,2,3,3,0,3,2,1,1,0,0,9,20,12.76,5.000,18.0,0.0,27.0,9.0,0.33
73,Andy Hawkins\hawkian01,23,SDP,5,7,.417,2.93,21,19,1,4,1,0,119.2,106,50,39,8,48,4,59,5,1,4,501,121,3.97,1.287,8.0,0.6,3.6,4.4,1.23
74,Ben Hayes\hayesbe01,25,CIN,4,6,.400,6.49,60,0,34,0,0,7,69.1,82,53,50,8,37,6,44,1,1,1,318,59,4.63,1.716,10.6,1.0,4.8,5.7,1.19
75,Jeff Heathcock\heathje02,23,HOU,2,1,.667,3.21,6,3,2,0,0,1,28.0,19,14,10,1,4,0,12,1,1,0,111,107,2.90,0.821,6.1,0.3,1.3,3.9,3.00
76,Willie Hernandez*\hernawi01,28,TOT,9,4,.692,3.28,74,1,31,0,0,8,115.1,109,47,42,9,32,8,93,1,0,5,478,112,3.02,1.223,8.5,0.7,2.5,7.3,2.91
77,Willie Hernandez*\hernawi01,28,CHC,1,0,1.000,3.20,11,1,4,0,0,1,19.2,16,8,7,0,6,1,18,0,0,0,80,121,1.84,1.119,7.3,0.0,2.7,8.2,3.00
78,Willie Hernandez*\hernawi01,28,PHI,8,4,.667,3.29,63,0,27,0,0,7,95.2,93,39,35,9,26,7,75,1,0,5,398,110,3.26,1.244,8.7,0.8,2.4,7.1,2.88
79,Orel Hershiser\hershor01,24,LAD,0,0,,3.38,8,0,4,0,0,1,8.0,7,6,3,1,6,0,5,0,0,1,37,112,5.38,1.625,7.9,1.1,6.8,5.6,0.83
80,Al Holland*\hollaal01,30,PHI,8,4,.667,2.26,68,0,53,0,0,25,91.2,63,26,23,8,30,12,100,0,0,0,371,160,2.69,1.015,6.2,0.8,2.9,9.8,3.33
81,Scott Holman\holmasc01,24,NYM,1,7,.125,3.74,35,10,10,0,0,0,101.0,90,48,42,7,52,8,44,1,1,3,439,98,4.36,1.406,8.0,0.6,4.6,3.9,0.85
82,Rick Honeycutt*\honeyri01,29,LAD,2,3,.400,5.77,9,7,0,1,0,0,39.0,46,26,25,6,13,4,18,2,1,0,172,63,4.99,1.513,10.6,1.4,3.0,4.2,1.38
83,Burt Hooton\hootobu01,33,LAD,9,8,.529,4.22,33,27,0,2,0,0,160.0,156,86,75,21,59,4,87,2,0,3,684,86,4.52,1.344,8.8,1.2,3.3,4.9,1.47
84,Steve Howe*\howest01,25,LAD,4,7,.364,1.44,46,0,33,0,0,18,68.2,55,15,11,2,12,7,52,1,0,3,274,251,2.19,0.976,7.2,0.3,1.6,6.8,4.33
85,Charles Hudson\hudsoch02,24,PHI,8,8,.500,3.35,26,26,0,3,0,0,169.1,158,73,63,13,53,6,101,0,3,4,701,108,3.50,1.246,8.4,0.7,2.8,5.4,1.91
86,Tom Hume\humeto01,30,CIN,3,5,.375,4.77,48,0,33,0,0,9,66.0,66,40,35,8,41,11,34,3,0,1,301,80,5.30,1.621,9.0,1.1,5.6,4.6,0.83
87,Bob James\jamesbo01,24,MON,1,0,1.000,2.88,27,0,16,0,0,7,50.0,37,17,16,3,23,2,56,3,1,2,208,125,2.86,1.200,6.7,0.5,4.1,10.1,2.43
88,Fergie Jenkins\jenkife01,40,CHC,6,9,.400,4.30,33,29,1,1,1,0,167.1,176,89,80,19,46,5,96,6,3,2,705,88,4.02,1.327,9.5,1.0,2.5,5.2,2.09
89,Bill Johnson\johnsbi04,22,CHC,1,0,1.000,4.38,10,0,2,0,0,0,12.1,17,6,6,0,3,1,4,0,1,0,55,89,2.84,1.622,12.4,0.0,2.2,2.9,1.33
90,Jim Kaat*\kaatji01,44,STL,0,0,,3.89,24,0,9,0,0,0,34.2,48,19,15,5,10,3,19,0,0,0,162,95,4.40,1.673,12.5,1.3,2.6,4.9,1.90
91,Jeff Keener\keeneje01,24,STL,0,0,,8.31,4,0,2,0,0,0,4.1,6,4,4,0,1,0,4,1,1,0,21,48,2.29,1.615,12.5,0.0,2.1,8.3,4.00
92,Brian Kingman\kingmbr01,28,SFG,0,0,,7.71,3,0,2,0,0,0,4.2,10,6,4,0,1,0,1,0,0,0,25,50,2.97,2.357,19.3,0.0,1.9,1.9,1.00
93,Bob Knepper*\kneppbo01,29,HOU,6,13,.316,3.19,35,29,2,4,3,0,203.0,202,93,72,12,71,3,125,4,2,3,867,106,3.40,1.345,9.0,0.5,3.1,5.5,1.76
94,Mike Krukow\krukomi01,31,SFG,11,11,.500,3.95,31,31,0,2,1,0,184.1,189,95,81,17,76,8,136,3,1,8,816,90,3.76,1.438,9.2,0.8,3.7,6.6,1.79
95,Frank LaCorte\lacorfr01,31,HOU,4,4,.500,5.06,37,0,19,0,0,3,53.1,35,32,30,8,28,3,48,2,0,5,220,67,4.59,1.181,5.9,1.4,4.7,8.1,1.71
96,Mike LaCoss\lacosmi01,27,HOU,5,7,.417,4.43,38,17,6,2,0,1,138.0,142,81,68,10,56,11,53,2,1,9,590,77,4.19,1.435,9.3,0.7,3.7,3.5,0.95
97,Jeff Lahti\lahtije01,26,STL,3,3,.500,3.16,53,0,13,0,0,0,74.0,64,31,26,2,29,12,26,1,2,3,305,116,3.62,1.257,7.8,0.2,3.5,3.2,0.90
98,Dave LaPoint*\lapoida01,23,STL,12,9,.571,3.95,37,29,1,1,0,0,191.1,191,92,84,12,84,7,113,4,4,11,832,92,3.77,1.437,9.0,0.6,4.0,5.3,1.35
99,Pat Larkin*\larkipa01,23,SFG,0,0,,4.35,5,0,4,0,0,0,10.1,13,6,5,1,3,1,6,2,2,0,48,85,4.30,1.548,11.3,0.9,2.6,5.2,2.00
100,Bill Laskey\laskebi01,25,SFG,13,10,.565,4.19,25,25,0,1,0,0,148.1,151,75,69,18,45,4,81,3,1,0,627,85,4.21,1.321,9.2,1.1,2.7,4.9,1.80
101,Gary Lavelle*\lavelga01,34,SFG,7,4,.636,2.59,56,0,38,0,0,20,87.0,73,33,25,4,19,8,68,0,1,3,349,138,2.44,1.057,7.6,0.4,2.0,7.0,3.58
102,Charlie Lea\leach01,26,MON,16,11,.593,3.12,33,33,0,8,4,0,222.0,195,87,77,15,84,4,137,1,3,8,917,114,3.55,1.257,7.9,0.6,3.4,5.6,1.63
103,Tim Leary\learyti01,24,NYM,1,1,.500,3.38,2,2,0,1,0,0,10.2,15,10,4,0,4,0,9,0,1,0,53,112,2.19,1.781,12.7,0.0,3.4,7.6,2.25
104,Craig Lefferts*\leffecr01,25,CHC,3,4,.429,3.13,56,5,10,0,0,1,89.0,80,35,31,13,29,3,60,2,0,2,367,121,4.35,1.225,8.1,1.3,2.9,6.1,2.07
105,Randy Lerch*\lerchra01,28,TOT,2,3,.400,6.02,26,5,2,0,0,0,49.1,54,33,33,7,26,3,30,1,0,1,224,60,5.03,1.622,9.9,1.3,4.7,5.5,1.15
106,Randy Lerch*\lerchra01,28,MON,1,3,.250,6.75,19,5,1,0,0,0,38.2,45,29,29,6,18,2,24,1,0,1,176,53,5.01,1.629,10.5,1.4,4.2,5.6,1.33
107,Randy Lerch*\lerchra01,28,SFG,1,0,1.000,3.38,7,0,1,0,0,0,10.2,9,4,4,1,8,1,6,0,0,0,48,110,5.10,1.594,7.6,0.8,6.8,5.1,0.75
108,Brad Lesley\leslebr01,24,CIN,0,0,,2.16,5,0,5,0,0,0,8.1,9,2,2,1,0,0,5,0,0,0,32,184,3.12,1.080,9.7,1.1,0.0,5.4,
109,Tim Lollar*\lollati01,27,SDP,7,12,.368,4.61,30,30,0,1,0,0,175.2,170,98,90,22,85,1,135,4,1,5,758,77,4.37,1.452,8.7,1.1,4.4,6.9,1.59
110,Gary Lucas*\lucasga01,28,SDP,5,8,.385,2.87,62,0,41,0,0,17,91.0,85,38,29,9,34,11,60,0,0,1,391,124,3.84,1.308,8.4,0.9,3.4,5.9,1.76
111,Ed Lynch\lynched01,27,NYM,10,10,.500,4.28,30,27,1,1,0,0,174.2,208,94,83,17,41,10,44,3,2,3,749,85,4.27,1.426,10.7,0.9,2.1,2.3,1.07
112,Mike Madden*\maddemi01,26,HOU,9,5,.643,3.14,28,13,7,0,0,0,94.2,76,37,33,4,45,3,44,1,3,2,387,108,3.83,1.278,7.2,0.4,4.3,4.2,0.98
113,Rick Mahler\mahleri01,29,ATL,0,0,,5.02,10,0,1,0,0,0,14.1,16,8,8,0,9,1,7,0,0,0,66,80,3.66,1.744,10.0,0.0,5.7,4.4,0.78
114,John Martin*\martijo05,27,STL,3,1,.750,3.53,26,5,8,0,0,0,66.1,60,31,26,6,26,4,29,2,0,3,284,104,4.32,1.296,8.1,0.8,3.5,3.9,1.12
115,Renie Martin\martire01,27,SFG,2,4,.333,4.20,37,6,6,0,0,1,94.1,95,50,44,11,51,9,43,3,2,2,414,85,5.08,1.548,9.1,1.0,4.9,4.1,0.84
116,Andy McGaffigan\mcgafan01,26,SFG,3,9,.250,4.29,43,16,11,0,0,2,134.1,131,67,64,17,39,5,93,1,7,8,560,83,3.91,1.266,8.8,1.1,2.6,6.2,2.38
117,Tug McGraw*\mcgratu01,38,PHI,2,1,.667,3.56,34,1,9,0,0,0,55.2,58,24,22,4,19,4,30,0,0,0,236,102,3.64,1.383,9.4,0.6,3.1,4.9,1.58
118,Craig McMurtry\mcmurcr01,23,ATL,15,9,.625,3.08,36,35,0,6,3,0,224.2,204,86,77,13,88,1,105,1,2,1,943,126,3.76,1.300,8.2,0.5,3.5,4.2,1.19
119,Larry McWilliams*\mcwilla01,29,PIT,15,8,.652,3.25,35,35,0,8,4,0,238.0,205,99,86,19,87,7,199,3,4,9,1002,114,3.26,1.227,7.8,0.7,3.3,7.5,2.29
120,Greg Minton\mintogr01,31,SFG,7,11,.389,3.54,73,0,52,0,0,22,106.2,117,51,42,6,47,13,38,0,0,5,476,101,4.10,1.538,9.9,0.5,4.0,3.2,0.81
121,Sid Monge*\mongesi01,32,TOT,10,3,.769,3.70,61,0,32,0,0,7,80.1,85,34,33,8,37,7,39,1,1,3,354,97,4.50,1.519,9.5,0.9,4.1,4.4,1.05
122,Sid Monge*\mongesi01,32,PHI,3,0,1.000,6.94,14,0,4,0,0,0,11.2,20,10,9,4,6,1,7,0,0,0,61,54,7.56,2.229,15.4,3.1,4.6,5.4,1.17
123,Sid Monge*\mongesi01,32,SDP,7,3,.700,3.15,47,0,28,0,0,7,68.2,65,24,24,4,31,6,32,1,1,3,293,113,3.98,1.398,8.5,0.5,4.1,4.2,1.03
124,John Montefusco\montejo01,33,SDP,9,4,.692,3.30,31,10,9,1,0,4,95.1,94,38,35,6,32,6,52,1,1,1,398,107,3.52,1.322,8.9,0.6,3.0,4.9,1.63
125,Donnie Moore\mooredo01,29,ATL,2,3,.400,3.67,43,0,16,0,0,6,68.2,72,30,28,6,10,3,41,0,1,0,276,107,3.13,1.194,9.4,0.8,1.3,5.4,4.10
126,Paul Moskau\moskapa01,29,CHC,3,2,.600,6.75,8,8,0,0,0,0,32.0,44,25,24,7,14,1,16,0,0,2,149,57,5.91,1.813,12.4,2.0,3.9,4.5,1.14
127,Tom Niedenfuer\niedeto01,23,LAD,8,3,.727,1.90,66,0,38,0,0,11,94.2,55,22,20,6,29,11,66,1,0,1,366,190,3.14,0.887,5.2,0.6,2.8,6.3,2.28
128,Joe Niekro\niekrjo01,38,HOU,15,14,.517,3.48,38,38,0,9,1,0,263.2,238,115,102,15,101,5,152,3,1,14,1113,97,3.52,1.286,8.1,0.5,3.4,5.2,1.51
129,Phil Niekro\niekrph01,44,ATL,11,10,.524,3.97,34,33,0,2,0,0,201.2,212,94,89,18,105,3,128,2,3,6,888,98,4.24,1.572,9.5,0.8,4.7,5.7,1.22
130,Randy Niemann*\niemara01,27,PIT,0,1,.000,9.22,8,1,4,0,0,0,13.2,20,14,14,2,7,1,8,1,0,3,66,41,5.24,1.976,13.2,1.3,4.6,5.3,1.14
131,Dickie Noles\nolesdi01,26,CHC,5,10,.333,4.72,24,18,2,1,1,0,116.1,133,69,61,9,37,3,59,1,1,3,506,80,3.73,1.461,10.3,0.7,2.9,4.6,1.59
132,Jesse Orosco*\oroscje01,26,NYM,13,7,.650,1.47,62,0,42,0,0,17,110.0,76,27,18,3,38,7,84,1,2,1,432,248,2.65,1.036,6.2,0.2,3.1,6.9,2.21
133,Bob Owchinko*\owchibo01,28,PIT,0,0,,inf,1,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0,0,2,17,,,,,,,
134,Rick Ownbey\ownberi01,25,NYM,1,3,.250,4.67,10,4,3,0,0,0,34.2,31,19,18,4,21,0,19,1,2,1,152,79,5.06,1.500,8.0,1.0,5.5,4.9,0.90
135,Frank Pastore\pastofr01,25,CIN,9,12,.429,4.88,36,29,2,4,1,0,184.1,207,104,100,20,64,3,93,1,3,6,791,78,4.21,1.470,10.1,1.0,3.1,4.5,1.45
136,Reggie Patterson\pattere01,24,CHC,1,2,.333,4.82,5,2,0,0,0,0,18.2,17,12,10,3,6,0,10,2,0,1,78,80,5.06,1.232,8.2,1.4,2.9,4.8,1.67
