Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Matt Alexander\alexama01,31,PIT,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
2,Bill Almon\almonbi01,25,SDP,5,138,109,138,126,0,0,0,7,114,15,0,0,0,0,5,15
3,Jesus Alou\alouje01,36,HOU,14,77,27,77,28,0,0,0,0,0,0,27,0,1,28,50,0
4,Rob Andrews\andrero01,25,SFG,4,79,45,79,63,0,0,0,62,0,1,0,0,0,0,16,11
5,Joaquin Andujar\andujjo01,25,HOU,3,36,13,36,35,35,0,0,0,0,0,0,0,0,0,0,1
6,Tucker Ashford\ashfotu01,23,SDP,3,75,35,75,59,0,0,14,18,32,0,0,0,0,0,23,0
7,Brian Asselstine\asselbr01,24,ATL,3,39,26,39,35,0,0,0,0,0,0,0,11,31,35,10,1
8,Bill Atkinson\atkinbi01,23,MON,3,29,0,29,29,29,0,0,0,0,0,0,0,0,0,0,0
9,Rick Auerbach\auerbri01,28,CIN,8,63,10,63,39,0,0,0,11,3,26,0,0,0,0,17,13
10,Stan Bahnsen\bahnsst01,33,MON,12,44,1,44,44,44,0,0,0,0,0,0,0,0,0,0,0
11,Doug Bair\bairdo01,28,CIN,3,70,0,70,70,70,0,0,0,0,0,0,0,0,0,0,0
12,Chuck Baker\bakerch02,25,SDP,1st,44,13,44,36,0,0,0,24,0,12,0,0,0,0,9,4
13,Dusty Baker\bakerdu01,29,LAD,11,149,142,149,145,0,0,0,0,0,0,145,0,0,145,5,0
14,Reggie Baldwin\baldwre01,23,HOU,1st,38,13,38,17,0,17,0,0,0,0,0,0,0,0,21,0
15,Floyd Bannister\bannifl01,23,HOU,2,28,16,28,28,28,0,0,0,0,0,0,0,0,0,0,0
16,Jim Barr\barrji01,30,SFG,8,34,25,34,32,32,0,0,0,0,0,0,0,0,0,0,2
17,Bob Beall\beallbo01,30,ATL,2,108,34,108,46,0,0,40,0,0,0,6,2,0,8,64,2
18,Rob Belloir\belloro01,29,ATL,4,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0
19,Johnny Bench\benchjo01,30,CIN,12,120,107,120,111,0,107,11,0,0,0,1,0,1,2,12,0
20,Bruce Benedict\benedbr01,22,ATL,1st,22,16,22,22,0,22,0,0,0,0,0,0,0,0,0,1
21,Butch Benton\bentobu01,20,NYM,1st,4,0,4,1,0,1,0,0,0,0,0,0,0,0,2,1
22,Juan Berenguer\berenju01,23,NYM,1st,5,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0
23,Dave Bergman\bergmda01,25,HOU,3,104,49,104,83,0,0,66,0,0,0,29,0,0,29,22,10
24,Dwight Bernard\bernadw01,26,NYM,1st,30,1,30,30,30,0,0,0,0,0,0,0,0,0,0,0
25,Dale Berra\berrada01,21,PIT,2,56,37,56,56,0,0,0,0,55,2,0,0,0,0,0,2
26,Jim Beswick\beswiji01,20,SDP,1st,17,2,17,6,0,0,0,0,0,0,0,2,4,6,7,5
27,Jim Bibby\bibbyji01,33,PIT,7,34,14,34,34,34,0,0,0,0,0,0,0,0,0,0,0
28,Larry Biittner\biittla01,31,CHC,9,120,75,120,88,0,0,62,0,0,0,29,0,0,29,39,2
29,Tim Blackwell\blackti01,25,CHC,5,49,38,49,49,0,49,0,0,0,0,0,0,0,0,0,0
30,Vida Blue\bluevi01,28,SFG,10,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0
