Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Shawn Abner\abnersh01,21,SDP,16,49,47,5,13,3,1,2,7,1,0,2,8,.277,.306,.511,.817,116,24,0,0,0,0,0,/798
2,Jim Acker\ackerji01,28,ATL,68,15,14,1,3,0,0,0,1,0,0,1,8,.214,.267,.214,.481,28,3,0,0,0,0,0,1
3,Troy Afenir\afenitr01,23,HOU,10,20,20,1,6,1,0,0,1,0,0,0,12,.300,.300,.350,.650,75,7,0,0,0,0,0,2
4,Juan Agosto*\agostju01,29,HOU,27,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
5,Luis Aguayo\aguaylu01,28,PHI,94,234,209,25,43,9,1,12,21,0,0,15,56,.206,.273,.431,.703,81,90,5,5,3,2,1,6/45
6,Rick Aguilera\aguilri01,25,NYM,18,47,40,5,9,1,0,1,3,0,0,1,17,.225,.244,.325,.569,53,13,0,0,6,0,0,1
7,Mike Aldrete*\aldremi01,26,SFG,126,406,357,50,116,18,2,9,51,6,0,43,50,.325,.396,.462,.858,131,165,6,0,4,2,5,7398
8,Doyle Alexander\alexado01,36,ATL,16,42,35,1,1,0,0,0,1,0,0,0,13,.029,.056,.029,.084,-77,1,0,1,6,0,0,1
9,Bill Almon\almonbi01,34,TOT,68,83,74,13,17,4,0,0,5,1,0,9,21,.230,.313,.284,.597,63,21,0,0,0,0,0,64/3759
10,Bill Almon\almonbi01,34,PIT,19,21,20,5,4,1,0,0,1,0,0,1,5,.200,.238,.250,.488,30,5,0,0,0,0,0,/675
11,Bill Almon\almonbi01,34,NYM,49,62,54,8,13,3,0,0,4,1,0,8,16,.241,.339,.296,.635,74,16,0,0,0,0,0,64/39
12,Larry Andersen\anderla02,34,HOU,67,7,6,1,1,0,0,0,0,0,0,1,4,.167,.286,.167,.452,26,1,0,0,0,0,0,1
13,Dave Anderson\anderda02,26,LAD,108,297,265,32,62,12,3,1,13,9,5,24,43,.234,.299,.313,.612,64,83,2,1,6,1,1,65/4
