Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Doyle Alexander\alexado01,30,SFG,11,7,.611,2.89,24,24,0,1,1,0,152.1,156,51,49,11,44,2,77,2,1,4,646,119,3.43,1.313,9.2,0.6,2.6,4.5,1.75
2,Neil Allen\allenne01,23,NYM,7,6,.538,2.97,43,0,35,0,0,18,66.2,64,26,22,4,26,8,50,0,0,3,286,118,3.05,1.350,8.6,0.5,3.5,6.8,1.92
3,Jose Alvarez\alvarjo01,25,ATL,0,0,,0.00,1,0,1,0,0,0,2.0,0,0,0,0,0,0,2,0,0,0,6,,0.60,0.000,0.0,0.0,0.0,9.0,
4,Joaquin Andujar\andujjo01,28,TOT,8,4,.667,4.10,20,11,0,1,0,0,79.0,85,41,36,6,23,1,37,0,1,2,336,86,3.52,1.367,9.7,0.7,2.6,4.2,1.61
5,Joaquin Andujar\andujjo01,28,HOU,2,3,.400,4.94,9,3,0,0,0,0,23.2,29,17,13,2,12,0,18,0,0,0,113,68,3.70,1.732,11.0,0.8,4.6,6.8,1.50
6,Joaquin Andujar\andujjo01,28,STL,6,1,.857,3.74,11,8,0,1,0,0,55.1,56,24,23,4,11,1,19,0,1,2,223,96,3.45,1.211,9.1,0.7,1.8,3.1,1.73
7,Mike Armstrong\armstmi01,27,SDP,0,2,.000,6.00,10,0,3,0,0,0,12.0,14,9,8,1,11,3,9,0,1,0,58,57,4.93,2.083,10.5,0.8,8.3,6.8,0.82
8,Stan Bahnsen\bahnsst01,36,MON,2,1,.667,4.96,25,3,4,0,0,1,49.0,45,27,27,7,24,0,28,1,0,1,208,71,4.84,1.408,8.3,1.3,4.4,5.1,1.17
9,Doug Bair\bairdo01,31,TOT,4,2,.667,5.10,35,0,20,0,0,1,54.2,55,34,31,5,19,4,30,0,0,3,234,71,3.73,1.354,9.1,0.8,3.1,4.9,1.58
10,Doug Bair\bairdo01,31,CIN,2,2,.500,5.77,24,0,12,0,0,0,39.0,42,28,25,5,17,4,16,0,0,3,174,62,4.75,1.513,9.7,1.2,3.9,3.7,0.94
11,Doug Bair\bairdo01,31,STL,2,0,1.000,3.45,11,0,8,0,0,1,15.2,13,6,6,0,2,0,14,0,0,0,60,106,1.20,0.957,7.5,0.0,1.1,8.0,7.00
12,Steve Bedrosian\bedrost01,23,ATL,1,2,.333,4.44,15,1,5,0,0,0,24.1,15,14,12,2,15,2,9,1,0,0,106,82,4.90,1.233,5.5,0.7,5.5,3.3,0.60
13,Bruce Berenyi\berenbr01,26,CIN,9,6,.600,3.50,21,20,0,5,3,0,126.0,97,55,49,3,77,0,106,0,2,7,544,102,3.06,1.381,6.9,0.2,5.5,7.6,1.38
14,Jim Bibby\bibbyji01,36,PIT,6,3,.667,2.50,14,14,0,2,2,0,93.2,79,30,26,4,26,1,48,2,0,1,385,146,3.03,1.121,7.6,0.4,2.5,4.6,1.85
15,Doug Bird\birddo01,31,CHC,4,5,.444,3.58,12,12,0,2,1,0,75.1,72,34,30,5,16,3,34,1,0,2,305,104,3.24,1.168,8.6,0.6,1.9,4.1,2.13
16,Vida Blue*\bluevi01,31,SFG,8,6,.571,2.45,18,18,0,1,0,0,124.2,97,40,34,7,54,3,63,1,0,7,513,140,3.64,1.211,7.0,0.5,3.9,4.5,1.17
17,Tommy Boggs\boggsto01,25,ATL,3,13,.188,4.10,25,24,1,2,0,0,142.2,140,72,65,11,54,4,81,3,0,4,606,88,3.67,1.360,8.8,0.7,3.4,5.1,1.50
