Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Mike Adams\adamsmi02,28,CHC,4,2,1,2,2,0,0,0,0,0,0,1,1,0,2,1,0
2,Santo Alcala\alcalsa01,24,2TM,2,38,12,38,38,38,0,0,0,0,0,0,0,0,0,0,0
3,Gary Alexander\alexaga01,24,SFG,3,51,31,51,34,0,33,0,0,0,0,0,0,1,1,19,0
4,Bill Almon\almonbi01,24,SDP,4,155,155,155,155,0,0,0,0,0,155,0,0,0,0,0,0
5,Luis Alvarado\alvarlu01,28,NYM,9,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
6,Mike Anderson\andermi01,26,STL,7,94,31,94,77,0,0,0,0,0,0,1,1,75,77,22,3
7,Fred Andrews\andrefr01,25,PHI,2,12,5,12,8,0,0,0,8,0,0,0,0,0,0,5,1
8,Rob Andrews\andrero01,24,SFG,3,127,108,127,115,0,0,0,115,0,0,0,0,0,0,13,3
9,Joaquin Andujar\andujjo01,24,HOU,2,26,25,26,26,26,0,0,0,0,0,0,0,0,0,0,0
10,Bob Apodaca\apodabo01,27,NYM,5,59,0,59,59,59,0,0,0,0,0,0,0,0,0,0,0
11,Ed Armbrister\armbred01,28,CIN,5,65,17,65,27,0,0,0,0,0,0,20,0,7,27,28,16
12,Tucker Ashford\ashfotu01,22,SDP,2,81,69,81,80,0,0,0,4,74,10,0,0,0,0,1,0
13,Brian Asselstine\asselbr01,23,ATL,2,83,20,83,35,0,0,0,0,0,0,9,14,13,35,49,5
14,Bill Atkinson\atkinbi01,22,MON,2,56,0,56,55,55,0,0,0,0,0,0,0,0,0,0,1
15,Rick Auerbach\auerbri01,27,CIN,7,33,10,33,29,0,0,0,18,0,13,0,0,0,0,2,2
16,Benny Ayala\ayalabe01,26,STL,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
17,Stan Bahnsen\bahnsst01,32,MON,11,23,22,23,23,23,0,0,0,0,0,0,0,0,0,0,0
18,Bob Bailey\bailebo01,34,CIN,16,49,18,49,22,0,0,18,0,0,0,4,0,0,4,30,0
19,Dusty Baker\bakerdu01,28,LAD,10,153,151,153,152,0,0,0,0,0,0,152,0,1,152,2,0
20,Rick Baldwin\baldwri01,24,NYM,3,40,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0
21,Floyd Bannister\bannifl01,22,HOU,1st,24,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0
22,Jim Barr\barrji01,29,SFG,7,44,38,44,38,38,0,0,0,0,0,0,0,0,0,0,6
23,Mike Beard\beardmi01,27,ATL,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0
24,Rob Belloir\belloro01,28,ATL,3,6,0,6,3,0,0,0,0,0,3,0,0,0,0,0,3
25,Johnny Bench\benchjo01,29,CIN,11,142,134,142,142,0,135,4,0,1,0,7,0,1,8,6,0
26,Victor Bernal\bernavi01,23,SDP,1st,15,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0
27,Dale Berra\berrada01,20,PIT,1st,17,10,17,14,0,0,0,0,14,0,0,0,0,0,2,1
28,Larry Biittner\biittla01,30,CHC,8,138,112,138,126,1,0,80,0,0,0,52,0,0,52,17,2
29,Jack Billingham\billija01,34,CIN,10,36,23,36,36,36,0,0,0,0,0,0,0,0,0,0,0
30,Tim Blackwell\blackti01,24,2TM,4,17,5,17,15,0,15,0,0,0,0,0,0,0,0,2,1
31,Bruce Boisclair\boiscbr01,24,NYM,3,127,67,127,98,0,0,9,0,0,0,31,9,56,92,38,3
32,Bill Bonham\bonhabi01,28,CHC,7,35,34,35,34,34,0,0,0,0,0,0,0,0,0,0,1
33,Barry Bonnell\bonneba01,23,ATL,1st,100,88,100,97,0,0,0,0,33,0,2,64,11,74,10,0
34,Bob Boone\boonebo01,29,PHI,6,132,121,132,132,0,130,1,0,2,0,0,0,0,0,1,0
35,Pedro Borbon\borbope01,30,CIN,9,73,0,73,73,73,0,0,0,0,0,0,0,0,0,0,0
36,Rick Bosetti\bosetri01,23,STL,2,41,14,41,35,0,0,0,0,0,0,26,8,3,35,2,7
37,Ken Boswell\bosweke01,31,HOU,11,72,10,72,28,0,0,0,26,2,0,0,0,0,0,59,0
38,Larry Bowa\bowala01,31,PHI,8,154,154,154,154,0,0,0,0,0,154,0,0,0,0,0,0
39,Larry Bradford\bradfla01,27,ATL,1st,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
40,Pete Broberg\brobepe01,27,CHC,7,22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0
41,Lou Brock\brocklo01,38,STL,17,141,121,141,130,0,0,0,0,0,0,130,0,0,130,19,1
42,Jackie Brown\brownja01,34,MON,7,42,25,42,42,42,0,0,0,0,0,0,0,0,0,0,0
43,Ollie Brown\brownol02,33,PHI,13,53,7,53,22,0,0,0,0,0,0,15,0,8,22,38,2
44,Warren Brusstar\brusswa01,25,PHI,1st,46,0,46,46,46,0,0,0,0,0,0,0,0,0,0,0
45,Bill Buckner\bucknbi01,27,CHC,9,122,98,122,99,0,0,99,0,0,0,0,0,0,0,24,0
46,Glenn Burke\burkegl01,24,LAD,2,83,35,83,74,0,0,0,0,0,0,5,65,5,74,9,15
47,Ray Burris\burrira01,26,CHC,5,40,39,40,39,39,0,0,0,0,0,0,0,0,0,1,0
48,Jeff Burroughs\burroje01,26,ATL,8,154,153,154,154,0,0,0,0,0,0,0,0,154,154,1,0
49,Mike Buskey\buskemi01,28,PHI,1st,6,1,6,6,0,0,0,0,0,6,0,0,0,0,0,0
50,Enos Cabell\cabelen01,27,HOU,6,150,147,150,147,0,0,8,0,144,1,0,0,0,0,3,0
51,Craig Cacek\cacekcr01,22,HOU,1st,7,4,7,6,0,0,6,0,0,0,0,0,0,0,2,0
52,Mike Caldwell\caldwmi01,28,CIN,7,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0
53,Rick Camp\campri01,24,ATL,2,54,0,54,54,54,0,0,0,0,0,0,0,0,0,0,0
54,Dave Campbell\campbda02,25,ATL,1st,65,0,65,65,65,0,0,0,0,0,0,0,0,0,0,0
55,John Candelaria\candejo01,23,PIT,3,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0
56,Joe Cannon\cannojo01,23,HOU,1st,9,3,9,3,0,0,0,0,0,0,3,0,0,3,4,2
57,Doug Capilla\capildo01,25,2TM,2,24,16,24,24,24,0,0,0,0,0,0,0,0,0,0,0
58,Buzz Capra\caprabu01,29,ATL,7,45,16,45,45,45,0,0,0,0,0,0,0,0,0,0,0
59,Jose Cardenal\cardejo02,33,CHC,15,100,52,100,62,0,0,0,1,0,1,55,6,2,62,37,9
60,Steve Carlton\carltst01,32,PHI,13,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0
61,Clay Carroll\carrocl02,36,STL,14,51,0,51,51,51,0,0,0,0,0,0,0,0,0,0,0
62,Gary Carter\cartega01,23,MON,4,154,143,154,147,0,146,0,0,0,0,1,0,0,1,9,0
