Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Hank Aaron\aaronha01,39,ATL,20,120,105,120,105,0,0,0,0,0,0,87,0,18,105,15,0
2,Tommie Agee\ageeto01,30,2TM,12,110,54,110,87,0,0,0,0,0,0,34,37,19,87,24,17
3,Jack Aker\akerja01,32,CHC,10,47,0,47,47,47,0,0,0,0,0,0,0,0,0,0,0
4,Matt Alexander\alexama01,26,CHC,1st,12,2,12,3,0,0,0,0,0,0,0,3,0,3,1,9
5,Bernie Allen\allenbe01,34,MON,12,16,14,16,15,0,0,0,9,8,0,0,0,0,0,1,0
6,Gene Alley\alleyge01,32,PIT,11,76,43,76,57,0,0,0,0,9,48,0,0,0,0,13,8
7,Felipe Alou\aloufe01,38,MON,16,19,7,19,16,0,0,1,0,0,0,15,3,0,15,9,0
8,Jesus Alou\alouje01,31,HOU,11,28,7,28,14,0,0,0,0,0,0,1,0,13,14,17,1
9,Matty Alou\alouma01,34,STL,14,11,0,11,2,0,0,1,0,0,0,0,1,0,1,11,0
10,Orlando Alvarez\alvaror01,21,LAD,1st,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
11,Dwain Anderson\anderdw01,25,2TM,3,71,28,71,51,0,0,0,0,7,42,0,2,0,2,18,10
12,Mike Anderson\andermi01,22,PHI,3,87,44,87,68,0,0,0,0,0,0,0,12,58,68,28,4
13,John Andrews\andrejo02,24,STL,1st,16,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0
14,Bob Apodaca\apodabo01,23,NYM,1st,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
15,Steve Arlin\arlinst01,27,SDP,5,34,27,34,34,34,0,0,0,0,0,0,0,0,0,0,0
16,Ed Armbrister\armbred01,24,CIN,1st,18,7,18,14,0,0,0,0,0,0,3,6,8,14,8,2
17,Chris Arnold\arnolch01,25,SFG,3,49,4,49,11,0,9,0,1,1,0,0,0,0,0,42,0
18,Dave Augustine\augusda01,23,PIT,1st,11,0,11,9,0,0,0,0,0,0,4,4,1,9,1,7
19,Bob Bailey\bailebo01,30,MON,12,151,141,151,145,0,0,0,0,145,0,2,0,0,2,9,0
20,Dusty Baker\bakerdu01,24,ATL,6,159,155,159,156,0,0,0,0,0,0,0,156,0,156,4,0
21,Dick Baney\baneydi01,26,CIN,2,11,1,11,11,11,0,0,0,0,0,0,0,0,0,0,0
22,Lute Barnes\barnelu01,26,NYM,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1
23,Jim Barr\barrji01,25,SFG,3,41,33,41,41,41,0,0,0,0,0,0,0,0,0,0,0
24,Bob Barton\bartobo01,31,CIN,9,3,0,3,2,0,2,0,0,0,0,0,0,0,0,1,0
25,Rafael Batista\batisra01,27,HOU,1st,12,1,12,8,0,0,8,0,0,0,0,0,0,0,5,1
26,Jim Beauchamp\beaucji01,33,NYM,10,50,7,50,11,0,0,11,0,0,0,0,0,0,0,41,0
27,Glenn Beckert\beckegl01,32,CHC,9,114,86,114,88,0,0,0,88,0,0,0,0,0,0,28,0
28,Johnny Bench\benchjo01,25,CIN,7,152,150,152,150,0,134,4,0,1,0,0,0,23,23,2,0
29,Jim Bibby\bibbyji01,28,STL,2,6,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0
30,Jack Billingham\billija01,30,CIN,6,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0
31,Damaso Blanco\blancda01,31,SFG,2,28,0,28,14,0,0,0,2,7,5,0,0,0,0,6,13
32,Larvell Blanks\blankla01,23,ATL,2,17,1,17,6,0,0,0,2,3,2,0,0,0,0,11,2
33,Steve Blass\blassst01,31,PIT,9,24,18,24,23,23,0,0,0,0,0,0,0,0,0,0,1
34,John Boccabella\boccajo01,32,MON,11,118,106,118,117,0,117,1,0,0,0,0,0,0,0,1,0
35,Bobby Bonds\bondsbo01,27,SFG,6,160,157,160,158,0,0,0,0,0,0,0,2,157,158,3,0
36,Bill Bonham\bonhabi01,24,CHC,3,44,15,44,44,44,0,0,0,0,0,0,0,0,0,0,0
37,Bob Boone\boonebo01,25,PHI,2,145,141,145,145,0,145,0,0,0,0,0,0,0,0,1,0
38,Pedro Borbon\borbope01,26,CIN,5,80,0,80,80,80,0,0,0,0,0,0,0,0,0,0,0
39,Ken Boswell\bosweke01,27,NYM,7,76,14,76,20,0,0,0,3,17,0,0,0,0,0,60,0
40,Pat Bourque\bourqpa01,26,CHC,3,57,34,57,38,0,0,38,0,0,0,0,0,0,0,20,0
41,Larry Bowa\bowala01,27,PHI,4,122,118,122,122,0,0,0,0,0,122,0,0,0,0,1,1
42,Tom Bradley\bradlto01,26,SFG,5,35,34,35,35,35,0,0,0,0,0,0,0,0,0,0,0
43,Bucky Brandon\brandbu01,32,PHI,7,36,0,36,36,36,0,0,0,0,0,0,0,0,0,0,2
44,Hal Breeden\breedha01,29,MON,3,106,56,106,66,0,0,66,0,0,0,0,0,0,0,48,0
45,Ken Brett\brettke01,24,PHI,6,37,25,37,31,31,0,0,0,0,0,0,0,0,0,2,4
46,Jim Brewer\breweji01,35,LAD,14,56,0,56,56,56,0,0,0,0,0,0,0,0,0,0,0
47,Nelson Briles\brilene01,29,PIT,9,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0
48,Lou Brock\brocklo01,34,STL,13,160,156,160,159,0,0,0,0,0,0,159,0,0,159,2,1
49,Curtis Brown\browncu02,27,MON,1st,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
50,Oscar Brown\brownos01,27,ATL,5,22,12,22,13,0,0,0,0,0,0,5,3,5,13,9,0
51,Ron Bryant\bryanro01,25,SFG,6,42,39,42,41,41,0,0,0,0,0,0,0,0,0,0,1
52,Bill Buckner\bucknbi01,23,LAD,5,140,131,140,136,0,0,93,0,0,0,36,0,15,50,9,0
53,Ray Burris\burrira01,22,CHC,1st,31,1,31,31,31,0,0,0,0,0,0,0,0,0,0,0
54,Ray Busse\bussera01,24,2TM,2,39,22,39,31,0,0,0,0,3,28,0,0,0,0,7,2
55,Mike Caldwell\caldwmi01,24,SDP,3,56,13,56,55,55,0,0,0,0,0,0,0,0,0,0,1
56,Jim Campanis\campaji01,29,PIT,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0
57,Dave Campbell\campbda01,31,3TM,7,55,32,55,45,0,0,5,33,7,0,1,0,0,1,11,0
58,Chris Cannizzaro\cannich01,35,LAD,12,17,4,17,14,0,14,0,0,0,0,0,0,0,0,3,0
59,Buzz Capra\caprabu01,25,NYM,3,24,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0
60,Bernie Carbo\carbobe01,25,STL,5,111,85,111,94,0,0,0,0,0,0,2,0,93,94,21,0
61,Jose Cardenal\cardejo02,29,CHC,11,145,142,145,142,0,0,0,0,0,0,1,2,142,142,3,0
62,Steve Carlton\carltst01,28,PHI,9,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0
63,Don Carrithers\carrido01,23,SFG,4,28,3,28,25,25,0,0,0,0,0,0,0,0,0,0,3
64,Clay Carroll\carrocl02,32,CIN,10,53,5,53,53,53,0,0,0,0,0,0,0,0,0,0,0
65,Rico Carty\cartyri01,33,CHC,9,22,19,22,19,0,0,0,0,0,0,19,0,0,19,3,0
66,Paul Casanova\casanpa01,31,ATL,9,82,64,82,78,0,78,0,0,0,0,0,0,0,0,5,1
