Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Luis Aguayo\aguaylu01,25,PHI,5,58,11,58,33,0,0,0,12,14,10,0,0,0,0,19,15
2,Neil Allen\allenne01,26,STL,6,57,1,57,57,57,0,0,0,0,0,0,0,0,0,0,0
3,Porfi Altamirano\altampo01,32,CHC,3,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0
4,Ed Amelung\amelued01,25,LAD,1st,34,8,34,23,0,0,0,0,0,0,9,4,11,23,11,6
5,Larry Andersen\anderla02,31,PHI,7,64,0,64,64,64,0,0,0,0,0,0,0,0,0,0,0
6,Dave Anderson\anderda02,23,LAD,2,121,104,121,114,0,0,0,0,11,111,0,0,0,0,7,5
7,Joaquin Andujar\andujjo01,31,STL,9,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0
8,Alan Ashby\ashbyal01,32,HOU,12,66,53,66,63,0,63,0,0,0,0,0,0,0,0,4,0
9,Wally Backman\backmwa01,24,NYM,5,128,110,128,119,0,0,0,115,0,8,0,0,0,0,13,3
10,Mark Bailey\bailema01,22,HOU,1st,108,103,108,108,0,108,0,0,0,0,0,0,0,0,0,0
11,Bob Bailor\bailobo01,32,LAD,10,65,35,65,54,0,0,0,23,17,16,0,0,0,0,8,9
12,Dusty Baker\bakerdu01,35,SFG,17,100,59,100,62,0,0,0,0,0,0,29,0,33,62,38,0
13,Alan Bannister\bannial01,32,HOU,11,9,4,9,5,0,0,0,0,0,4,1,0,0,1,3,1
14,Greg Bargar\bargagr01,25,MON,2,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0
15,Len Barker\barkele01,28,ATL,9,21,20,21,21,21,0,0,0,0,0,0,0,0,0,0,0
16,Skeeter Barnes\barnesk01,27,CIN,2,32,8,32,13,0,0,0,0,11,0,3,0,0,3,17,4
17,Kevin Bass\basske01,25,HOU,3,121,64,121,81,0,0,0,0,0,0,0,31,52,81,44,0
18,Billy Beane\beanebi01,22,NYM,1st,5,1,5,5,0,0,0,0,0,0,2,1,2,5,2,0
19,Steve Bedrosian\bedrost01,26,ATL,4,40,4,40,40,40,0,0,0,0,0,0,0,0,0,0,0
20,Rafael Belliard\bellira01,22,PIT,3,20,6,20,13,0,0,0,1,0,12,0,0,0,0,0,9
21,Bruce Benedict\benedbr01,28,ATL,7,95,95,95,95,0,95,0,0,0,0,0,0,0,0,0,0
22,Bruce Berenyi\berenbr01,29,2TM,5,32,30,32,32,32,0,0,0,0,0,0,0,0,0,0,0
23,Dale Berra\berrada01,27,PIT,8,136,134,136,135,0,0,0,0,1,135,0,0,0,0,1,0
24,Kurt Bevacqua\bevacku01,37,SDP,14,59,8,59,30,0,0,20,0,10,0,1,0,2,3,36,2
