Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Jim Adduci\adducji01,23,STL,1st,10,5,10,7,0,0,6,0,0,0,1,0,0,1,3,0
2,Luis Aguayo\aguaylu01,24,PHI,4,2,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0
3,Neil Allen\allenne01,25,2TM,5,46,22,46,46,46,0,0,0,0,0,0,0,0,0,0,0
4,Porfi Altamirano\altampo01,31,PHI,2,31,0,31,31,31,0,0,0,0,0,0,0,0,0,0,0
5,Larry Andersen\anderla02,30,PHI,6,17,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0
6,Dave Anderson\anderda02,22,LAD,1st,61,30,61,54,0,0,0,0,1,53,0,0,0,0,3,9
7,Joaquin Andujar\andujjo01,30,STL,8,39,34,39,39,39,0,0,0,0,0,0,0,0,0,0,0
8,Alan Ashby\ashbyal01,31,HOU,11,87,78,87,85,0,85,0,0,0,0,0,0,0,0,6,0
9,Tucker Ashford\ashfotu01,28,NYM,6,35,11,35,26,0,1,0,13,15,0,0,0,0,0,13,1
10,Wally Backman\backmwa01,23,NYM,4,26,5,26,16,0,0,0,13,2,1,0,0,0,0,16,1
11,Bob Bailor\bailobo01,31,NYM,9,118,85,118,111,0,0,0,50,11,76,2,0,1,3,10,9
12,Doug Bair\bairdo01,33,STL,8,26,0,26,26,26,0,0,0,0,0,0,0,0,0,0,0
13,Dusty Baker\bakerdu01,34,LAD,16,149,142,149,143,0,0,0,0,0,0,143,0,0,143,6,0
14,Steve Baker\bakerst01,26,STL,4,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0
15,Greg Bargar\bargagr01,24,MON,1st,8,3,8,8,8,0,0,0,0,0,0,0,0,0,0,0
16,Len Barker\barkele01,27,ATL,8,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
17,Skeeter Barnes\barnesk01,26,CIN,1st,15,8,15,14,0,0,7,0,7,0,0,0,0,0,3,1
18,Jim Barr\barrji01,35,SFG,12,53,0,53,53,53,0,0,0,0,0,0,0,0,0,0,0
19,Kevin Bass\basske01,24,HOU,2,88,34,88,53,0,0,0,0,0,0,0,6,47,53,45,3
20,Joe Beckwith\beckwjo01,28,LAD,4,42,3,42,42,42,0,0,0,0,0,0,0,0,0,0,0
21,Steve Bedrosian\bedrost01,25,ATL,3,70,1,70,70,70,0,0,0,0,0,0,0,0,0,0,0
22,Rick Behenna\behenri01,23,ATL,1st,14,6,14,14,14,0,0,0,0,0,0,0,0,0,0,0
23,Rafael Belliard\bellira01,21,PIT,2,4,1,4,3,0,0,0,0,0,3,0,0,0,0,0,1
24,Johnny Bench\benchjo01,35,CIN,17,110,73,110,77,0,5,32,0,42,0,1,0,0,1,34,0
25,Bruce Benedict\benedbr01,27,ATL,6,134,128,134,134,0,134,0,0,0,0,0,0,0,0,0,0
26,Bruce Berenyi\berenbr01,28,CIN,4,32,31,32,32,32,0,0,0,0,0,0,0,0,0,0,0
27,Dave Bergman\bergmda01,30,SFG,8,90,27,90,53,0,0,49,0,0,0,6,0,0,6,49,0
28,Dale Berra\berrada01,26,PIT,7,161,160,161,161,0,0,0,0,0,161,0,0,0,0,0,0
29,Kurt Bevacqua\bevacku01,36,SDP,13,74,27,74,48,0,0,27,0,12,0,9,0,3,12,39,0
30,Jim Bibby\bibbyji01,38,PIT,11,29,12,29,29,29,0,0,0,0,0,0,0,0,0,0,0
31,Dann Bilardello\bilarda01,24,CIN,1st,109,90,109,105,0,105,0,0,0,0,0,0,0,0,6,0
32,Mike Bishop\bishomi01,24,NYM,1st,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0
33,George Bjorkman\bjorkge01,26,HOU,1st,29,25,29,29,0,29,0,0,0,0,0,0,0,0,0,1
34,Tim Blackwell\blackti01,30,MON,10,6,4,6,5,0,5,0,0,0,0,0,0,0,0,1,0
35,Bruce Bochy\bochybr01,28,SDP,5,23,8,23,11,0,11,0,0,0,0,0,0,0,0,12,0
36,Tommy Boggs\boggsto01,27,ATL,8,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0
37,Juan Bonilla\bonilju01,27,SDP,3,152,147,152,149,0,0,0,149,0,0,0,0,0,0,4,0
38,Greg Booker\bookegr01,23,SDP,1st,6,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0
39,Rich Bordi\bordiri01,24,CHC,4,11,1,11,11,11,0,0,0,0,0,0,0,0,0,0,0
40,Thad Bosley\bosleth01,26,CHC,7,43,12,43,21,0,0,0,0,0,0,17,1,3,21,26,2
41,Larry Bowa\bowala01,37,CHC,14,147,141,147,145,0,0,0,0,0,145,0,0,0,0,4,0
42,Mark Bradley\bradlma01,26,NYM,3,73,18,73,34,0,0,0,0,0,0,13,7,16,34,36,11
43,Steve Braun\braunst01,35,STL,13,78,13,78,26,0,0,0,0,3,0,19,0,5,23,61,0
44,Sid Bream\breamsi01,22,LAD,1st,15,0,15,4,0,0,4,0,0,0,0,0,0,0,11,0
45,Fred Breining\breinfr01,27,SFG,4,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0
46,Bob Brenly\brenlbo01,29,SFG,3,104,78,104,100,0,90,10,0,0,0,1,0,1,2,16,4
47,Tony Brizzolara\brizzto01,26,ATL,2,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0
48,Greg Brock\brockgr01,26,LAD,2,146,129,146,140,0,0,140,0,0,0,0,0,0,0,7,0
49,Hubie Brooks\brookhu01,26,NYM,4,150,143,150,148,0,0,0,7,145,0,0,0,0,0,3,0
50,Bobby Brown\brownbo04,29,SDP,5,57,54,57,54,0,0,0,0,0,0,52,4,0,54,3,0
51,Glenn Brummer\brummgl01,28,STL,3,45,25,45,41,0,41,0,0,0,0,0,0,0,0,5,2
52,Warren Brusstar\brusswa01,31,CHC,7,59,0,59,59,59,0,0,0,0,0,0,0,0,0,0,0
53,Bill Buckner\bucknbi01,33,CHC,15,153,149,153,153,0,0,144,0,0,0,15,0,0,15,2,0
54,Ray Burris\burrira01,32,MON,11,40,17,40,40,40,0,0,0,0,0,0,0,0,0,0,0
55,Brett Butler\butlebr01,26,ATL,3,151,130,151,143,0,0,0,0,0,0,109,39,4,143,6,7
56,Marty Bystrom\bystrma01,24,PHI,4,24,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0
57,Mark Calvert\calvema01,26,SFG,1st,18,4,18,18,18,0,0,0,0,0,0,0,0,0,0,0
58,Rick Camp\campri01,30,ATL,7,40,16,40,40,40,0,0,0,0,0,0,0,0,0,0,0
59,Bill Campbell\campbbi02,34,CHC,11,82,0,82,82,82,0,0,0,0,0,0,0,0,0,0,0
60,John Candelaria\candejo01,29,PIT,9,33,32,33,33,33,0,0,0,0,0,0,0,0,0,0,0
61,Steve Carlton\carltst01,38,PHI,19,37,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0
62,Don Carman\carmado01,23,PHI,1st,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
