Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
17,John Candelaria*\candejo01,21,PIT,8,6,.571,2.76,18,18,0,4,1,0,120.2,95,47,37,8,36,9,95,2,0,1,497,128,2.82,1.086,7.1,0.6,2.7,7.1,2.64
18,Buzz Capra\caprabu01,27,ATL,4,7,.364,4.25,12,12,0,5,0,0,78.1,77,41,37,8,28,1,35,1,1,0,336,89,4.13,1.340,8.8,0.9,3.2,4.0,1.25
19,Steve Carlton*\carltst01,30,PHI,15,14,.517,3.56,37,37,0,14,3,0,255.1,217,116,101,24,104,5,192,2,7,5,1063,105,3.55,1.257,7.6,0.8,3.7,6.8,1.85
20,Don Carrithers\carrido01,25,MON,5,3,.625,3.30,19,14,3,5,2,0,101.0,90,39,37,7,38,1,37,4,0,5,424,117,4.00,1.267,8.0,0.6,3.4,3.3,0.97
21,Clay Carroll\carrocl02,34,CIN,7,5,.583,2.62,56,2,27,0,0,7,96.1,93,30,28,2,32,8,44,3,0,3,407,138,3.03,1.298,8.7,0.2,3.0,4.1,1.38
22,Tom Carroll\carroto02,22,CIN,4,1,.800,4.98,12,7,2,0,0,0,47.0,52,28,26,1,26,0,14,2,1,3,212,73,4.06,1.660,10.0,0.2,5.0,2.7,0.54
23,Larry Christenson\chrisla01,21,PHI,11,6,.647,3.67,29,26,2,5,2,1,171.2,149,73,70,12,45,2,88,1,0,3,689,102,3.27,1.130,7.8,0.6,2.4,4.6,1.96
24,Mike Cosgrove*\cosgrmi01,24,HOU,1,2,.333,3.03,32,3,13,1,0,5,71.1,62,24,24,2,37,1,32,0,1,6,300,112,3.61,1.388,7.8,0.3,4.7,4.0,0.86
25,Jerry Cram\cramje01,27,NYM,0,1,.000,5.40,4,0,2,0,0,0,5.0,7,3,3,2,2,0,2,0,0,0,23,70,8.19,1.800,12.6,3.6,3.6,3.6,1.00
26,Jim Crawford*\crawfji01,24,HOU,3,5,.375,3.63,44,2,19,0,0,4,86.2,92,40,35,0,37,4,37,2,1,5,377,93,3.08,1.488,9.6,0.0,3.8,3.8,1.00
27,Ken Crosby\crosbke01,27,CHC,1,0,1.000,3.24,9,0,6,0,0,0,8.1,10,3,3,0,7,0,6,0,1,0,42,123,3.67,2.040,10.8,0.0,7.6,6.5,0.86
28,John Curtis*\curtijo01,27,STL,8,9,.471,3.44,39,18,8,4,0,1,146.2,151,70,56,13,65,6,67,2,0,7,645,110,4.20,1.473,9.3,0.8,4.0,4.1,1.03
29,John D'Acquisto\d'acqjo01,23,SFG,2,4,.333,10.29,10,6,3,0,0,0,28.0,29,35,32,5,34,0,22,2,0,5,148,38,7.19,2.250,9.3,1.6,10.9,7.1,0.65
30,Bruce Dal Canton\dalcabr01,34,ATL,2,7,.222,3.36,26,9,11,0,0,3,67.0,63,33,25,2,24,1,38,6,0,4,297,113,3.18,1.299,8.5,0.3,3.2,5.1,1.58
31,Pat Darcy\darcypa01,25,CIN,11,5,.688,3.58,27,22,3,1,0,1,130.2,134,54,52,4,59,9,46,0,1,2,572,101,3.64,1.477,9.2,0.3,4.1,3.2,0.78
32,Larry Demery\demerla01,22,PIT,7,5,.583,2.90,45,8,23,1,0,4,114.2,95,40,37,7,43,6,59,3,0,3,468,122,3.56,1.203,7.5,0.5,3.4,4.6,1.37
33,Don DeMola\demoldo01,22,MON,4,7,.364,4.15,60,0,27,0,0,1,97.2,92,47,45,8,42,4,63,4,0,1,424,93,3.77,1.372,8.5,0.7,3.9,5.8,1.50
34,John Denny\dennyjo01,22,STL,10,7,.588,3.97,25,24,0,3,2,0,136.0,149,73,60,5,51,6,72,3,1,8,591,95,3.20,1.471,9.9,0.3,3.4,4.8,1.41
35,Tom Dettore\dettoto01,27,CHC,5,4,.556,5.38,36,5,13,0,0,0,85.1,88,57,51,8,31,4,46,9,1,5,373,71,4.13,1.395,9.3,0.8,3.3,4.9,1.48
36,Adrian Devine\devinad01,23,ATL,1,0,1.000,4.41,5,2,0,0,0,0,16.1,19,8,8,2,7,1,8,1,0,0,76,88,4.67,1.592,10.5,1.1,3.9,4.4,1.14
37,Larry Dierker\dierkla01,28,HOU,14,16,.467,4.00,34,34,0,14,2,0,232.0,225,109,103,24,91,6,127,7,1,13,982,85,4.10,1.362,8.7,0.9,3.5,4.9,1.40
38,Al Downing*\downial01,34,LAD,2,1,.667,2.89,22,6,6,0,0,1,74.2,59,31,24,6,28,1,39,2,1,2,311,119,3.79,1.165,7.1,0.7,3.4,4.7,1.39
39,Rob Dressler\dressro01,21,SFG,1,0,1.000,1.10,3,2,1,1,0,0,16.1,17,3,2,0,4,2,6,0,0,1,67,355,2.59,1.286,9.4,0.0,2.2,3.3,1.50
40,Jamie Easterly*\easteja01,22,ATL,2,9,.182,4.98,21,13,4,0,0,0,68.2,73,47,38,5,42,2,34,2,1,8,319,76,4.47,1.675,9.6,0.7,5.5,4.5,0.81
41,Rawly Eastwick\eastwra01,24,CIN,5,3,.625,2.60,58,0,40,0,0,22,90.0,77,26,26,6,25,4,61,2,0,1,367,139,3.00,1.133,7.7,0.6,2.5,6.1,2.44
42,Dock Ellis\ellisdo01,30,PIT,8,9,.471,3.79,27,24,1,5,2,0,140.0,163,69,59,9,43,9,69,3,2,0,621,93,3.42,1.471,10.5,0.6,2.8,4.4,1.60
43,Nino Espinosa\espinni01,21,NYM,0,1,.000,18.00,2,0,0,0,0,0,3.0,8,6,6,0,1,0,2,0,0,0,18,22,2.25,3.000,24.0,0.0,3.0,6.0,2.00
44,Pete Falcone*\falcope01,21,SFG,12,11,.522,4.17,34,32,1,3,1,0,190.0,171,97,88,16,111,7,131,4,5,9,836,92,4.12,1.484,8.1,0.8,5.3,6.2,1.18
45,Rich Folkers*\folkeri01,28,SDP,6,11,.353,4.18,45,15,7,4,0,0,142.0,155,70,66,8,39,3,87,1,1,9,614,84,2.94,1.366,9.8,0.5,2.5,5.5,2.23
46,Bob Forsch\forscbo01,25,STL,15,10,.600,2.86,34,34,0,7,4,0,230.0,213,89,73,14,70,8,108,3,1,10,958,133,3.39,1.230,8.3,0.5,2.7,4.2,1.54
47,Ken Forsch\forscke01,28,HOU,4,8,.333,3.22,34,9,12,2,0,2,109.0,114,42,39,9,30,3,54,2,0,1,451,105,3.55,1.321,9.4,0.7,2.5,4.5,1.80
48,Alan Foster\fosteal01,28,SDP,3,1,.750,2.42,17,4,4,1,0,0,44.2,41,14,12,1,21,5,20,0,0,0,193,146,3.39,1.388,8.3,0.2,4.2,4.0,0.95
49,Ken Frailing*\frailke01,27,CHC,2,5,.286,5.43,41,0,10,0,0,1,53.0,61,37,32,6,26,2,39,2,0,0,244,71,4.17,1.642,10.4,1.0,4.4,6.6,1.50
50,Dave Freisleben\freisda01,23,SDP,5,14,.263,4.28,36,27,2,4,1,0,181.0,206,102,86,11,82,9,77,7,0,8,825,82,4.00,1.591,10.2,0.5,4.1,3.8,0.94
51,Danny Frisella\friseda01,29,SDP,1,6,.143,3.13,65,0,39,0,0,9,97.2,86,36,34,7,51,16,67,2,1,6,421,112,3.77,1.403,7.9,0.6,4.7,6.2,1.31
52,Woodie Fryman*\frymawo01,35,MON,9,12,.429,3.32,38,20,7,7,3,3,157.0,141,69,58,10,68,7,118,5,1,7,671,116,3.31,1.331,8.1,0.6,3.9,6.8,1.74
53,Gene Garber\garbege01,27,PHI,10,12,.455,3.60,71,0,47,0,0,14,110.0,104,48,44,13,27,11,69,2,0,1,448,104,3.66,1.191,8.5,1.1,2.2,5.6,2.56
54,Mike Garman\garmami01,25,STL,3,8,.273,2.39,66,0,36,0,0,10,79.0,73,31,21,3,48,23,48,1,0,4,358,159,3.73,1.532,8.3,0.3,5.5,5.5,1.00
55,Gary Gentry\gentrga01,28,ATL,1,1,.500,4.95,7,2,2,0,0,0,20.0,25,14,11,3,8,1,10,0,0,1,90,78,4.74,1.650,11.3,1.4,3.6,4.5,1.25
56,Bob Gibson\gibsobo01,39,STL,3,10,.231,5.04,22,14,4,1,0,2,109.0,120,66,61,10,62,6,60,4,0,6,499,75,4.50,1.670,9.9,0.8,5.1,5.0,0.97
57,Dave Giusti\giustda01,35,PIT,5,4,.556,2.95,61,0,43,0,0,17,91.2,79,38,30,3,42,17,38,0,1,2,389,120,3.56,1.320,7.8,0.3,4.1,3.7,0.90
58,Wayne Granger\grangwa01,31,HOU,2,5,.286,3.65,55,0,22,0,0,5,74.0,76,39,30,7,23,7,30,4,1,1,323,93,4.10,1.338,9.2,0.9,2.8,3.6,1.30
59,Bill Greif\greifbi01,25,SDP,4,6,.400,3.88,59,1,33,0,0,9,72.0,74,44,31,7,38,17,43,5,0,2,331,91,4.45,1.556,9.3,0.9,4.8,5.4,1.13
60,Tom Griffin\griffto02,27,HOU,3,8,.273,5.33,17,13,1,3,1,0,79.1,89,52,47,11,46,5,56,2,2,8,363,64,4.79,1.702,10.1,1.2,5.2,6.4,1.22
61,Don Gullett*\gulledo01,24,CIN,15,4,.789,2.42,22,22,0,8,3,0,159.2,127,49,43,11,56,4,98,2,1,3,648,149,3.34,1.146,7.2,0.6,3.2,5.5,1.75
62,Ed Halicki\haliced01,24,SFG,9,13,.409,3.49,24,23,1,7,2,0,159.2,143,76,62,6,59,7,153,3,1,2,679,109,2.32,1.265,8.1,0.3,3.3,8.6,2.59
63,Tom Hall*\hallto01,27,TOT,4,3,.571,4.60,36,4,16,0,0,1,62.2,60,39,32,10,33,3,51,3,0,2,282,76,4.76,1.484,8.6,1.4,4.7,7.3,1.55
64,Tom Hall*\hallto01,27,CIN,0,0,,0.00,2,0,1,0,0,0,2.0,2,0,0,0,2,0,3,0,0,0,10,,2.59,2.000,9.0,0.0,9.0,13.5,1.50
65,Tom Hall*\hallto01,27,NYM,4,3,.571,4.75,34,4,15,0,0,1,60.2,58,39,32,10,31,3,48,3,0,2,272,73,4.83,1.467,8.6,1.5,4.6,7.1,1.55
66,Preston Hanna\hannapr01,20,ATL,0,0,,1.59,4,0,2,0,0,0,5.2,7,1,1,0,5,0,2,2,1,1,30,255,5.59,2.118,11.1,0.0,7.9,3.2,0.40
67,Larry Hardy\hardyla01,27,SDP,0,0,,13.50,3,0,1,0,0,0,2.2,8,6,4,3,2,0,3,0,0,0,18,30,17.21,3.750,27.0,10.1,6.8,10.1,1.50
68,Roric Harrison\harriro01,28,ATL,3,4,.429,4.77,15,7,5,2,0,1,54.2,58,33,29,7,19,1,22,0,1,2,240,80,4.49,1.409,9.5,1.2,3.1,3.6,1.16
69,Dave Heaverlo\heaveda01,24,SFG,3,1,.750,2.39,42,0,23,0,0,1,64.0,62,18,17,2,31,4,35,1,1,7,275,161,3.40,1.453,8.7,0.3,4.4,4.9,1.13
70,Ramon Hernandez*\hernara01,34,PIT,7,2,.778,2.95,46,0,27,0,0,5,64.0,62,21,21,0,28,14,43,0,0,1,280,120,2.56,1.406,8.7,0.0,3.9,6.0,1.54
71,Tom Hilgendorf*\hilgeto01,33,PHI,7,3,.700,2.14,53,0,14,0,0,0,96.2,81,32,23,6,38,3,52,1,0,5,403,175,3.53,1.231,7.5,0.6,3.5,4.8,1.37
72,Joe Hoerner*\hoernjo01,38,PHI,0,0,,2.57,25,0,9,0,0,0,21.0,25,6,6,3,8,2,20,1,0,3,96,148,3.83,1.571,10.7,1.3,3.4,8.6,2.50
73,Burt Hooton\hootobu01,25,TOT,18,9,.667,3.07,34,33,0,12,4,0,234.2,190,88,80,18,68,2,153,0,1,3,949,112,3.15,1.099,7.3,0.7,2.6,5.9,2.25
74,Burt Hooton\hootobu01,25,CHC,0,2,.000,8.18,3,3,0,0,0,0,11.0,18,12,10,2,4,0,5,0,0,0,54,48,5.13,2.000,14.7,1.6,3.3,4.1,1.25
75,Burt Hooton\hootobu01,25,LAD,18,7,.720,2.82,31,30,0,12,4,0,223.2,172,76,70,16,64,2,148,0,1,3,895,121,3.05,1.055,6.9,0.6,2.6,6.0,2.31
76,Charlie Hough\houghch01,27,LAD,3,7,.300,2.95,38,0,24,0,0,4,61.0,43,25,20,3,34,0,34,8,1,4,266,117,4.18,1.262,6.3,0.4,5.0,5.0,1.00
77,Tom House*\houseto01,28,ATL,7,7,.500,3.18,58,0,45,0,0,11,79.1,79,39,28,2,36,10,36,2,3,1,351,120,3.44,1.450,9.0,0.2,4.1,4.1,1.00
78,Al Hrabosky*\hraboal01,25,STL,13,3,.813,1.66,65,0,41,0,0,22,97.1,72,27,18,3,33,8,82,1,0,3,393,228,2.35,1.079,6.7,0.3,3.1,7.6,2.48
79,Jerry Johnson\johnsje01,31,SDP,3,1,.750,5.17,21,4,4,0,0,0,54.0,60,37,31,3,31,3,18,0,1,1,250,68,4.36,1.685,10.0,0.5,5.2,3.0,0.58
80,Odell Jones\jonesod01,22,PIT,0,0,,0.00,2,0,1,0,0,0,3.0,1,0,0,0,0,0,2,0,0,0,10,,1.25,0.333,3.0,0.0,0.0,6.0,
81,Randy Jones*\jonesra01,25,SDP,20,12,.625,2.24,37,36,1,18,6,0,285.0,242,94,71,17,56,9,103,0,0,1,1124,156,3.23,1.046,7.6,0.5,1.8,3.3,1.84
82,Clay Kirby\kirbycl01,27,CIN,10,6,.625,4.72,26,19,3,1,0,0,110.2,113,63,58,13,54,3,48,5,1,12,499,77,4.85,1.509,9.2,1.1,4.4,3.9,0.89
83,Bruce Kison\kisonbr01,25,PIT,12,11,.522,3.23,33,29,0,6,0,0,192.0,160,89,69,10,92,9,89,4,2,9,819,109,3.84,1.313,7.5,0.5,4.3,4.2,0.97
84,Darold Knowles*\knowlda01,33,CHC,6,9,.400,5.81,58,0,36,0,0,15,88.1,107,61,57,3,36,9,63,3,1,2,410,66,2.93,1.619,10.9,0.3,3.7,6.4,1.75
85,Doug Konieczny\koniedo01,23,HOU,6,13,.316,4.47,32,29,1,4,1,0,171.0,184,93,85,15,87,1,89,1,2,6,762,76,4.23,1.585,9.7,0.8,4.6,4.7,1.02
86,Jerry Koosman*\koosmje01,32,NYM,14,13,.519,3.42,36,34,2,11,4,2,239.2,234,106,91,19,98,6,173,4,7,7,1018,101,3.45,1.385,8.8,0.7,3.7,6.5,1.77
87,Ryan Kurosaki\kurosry01,22,STL,0,0,,7.62,7,0,2,0,0,0,13.0,15,11,11,3,7,1,6,0,2,0,61,51,6.28,1.692,10.4,2.1,4.8,4.2,0.86
88,Frank LaCorte\lacorfr01,23,ATL,0,3,.000,5.27,3,2,0,0,0,0,13.2,13,10,8,1,6,0,10,0,0,0,59,74,3.39,1.390,8.6,0.7,4.0,6.6,1.67
89,Chip Lang\langch01,22,MON,0,0,,10.80,1,1,0,0,0,0,1.2,2,2,2,0,3,0,2,0,0,0,9,44,5.59,3.000,10.8,0.0,16.2,10.8,0.67
90,Gary Lavelle*\lavelga01,26,SFG,6,3,.667,2.95,65,0,29,0,0,8,82.1,80,30,27,3,48,12,51,3,3,2,370,130,3.68,1.555,8.7,0.3,5.2,5.6,1.06
91,Max Leon\leonma01,25,ATL,2,1,.667,4.13,50,1,20,0,0,6,85.0,90,52,39,5,33,8,53,7,0,2,381,92,3.52,1.447,9.5,0.5,3.5,5.6,1.61
92,Randy Lerch*\lerchra01,20,PHI,0,0,,6.43,3,0,2,0,0,0,7.0,6,5,5,1,1,0,8,0,0,0,27,62,2.59,1.000,7.7,1.3,1.3,10.3,8.00
93,Dennis Lewallyn\lewalde01,21,LAD,0,0,,0.00,2,0,2,0,0,0,3.0,1,0,0,0,0,0,0,0,0,0,10,,2.59,0.333,3.0,0.0,0.0,0.0,
94,Bob Locker\lockebo02,37,CHC,0,1,.000,4.96,22,0,4,0,0,0,32.2,38,21,18,3,16,2,14,2,1,1,148,78,4.58,1.653,10.5,0.8,4.4,3.9,0.88
95,Skip Lockwood\lockwsk01,28,NYM,1,3,.250,1.49,24,0,8,0,0,2,48.1,28,9,8,3,25,6,61,1,0,5,192,234,2.48,1.097,5.2,0.6,4.7,11.4,2.44
96,Jim Lonborg\lonboji01,33,PHI,8,6,.571,4.12,27,26,1,6,2,0,159.1,161,84,73,12,45,7,72,5,2,3,683,91,3.60,1.293,9.1,0.7,2.5,4.1,1.60
97,Juan Marichal\maricju01,37,LAD,0,1,.000,13.50,2,2,0,0,0,0,6.0,11,9,9,2,5,1,1,0,1,0,34,27,9.09,2.667,16.5,3.0,7.5,1.5,0.20
98,Mike Marshall\marshmi01,32,LAD,9,14,.391,3.29,58,0,46,0,0,13,109.1,98,46,40,8,39,4,64,4,0,4,469,104,3.55,1.253,8.1,0.7,3.2,5.3,1.64
99,Jon Matlack*\matlajo01,25,NYM,16,12,.571,3.38,33,32,0,8,3,0,228.2,224,105,86,15,58,6,154,1,1,7,954,102,2.87,1.233,8.8,0.6,2.3,6.1,2.66
100,Sam McDowell*\mcdowsa01,32,PIT,2,1,.667,2.86,14,1,4,0,0,0,34.2,30,11,11,0,20,3,29,0,2,1,149,125,2.64,1.442,7.8,0.0,5.2,7.5,1.45
101,Will McEnaney*\mcenawi01,23,CIN,5,2,.714,2.47,70,0,38,0,0,15,91.0,92,29,25,6,23,7,48,2,1,1,380,146,3.21,1.264,9.1,0.6,2.3,4.7,2.09
102,Lynn McGlothen\mcgloly01,25,STL,15,13,.536,3.92,35,34,0,9,2,0,239.0,231,110,104,21,97,11,146,4,1,5,1028,97,3.78,1.372,8.7,0.8,3.7,5.5,1.51
103,Tug McGraw*\mcgratu01,30,PHI,9,6,.600,2.98,56,0,37,0,0,14,102.2,84,38,34,6,36,6,55,3,1,5,419,126,3.41,1.169,7.4,0.5,3.2,4.8,1.53
104,Joe McIntosh\mcintjo01,23,SDP,8,15,.348,3.69,37,28,5,4,1,0,183.0,195,88,75,14,60,9,71,2,1,5,789,95,3.82,1.393,9.6,0.7,3.0,3.5,1.18
105,Dave McNally*\mcnalda01,32,MON,3,6,.333,5.24,12,12,0,0,0,0,77.1,88,50,45,8,36,4,36,4,1,3,358,74,4.55,1.603,10.2,0.9,4.2,4.2,1.00
106,Andy Messersmith\messean01,29,LAD,19,14,.576,2.29,42,40,2,19,7,1,321.2,244,92,82,22,96,2,213,5,0,8,1276,149,3.09,1.057,6.8,0.6,2.7,6.0,2.22
107,Butch Metzger\metzgbu01,23,SDP,1,0,1.000,7.71,4,0,3,0,0,0,4.2,6,4,4,1,4,1,6,0,0,0,24,49,5.37,2.143,11.6,1.9,7.7,11.6,1.50
108,Jim Minshall\minshji01,27,PIT,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,2,0,2,0,0,0,5,,4.59,2.000,0.0,0.0,18.0,18.0,1.00
109,Greg Minton\mintogr01,23,SFG,1,1,.500,6.88,4,2,0,0,0,0,17.0,19,14,13,1,11,3,6,1,1,2,79,57,4.76,1.765,10.1,0.5,5.8,3.2,0.55
110,Randy Moffitt\moffira01,26,SFG,4,5,.444,3.89,55,0,33,0,0,11,74.0,73,35,32,6,32,6,39,3,0,4,327,99,4.01,1.419,8.9,0.7,3.9,4.7,1.22
111,John Montague\montajo01,27,TOT,0,1,.000,6.35,15,0,8,0,0,2,22.2,31,16,16,5,10,2,10,2,2,2,106,62,6.16,1.809,12.3,2.0,4.0,4.0,1.00
112,John Montague\montajo01,27,MON,0,1,.000,5.60,12,0,7,0,0,2,17.2,23,11,11,4,6,1,9,2,2,2,81,70,5.87,1.642,11.7,2.0,3.1,4.6,1.50
113,John Montague\montajo01,27,PHI,0,0,,9.00,3,0,1,0,0,0,5.0,8,5,5,1,4,1,1,0,0,0,25,45,7.19,2.400,14.4,1.8,7.2,1.8,0.25
114,John Montefusco\montejo01,25,SFG,15,9,.625,2.88,35,34,1,10,4,0,243.2,210,85,78,11,86,12,215,8,2,6,1018,133,2.57,1.215,7.8,0.4,3.2,7.9,2.50
115,Donnie Moore\mooredo01,21,CHC,0,0,,4.15,4,1,0,0,0,0,8.2,12,4,4,1,4,0,8,0,0,0,42,96,3.63,1.846,12.5,1.0,4.2,8.3,2.00
116,Tommy Moore\mooreto01,26,STL,0,0,,3.86,10,0,3,0,0,0,18.2,15,10,8,2,12,1,6,0,0,2,86,100,5.27,1.446,7.2,1.0,5.8,2.9,0.50
117,Bob Moose\moosebo01,27,PIT,2,2,.500,3.72,23,5,5,1,0,0,67.2,63,30,28,4,25,3,34,2,1,3,287,95,3.55,1.300,8.4,0.5,3.3,4.5,1.36
118,Carl Morton\mortoca01,31,ATL,17,16,.515,3.50,39,39,0,11,2,0,277.2,302,122,108,19,82,3,78,3,1,1,1199,108,3.83,1.383,9.8,0.6,2.7,2.5,0.95
119,Dale Murray\murrada01,25,MON,15,8,.652,3.96,63,0,40,0,0,9,111.1,134,59,49,0,39,10,43,3,2,2,499,98,2.95,1.554,10.8,0.0,3.2,3.5,1.10
120,Joe Niekro\niekrjo01,30,HOU,6,4,.600,3.07,40,4,21,1,1,4,88.0,79,32,30,3,39,4,54,2,0,2,378,111,3.20,1.341,8.1,0.3,4.0,5.5,1.38
121,Phil Niekro\niekrph01,36,ATL,15,15,.500,3.20,39,37,2,13,1,0,275.2,285,115,98,29,72,3,144,11,2,15,1160,118,3.81,1.295,9.3,0.9,2.4,4.7,2.00
122,Gary Nolan\nolanga01,27,CIN,15,9,.625,3.16,32,32,0,5,1,0,210.2,202,75,74,18,29,5,74,1,2,1,852,114,3.42,1.097,8.6,0.8,1.2,3.2,2.55
123,Fred Norman*\normafr01,32,CIN,12,4,.750,3.73,34,26,1,2,0,0,188.0,163,85,78,23,84,5,119,0,1,9,795,97,4.25,1.314,7.8,1.1,4.0,5.7,1.42
124,Blue Moon Odom\odombl01,30,ATL,1,7,.125,7.07,15,10,1,0,0,0,56.0,78,46,44,5,28,0,30,0,1,4,263,54,4.18,1.893,12.5,0.8,4.5,4.8,1.07
125,Harry Parker\parkeha01,27,TOT,2,4,.333,5.06,32,1,9,0,0,3,53.1,58,30,30,5,29,7,35,0,0,6,246,72,4.12,1.631,9.8,0.8,4.9,5.9,1.21
126,Harry Parker\parkeha01,27,NYM,2,3,.400,4.41,18,1,5,0,0,2,34.2,37,17,17,2,19,5,22,0,0,4,159,79,3.71,1.615,9.6,0.5,4.9,5.7,1.16
127,Harry Parker\parkeha01,27,STL,0,1,.000,6.27,14,0,4,0,0,1,18.2,21,13,13,3,10,2,13,0,0,2,87,62,4.89,1.661,10.1,1.4,4.8,6.3,1.30
128,Willie Prall*\prallwi01,25,CHC,0,2,.000,8.59,3,3,0,0,0,0,14.2,21,15,14,1,8,0,7,0,0,0,71,46,4.16,1.977,12.9,0.6,4.9,4.3,0.88
129,Eric Rasmussen\rasmuer01,23,STL,5,5,.500,3.78,14,13,0,2,1,0,81.0,86,44,34,8,20,2,59,0,0,1,348,101,3.15,1.309,9.6,0.9,2.2,6.6,2.95
130,Doug Rau*\raudo01,26,LAD,15,9,.625,3.11,38,38,0,8,2,0,257.2,227,96,89,18,61,1,151,3,4,1,1046,110,3.07,1.118,7.9,0.6,2.1,5.3,2.48
131,Ron Reed\reedro01,32,TOT,13,13,.500,3.52,34,34,0,8,2,0,250.1,274,118,98,5,53,7,139,4,0,6,1067,108,2.42,1.306,9.9,0.2,1.9,5.0,2.62
132,Ron Reed\reedro01,32,ATL,4,5,.444,4.22,10,10,0,1,0,0,74.2,93,39,35,1,16,2,40,0,0,2,328,90,2.33,1.460,11.2,0.1,1.9,4.8,2.50
133,Ron Reed\reedro01,32,STL,9,8,.529,3.23,24,24,0,7,2,0,175.2,181,79,63,4,37,5,99,4,0,4,739,117,2.46,1.241,9.3,0.2,1.9,5.1,2.68
134,Steve Renko\renkost01,30,MON,6,12,.333,4.07,31,25,1,3,1,1,170.1,175,89,77,20,76,7,99,1,1,8,751,95,4.31,1.474,9.2,1.1,4.0,5.2,1.30
135,Paul Reuschel\reuscpa01,28,CHC,1,3,.250,3.50,28,0,18,0,0,5,36.0,44,15,14,1,13,2,12,1,0,1,160,110,3.45,1.583,11.0,0.3,3.3,3.0,0.92
136,Rick Reuschel\reuscri01,26,CHC,11,17,.393,3.73,38,37,1,6,0,1,234.0,244,116,97,17,67,8,155,7,1,4,1007,102,3.16,1.329,9.4,0.7,2.6,6.0,2.31
