Rk,Name,Age,Tm,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,PH,PR
1,Hank Aaron\aaronha01,37,ATL,18,139,129,139,129,0,0,71,0,0,0,0,0,60,60,10,0
2,Tommie Aaron\aaronto01,31,ATL,7,25,10,25,18,0,0,11,0,7,0,0,0,0,0,8,0
3,Ed Acosta\acosted01,27,SDP,2,8,6,8,8,8,0,0,0,0,0,0,0,0,0,0,0
4,Tommie Agee\ageeto01,28,NYM,10,113,106,113,107,0,0,0,0,0,0,0,92,34,107,7,0
5,Doyle Alexander\alexado01,20,LAD,1st,17,12,17,17,17,0,0,0,0,0,0,0,0,0,0,0
6,Dick Allen\allendi01,29,LAD,9,155,152,155,152,0,0,28,0,67,0,60,0,0,60,3,0
7,Gene Alley\alleyge01,30,PIT,9,114,97,114,110,0,0,0,0,1,109,0,0,0,0,5,3
8,Jesus Alou\alouje01,29,HOU,9,122,103,122,109,0,0,0,0,0,0,51,0,63,109,18,0
9,Matty Alou\alouma01,32,STL,12,149,142,149,144,0,0,58,0,0,0,0,73,20,93,7,0
10,Mike Anderson\andermi01,20,PHI,1st,26,25,26,26,0,0,0,0,0,0,0,26,0,26,0,0
11,Steve Arlin\arlinst01,25,SDP,3,36,34,36,36,36,0,0,0,0,0,0,0,0,0,0,0
12,Chris Arnold\arnolch01,23,SFG,1st,6,2,6,3,0,0,0,3,0,0,0,0,0,0,3,0
13,Rudy Arroyo\arroyru01,21,STL,1st,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0
14,Bob Aspromonte\asprobo01,33,NYM,13,104,93,104,97,0,0,0,0,97,0,0,0,0,0,8,1
15,Bob Bailey\bailebo01,28,MON,10,157,156,157,157,0,0,9,0,119,0,51,0,0,51,1,0
16,Dusty Baker\bakerdu01,22,ATL,4,29,12,29,19,0,0,0,0,0,0,1,4,17,19,13,1
17,Ernie Banks\bankser01,40,CHC,19,39,18,39,20,0,0,20,0,0,0,0,0,0,0,19,1
18,Steve Barber\barbest01,33,ATL,12,39,3,39,39,39,0,0,0,0,0,0,0,0,0,0,0
19,Jim Barr\barrji01,23,SFG,1st,17,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0
20,Bob Barton\bartobo01,29,SDP,7,121,111,121,119,0,119,0,0,0,0,0,0,0,0,3,0
21,John Bateman\batemjo01,30,MON,9,139,133,139,136,0,136,0,0,0,0,0,0,0,0,4,0
22,Jim Beauchamp\beaucji01,31,STL,8,77,39,77,45,0,0,44,0,0,0,1,0,0,1,33,4
23,Glenn Beckert\beckegl01,30,CHC,7,131,129,131,129,0,0,0,129,0,0,0,0,0,0,2,0
24,Johnny Bench\benchjo01,23,CIN,5,149,147,149,149,0,142,12,0,3,0,10,0,3,12,2,0
25,Jack Billingham\billija01,28,HOU,4,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0
26,Wade Blasingame\blasiwa01,27,HOU,9,30,28,30,30,30,0,0,0,0,0,0,0,0,0,0,0
27,Steve Blass\blassst01,29,PIT,7,34,33,34,33,33,0,0,0,0,0,0,0,0,0,0,1
28,Steve Blateric\blatest01,27,CIN,1st,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
29,John Boccabella\boccajo01,30,MON,9,74,49,74,72,0,37,37,0,2,0,0,0,0,0,5,0
30,Bobby Bonds\bondsbo01,25,SFG,4,155,152,155,154,0,0,0,0,0,0,0,35,131,154,3,0
31,Bill Bonham\bonhabi01,22,CHC,1st,33,2,33,33,33,0,0,0,0,0,0,0,0,0,0,0
32,Pedro Borbon\borbope01,24,CIN,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
33,Ken Boswell\bosweke01,25,NYM,5,116,101,116,109,0,0,0,109,0,0,0,0,0,0,8,2
34,Pat Bourque\bourqpa01,24,CHC,1st,14,9,14,11,0,0,11,0,0,0,0,0,0,0,3,0
35,Larry Bowa\bowala01,25,PHI,2,159,156,159,157,0,0,0,0,0,157,0,0,0,0,0,2
36,Clete Boyer\boyercl02,34,ATL,16,30,24,30,26,0,0,0,0,25,1,0,0,0,0,4,0
37,Buddy Bradford\bradfbu01,26,CIN,6,79,25,79,67,0,0,0,0,0,0,38,26,4,67,14,15
38,Ron Brand\brandro01,31,MON,8,47,6,47,32,0,1,0,1,4,22,3,1,0,4,17,5
39,Bucky Brandon\brandbu01,30,PHI,5,52,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0
40,Angel Bravo\bravoan01,28,2TM,3,57,6,57,9,0,0,0,0,0,0,5,3,1,9,47,2
41,Jim Breazeale\breazji01,21,ATL,2,10,4,10,4,0,0,4,0,0,0,0,0,0,0,6,0
42,Danny Breeden\breedda01,29,CHC,2,25,21,25,25,0,25,0,0,0,0,0,0,0,0,0,0
43,Hal Breeden\breedha01,27,CHC,1st,23,5,23,8,0,0,8,0,0,0,0,0,0,0,15,0
44,Jim Brewer\breweji01,33,LAD,12,55,0,55,55,55,0,0,0,0,0,0,0,0,0,0,0
45,John Briggs\briggjo02,27,PHI,8,10,6,10,8,0,0,0,0,0,0,8,0,0,8,3,1
46,Nelson Briles\brilene01,27,PIT,7,37,14,37,37,37,0,0,0,0,0,0,0,0,0,0,0
47,Jim Britton\brittji02,27,MON,4,16,6,16,16,16,0,0,0,0,0,0,0,0,0,0,0
48,Lou Brock\brocklo01,32,STL,11,157,155,157,157,0,0,0,0,0,0,156,0,1,157,2,0
49,Frank Brosseau\brossfr01,26,PIT,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
50,Ollie Brown\brownol02,27,SDP,7,145,132,145,134,0,0,0,0,0,0,0,1,134,134,11,0
51,Oscar Brown\brownos01,25,ATL,3,27,7,27,15,0,0,0,0,0,0,6,7,3,15,10,4
52,Byron Browne\brownby01,28,PHI,7,58,7,58,30,0,0,0,0,0,0,17,4,10,30,31,2
53,George Brunet\brunege01,36,STL,15,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0
54,Ron Bryant\bryanro01,23,SFG,4,27,22,27,27,27,0,0,0,0,0,0,0,0,0,0,0
55,Bill Buckner\bucknbi01,21,LAD,3,108,84,108,93,0,0,11,0,0,0,4,0,83,86,19,1
56,Jim Bunning\bunniji01,39,PHI,17,31,16,31,29,29,0,0,0,0,0,0,0,0,0,2,0
57,Bob Burda\burdabo01,32,STL,6,65,6,65,14,0,0,13,0,0,0,0,0,1,1,57,0
58,Ray Busse\bussera01,22,HOU,1st,10,8,10,8,0,0,0,0,3,5,0,0,0,0,2,0
59,Mike Caldwell\caldwmi01,22,SDP,1st,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0
60,Johnny Callison\callijo01,32,CHC,14,103,82,103,89,0,0,0,0,0,0,1,0,88,89,15,1
61,Dave Campbell\campbda01,29,SDP,5,108,104,108,105,0,0,2,69,40,4,2,0,0,2,2,2
62,Chris Cannizzaro\cannich01,33,2TM,10,92,80,92,89,0,89,0,0,0,0,0,0,0,0,3,0
63,Buzz Capra\caprabu01,23,NYM,1st,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
64,Bernie Carbo\carbobe01,23,CIN,3,106,88,106,90,0,0,0,0,0,0,90,0,0,90,16,1
65,Jose Cardenal\cardejo02,27,STL,9,89,79,89,83,0,0,0,0,0,0,0,7,79,83,9,1
66,Steve Carlton\carltst01,26,STL,7,37,36,37,37,37,0,0,0,0,0,0,0,0,0,0,0
67,Don Carrithers\carrido01,21,SFG,2,22,12,22,22,22,0,0,0,0,0,0,0,0,0,0,0
68,Clay Carroll\carrocl02,30,CIN,8,61,0,61,61,61,0,0,0,0,0,0,0,0,0,0,0
69,Dave Cash\cashda01,23,PIT,3,123,114,123,121,0,0,0,105,24,3,0,0,0,0,4,0
70,Cesar Cedeno\cedence01,20,HOU,2,161,146,161,157,0,0,2,0,0,0,12,124,29,157,5,2
71,Orlando Cepeda\cepedor01,33,ATL,14,71,63,71,63,0,0,63,0,0,0,0,0,0,0,8,0
72,Ron Cey\ceyro01,23,LAD,1st,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
73,Bill Champion\champbi01,23,PHI,3,37,9,37,37,37,0,0,0,0,0,0,0,0,0,0,0
74,Darrel Chaney\chaneda01,23,CIN,3,10,8,10,9,0,0,0,1,1,7,0,0,0,0,1,1
75,Rich Chiles\chileri01,21,HOU,1st,67,20,67,27,0,0,0,0,0,0,25,0,2,27,45,1
76,Bob Chlupsa\chlupbo01,25,STL,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
77,Roberto Clemente\clemero01,36,PIT,17,132,120,132,125,0,0,0,0,0,0,0,0,125,125,10,0
78,Donn Clendenon\clenddo01,35,NYM,11,88,55,88,72,0,0,72,0,0,0,0,0,0,0,30,0
