Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Hank Aaron\aaronha01,37,ATL,139,573,495,95,162,22,3,47,118,1,1,71,58,.327,.410,.669,1.079,194,331,9,2,0,5,21,39
2,Tommie Aaron\aaronto01,31,ATL,25,56,53,4,12,2,0,0,3,0,0,3,5,.226,.268,.264,.532,48,14,3,0,0,0,1,3/5
3,Ed Acosta#\acosted01,27,SDP,8,17,17,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
4,Tommie Agee\ageeto01,28,NYM,113,482,425,58,121,19,0,14,50,28,6,50,84,.285,.362,.428,.790,126,182,12,2,4,1,2,89
5,Doyle Alexander\alexado01,20,LAD,17,37,33,3,9,0,0,0,2,0,0,3,13,.273,.333,.273,.606,79,9,1,0,1,0,0,1
6,Dick Allen\allendi01,29,LAD,155,649,549,82,162,24,1,23,90,8,1,93,113,.295,.395,.468,.863,151,257,23,1,1,5,13,573
7,Gene Alley\alleyge01,30,PIT,114,389,348,38,79,8,7,6,28,9,2,35,43,.227,.296,.342,.638,79,119,6,0,4,2,14,6/5
8,Jesus Alou\alouje01,29,HOU,122,455,433,41,121,21,4,2,40,3,7,13,17,.279,.305,.360,.666,91,156,11,4,3,2,3,*97
9,Matty Alou*\alouma01,32,STL,149,660,609,85,192,28,6,7,74,19,10,34,27,.315,.352,.415,.767,114,253,9,4,6,7,3,839
10,Mike Anderson\andermi01,20,PHI,26,103,89,11,22,5,1,2,5,0,0,13,28,.247,.343,.393,.736,109,35,0,0,1,0,0,8
11,Steve Arlin\arlinst01,25,SDP,36,83,73,5,9,0,1,0,2,0,0,3,20,.123,.156,.151,.307,-10,11,1,0,6,1,0,1
12,Chris Arnold\arnolch01,23,SFG,6,14,13,2,3,0,0,1,3,0,0,1,2,.231,.286,.462,.747,110,6,0,0,0,0,0,/4
13,Rudy Arroyo*\arroyru01,21,STL,9,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
14,Bob Aspromonte\asprobo01,33,NYM,104,377,342,21,77,9,1,5,33,0,2,29,25,.225,.285,.301,.586,68,103,15,0,5,1,4,5
15,Bob Bailey\bailebo01,28,MON,157,654,545,65,137,21,4,14,83,13,7,97,105,.251,.359,.382,.741,112,208,19,0,3,9,8,*57/3
16,Dusty Baker\bakerdu01,22,ATL,29,64,62,2,14,2,0,0,4,0,1,1,14,.226,.238,.258,.496,37,16,1,0,1,0,1,9/87
17,Ernie Banks\bankser01,40,CHC,39,92,83,4,16,2,0,3,6,0,0,6,14,.193,.247,.325,.572,53,27,1,0,3,0,1,3
18,Steve Barber*\barbest01,33,ATL,39,14,13,0,2,0,0,0,0,0,0,1,10,.154,.214,.154,.368,4,2,0,0,0,0,0,1
