Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Rhys Hoskins","MIL",90,328,12,30,43,2,0.115853658,0.277439024,0.17921147,0.296703296,0.236559139,0.332317073,0.415770609,0.32435598439234165,0.32020962018908167,108.53403618407047,-1.0861632786691189,2.2314253166409426,-4.536741256713867,0.8807837421174182,"Rhys Hoskins",16472,656555
"Jordan Beck","COL",148,588,16,62,53,19,0.073129251,0.295918367,0.157699443,0.351428571,0.257884972,0.316865417,0.415584415,0.3189856100326096,0.309064264166845,90.44762839813002,-0.18317646905779839,-6.840240598897106,-4.1625285148620605,0.8760719826879715,"Jordan Beck",31431,687597
"Nolan Arenado","STL",107,436,12,48,52,3,0.064220183,0.112385321,0.139650873,0.241279069,0.23690773,0.288990825,0.376558603,0.2865840035180251,0.29395057660438517,84.05238809571821,-1.6550631914287806,-9.895995622926549,3.750366687774658,0.8555479200070524,"Nolan Arenado",9777,571448
"Miguel Amaya","CHC",28,103,4,14,25,0,0.038834951,0.213592233,0.21875,0.323943661,0.28125,0.31372549,0.5,0.3456735511620839,0.30893409953397866,124.17490503725807,-0.13906823098659515,2.8121152225778343,2.0575925707817078,0.8488862597888949,"Miguel Amaya",21693,665804
"Victor Caratini","HOU",114,386,12,35,46,1,0.059585492,0.168393782,0.145348837,0.282051282,0.25872093,0.323834196,0.404069767,0.3182932254255127,0.334403099951806,104.37942290403828,-2.135778957977891,-0.1433778943954367,-4.852864235639572,0.848019899903599,"Victor Caratini",14968,605170
"Lars Nootbaar","STL",135,583,13,68,48,4,0.109777015,0.204116638,0.127701375,0.278947368,0.233791748,0.324742268,0.361493123,0.3041559130416633,0.32354066944287024,96.08971123372274,-1.514578215777874,-4.21649264622931,-7.035472631454468,0.8335540474923663,"Lars Nootbaar",21454,663457
"Ezequiel Tovar","COL",95,390,9,44,33,5,0.053846153,0.251282051,0.147222223,0.321568627,0.252777777,0.294270833,0.4,0.3005124718571703,0.33023227072511047,77.79293465004093,-0.3171851448714733,-10.58197312436463,5.7005990743637085,0.8282941660078962,"Ezequiel Tovar",24064,678662
"Hyeseong Kim","LAD",71,170,3,19,17,13,0.04117647,0.305882352,0.105590062,0.396226415,0.279503105,0.313609467,0.385093167,0.3056512221076785,0.2593477463581153,95.47522343174936,1.6660216059535742,0.7543461436886096,1.5935818552970886,0.81897208362749,"Hyeseong Kim",35322,808975
"Jake Bauers","MIL",86,218,7,28,28,8,0.14678899,0.270642201,0.163934426,0.305084745,0.234972677,0.353211009,0.398907103,0.3328795608836934,0.36426381711606626,114.37296019969206,1.0515753254294395,4.765190710516245,-4.131884574890137,0.8069564790939596,"Jake Bauers",15194,641343
"Jeremiah Jackson","BAL",48,183,5,20,21,0,0.060109289,0.273224043,0.170588235,0.365217391,0.276470588,0.327868852,0.447058823,0.33550918330260315,0.2977749751164363,117.10790133397711,-1.0054289568215609,2.6845203644218056,-1.1442356407642365,0.8019770186639197,"Jeremiah Jackson",22239,669236
"Tyrone Taylor","NYM",113,341,2,34,27,12,0.046920821,0.2228739,0.096774193,0.286324786,0.222580645,0.27893175,0.319354838,0.26436372598012287,0.3049436296735491,69.98385009970679,2.542940717190504,-9.588253908070318,5.956337332725525,0.7893132223378053,"Tyrone Taylor",13675,621438
"Paul Goldschmidt","NYY",146,534,10,76,45,5,0.06741573,0.187265917,0.128834356,0.325459317,0.274028629,0.327683615,0.402862985,0.3161110693284314,0.3342434540959715,103.42911759869705,-2.5545121748000383,-0.39628969881812814,-10.318761587142944,0.7840574268498617,"Paul Goldschmidt",9218,502671
"Leo Rivas","SEA",48,111,2,19,9,6,0.18018018,0.216216216,0.088888889,0.3125,0.244444444,0.387387387,0.333333333,0.3334606622790431,0.2915606112093539,120.78382842463624,1.3838935177773237,4.102967987648695,-0.35555917769670486,0.7742642743962505,"Leo Rivas",21009,660844
"Nasim Nuñez","WSN",39,92,4,13,13,9,0.086956521,0.217391304,0.170731707,0.254237288,0.231707317,0.296703296,0.402439024,0.30391916927400525,0.3002634782057542,93.79963648736965,1.7638321314007044,1.087750424717262,3.3607900738716125,0.7683470669411198,"Nasim Nunez",25979,683083
"Lourdes Gurriel Jr.","ARI",129,546,19,52,80,10,0.056776556,0.139194139,0.17,0.253623188,0.248,0.294871794,0.418,0.3066032725376087,0.3197493553161621,94.63401352769503,-0.6849011704325676,-4.157354536036623,-6.577397808432579,0.7605082408962538,"Lourdes Gurriel Jr.",19238,666971
"Reese McGuire","CHC",45,140,9,17,24,0,0.028571428,0.192857142,0.218045113,0.212121212,0.225563909,0.244604316,0.443609022,0.2904465262838405,0.26560575944663833,86.34261688919167,-0.9647057373076677,-3.230861375673332,5.9606287479400635,0.7559067362542669,"Reese McGuire",15674,624512
"Carlos Cortes","ATH",42,99,4,11,14,0,0.03030303,0.202020202,0.234042553,0.347222222,0.308510638,0.323232323,0.542553191,0.3630533308693857,0.32732819065903174,131.81822021216703,-0.2620192263275385,3.4506277258370712,0.4645991325378418,0.7491793009558753,"Carlos Cortes",21842,666126
"Adolis García","TEX",135,547,19,58,75,13,0.051188299,0.246800731,0.16765286,0.266666666,0.226824457,0.270566727,0.394477317,0.2858046869655232,0.31540709329307626,82.82936211315248,1.4471184238791466,-9.622848688274011,-1.9160661697387695,0.7455419712738199,"Adolis Garcia",19287,666969
"James McCann","ARI",42,137,5,18,17,0,0.05839416,0.240875912,0.170731707,0.313953488,0.260162601,0.323529411,0.430894308,0.3283093313083929,0.3241406889522777,109.50336185463483,-0.23725100606679916,1.3058417727904046,1.314765140414238,0.7345250257795924,"James McCann",12859,543510
"Adam Frazier","- - -",134,459,7,43,44,8,0.05664488,0.176470588,0.097852029,0.3125,0.267303102,0.318777292,0.365155131,0.29973384960178745,0.2808579812970078,88.5631944045655,-1.2203992065042257,-7.439364502187267,-0.8812244683504105,0.7343389362691115,"Adam Frazier",15223,624428
"Nick Allen","ATL",135,416,0,32,22,8,0.07451923,0.237980769,0.029649596,0.298181818,0.221024258,0.284313725,0.250673854,0.24515945756552265,0.25206224789173143,53.05633301470826,-0.5045708399266005,-23.649963220967326,16.96232557296753,0.7320054496112469,"Nick Allen",22277,669397
"Luis García Jr.","WSN",139,526,16,67,66,14,0.051330798,0.159695817,0.159836065,0.26952141,0.25204918,0.288973384,0.411885245,0.299975863411313,0.34823567630680463,91.09834515432694,-0.9318477623164654,-6.481307448002228,-3.8754559755325317,0.7310930420289108,"Luis Garcia Jr.",20391,671277
"Joey Loperfido","TOR",41,104,4,12,14,1,0.038461538,0.259615384,0.166666667,0.43076923,0.333333333,0.378640776,0.5,0.3812407897514047,0.31543550213563787,147.7699833600577,-0.5446710903197527,5.310788715567437,-1.7523393630981445,0.7302826887687484,"Joey Loperfido",29630,694388
"Javier Sanoja","MIA",120,342,6,40,38,6,0.055555555,0.11988304,0.153354633,0.259259259,0.242811501,0.286982248,0.396166134,0.2944172633117473,0.2849614853675005,85.92940682522564,-0.233528895303607,-5.936914277938588,1.669739544391632,0.7277227724175455,"Javier Sanoja",28253,691594
"Casey Schmitt","SFG",95,348,12,34,40,0,0.077586206,0.238505747,0.163461538,0.281818181,0.237179487,0.305475504,0.400641025,0.30719878942291173,0.33374962779138817,98.41955301869663,-1.2918815650045872,-1.9437401371611214,-2.597338646184653,0.7201254190480577,"Casey Schmitt",27577,669477
"Yoán Moncada","LAA",84,289,12,39,35,0,0.110726643,0.25951557,0.213709678,0.282208588,0.233870967,0.335640138,0.447580645,0.33937309578888947,0.3341513178489765,117.14707793360716,-0.25782532058656216,5.58281603668338,-8.522359013557434,0.7168858440947674,"Yoan Moncada",17232,660162
"Chandler Simpson","TBR",109,441,0,53,26,44,0.045351473,0.097505668,0.050724638,0.327077747,0.29468599,0.325688073,0.345410628,0.29617459784953964,0.2997671382218462,87.6851696317996,6.478926412761211,0.07804769588812022,-8.250531673431396,0.7167187172046617,"Chandler Simpson",31912,802415
"Andruw Monasterio","MIL",68,135,4,19,16,2,0.051851851,0.237037037,0.166666667,0.333333333,0.269841269,0.318518518,0.436507936,0.3276468285807857,0.29403005529333043,110.78837028702253,-1.0142907835543156,0.7118802259846462,1.7446818947792053,0.7109323709303154,"Andruw Monasterio",19455,655316
"Ronny Mauricio","NYM",61,184,6,19,10,4,0.081521739,0.29347826,0.142857143,0.296296296,0.226190476,0.29347826,0.369047619,0.29006343298271053,0.2936698744968815,87.58897590154596,0.7227224428206682,-1.9838499499365176,2.7937240600585938,0.7092716595057115,"Ronny Mauricio",23698,677595
"Isiah Kiner-Falefa","- - -",138,459,2,45,40,15,0.037037037,0.167755991,0.071925754,0.314447592,0.262180974,0.297356828,0.334106728,0.2787496891315813,0.2657729035432118,74.82591581570927,1.5406745485961437,-12.148626640965897,3.6645805910229683,0.6982216942958169,"Isiah Kiner-Falefa",16512,643396
"Pavin Smith","ARI",87,288,8,36,28,2,0.142361111,0.319444444,0.176229508,0.376712328,0.258196721,0.362369337,0.434426229,0.3478144342665906,0.3265205596710418,122.86498466700075,-2.018850615248084,5.785874434049552,-8.561374306678772,0.6965016496814779,"Pavin Smith",19892,656976
"Carter Jensen","KCR",20,69,3,12,13,0,0.130434782,0.173913043,0.25,0.333333333,0.3,0.391304347,0.55,0.40273553392161493,0.46310831152874493,158.95652465401844,0.11923680081963539,4.913849602018108,-0.5136824175715446,0.6931576152362531,"Carter Jensen",29478,695600
"Starling Marte","NYM",98,329,9,37,34,7,0.0668693,0.20668693,0.13993174,0.318181818,0.269624573,0.335365853,0.409556313,0.3261936228813195,0.32639733999053394,112.33931793249997,-1.589100943878293,3.222407563769181,-7.52432382106781,0.6799109523951117,"Starling Marte",9241,516782
"Eli White","ATL",105,271,10,43,35,10,0.040590405,0.258302583,0.171875,0.282485875,0.234375,0.27037037,0.40625,0.28965039080403554,0.31972115048754973,83.53405311581214,1.507818004116416,-3.780897513834833,1.340465784072876,0.6729083474632038,"Eli White",19346,642201
"Dylan Beavers","BAL",35,137,4,16,14,2,0.189781021,0.262773722,0.172727273,0.3,0.227272727,0.375,0.4,0.3471219000570914,0.3505656017976649,125.1074673167621,-0.7291821409016848,3.324932711695623,-1.4812894985079765,0.6710374252652175,"Dylan Beavers",31695,687637
"Derek Hill","- - -",57,149,3,19,11,7,0.060402684,0.322147651,0.111940298,0.313253012,0.21641791,0.280821917,0.328358208,0.2716580923289469,0.317372201240226,70.37349442617185,1.8348013376817107,-3.3970344009373727,4.917305435985327,0.6637344408104604,"Derek Hill",16947,656537
"Bryce Johnson","SDP",55,84,1,9,8,4,0.035714285,0.226190476,0.092105263,0.446428571,0.342105263,0.382716049,0.434210526,0.35919275990238897,0.32860579314055266,135.38238449118396,0.3436763845384121,3.8662541490911124,-0.2284095287322998,0.6581674545211132,"Bryce Johnson",20002,669369
"Matt Thaiss","- - -",60,190,1,16,16,1,0.152631578,0.242105263,0.070512821,0.3,0.217948717,0.349206349,0.288461538,0.297863072188443,0.2943366030429272,89.10101644905134,-0.4979514293372631,-2.938638907032174,2.743200657889247,0.6490395046449253,"Matt Thaiss",19318,642136
"Colton Cowser","BAL",92,360,16,36,40,14,0.075,0.355555555,0.189602446,0.262295081,0.195718654,0.269444444,0.3853211,0.28534670427317077,0.30389289216622295,82.55284678992138,2.0012983419001102,-5.401563604085041,-0.6470476388931274,0.6487971727771569,"Colton Cowser",29591,681297
"Teoscar Hernández","LAD",134,546,25,65,89,5,0.047619047,0.245421245,0.207436399,0.282913165,0.246575342,0.284403669,0.454011741,0.3149013547722353,0.3313727659337661,101.8118617921333,-0.7704494073987007,0.40204806544715255,-12.228804111480713,0.6487825960110062,"Teoscar Hernandez",13066,606192
"Jasson Domínguez","NYY",123,429,10,58,47,23,0.095571095,0.268065268,0.131233596,0.338461538,0.257217847,0.331002331,0.388451443,0.31590064775163884,0.3109807165983681,103.28416604917238,3.0074665397405624,4.668028076393266,-13.177531719207764,0.6399825277069865,"Jasson Dominguez",28080,691176
"Mickey Moniak","COL",135,461,24,62,68,9,0.047722342,0.238611713,0.248847926,0.306930693,0.269585253,0.305856832,0.518433179,0.3476819134276846,0.35249458263122957,110.10551909965322,1.1726049482822418,6.694062762985782,-15.868014335632324,0.6308228602405,"Mickey Moniak",19956,666160
"Bryce Teodosio","LAA",50,150,1,12,7,7,0.033333333,0.313333333,0.101449276,0.29347826,0.20289855,0.248322147,0.304347826,0.24295037184785676,0.22821234376638527,50.72507189371714,1.5496050026267767,-7.16183265946025,8.0686674118042,0.6209662940823071,"Bryce Teodosio",29524,669326
"José Fermín","STL",30,70,1,5,9,2,0.114285714,0.142857142,0.133333333,0.326530612,0.283333333,0.376811594,0.416666666,0.35156026093856146,0.34007630831953406,128.5632140715182,-0.37502751499414444,1.9947049620420563,1.7095597609877586,0.6173013251030564,"Jose Fermin",21746,665877
"Max Kepler","PHI",127,474,18,58,52,3,0.101265822,0.196202531,0.175059952,0.232258064,0.215827338,0.300211416,0.39088729,0.30049652216282297,0.3404776092268463,89.82443189670877,0.5577740333974361,-5.158739193990458,-4.6346893310546875,0.6116999427350084,"Max Kepler",12144,596146
"Jonny DeLuca","TBR",20,59,0,5,4,6,0.033898305,0.220338983,0.122807017,0.431818181,0.333333333,0.355932203,0.45614035,0.34956548274573634,0.2648304114907475,124.4641521589786,1.536878751590848,3.2380763296255646,0.4124380350112915,0.581246366672546,"Jonny DeLuca",26365,676356
"Andrew Vaughn","- - -",112,447,14,35,65,0,0.06935123,0.178970917,0.157635468,0.279874213,0.253694581,0.307174887,0.411330049,0.31118821736943025,0.3564490502190697,99.10267207349575,-2.3928008433431387,-2.795641890976855,-6.628834366798401,0.5800772201390091,"Andrew Vaughn",26197,683734
"Drew Millas","WSN",18,55,0,6,7,2,0.072727272,0.127272727,0.142857143,0.357142857,0.306122448,0.358490566,0.448979591,0.35003083269551116,0.30867900488511574,125.38760888666343,0.8452491853386164,2.500175624654706,1.31807541847229,0.5778974052128523,"Drew Millas",25643,686452
"Michael Helman","TEX",38,110,5,18,20,4,0.063636363,0.19090909,0.222222222,0.246575342,0.232323232,0.289719626,0.454545454,0.31946360285037034,0.25801653282664644,106.01572962924448,0.8369388058781624,1.616865112396661,0.16217449307441711,0.5693542326840879,"Michael Helman",24605,680737
"Max Schuemann","ATH",101,213,2,20,13,7,0.103286384,0.164319248,0.076502732,0.231292517,0.196721311,0.295238095,0.273224043,0.2621942014921279,0.29715281895228796,62.34014049341528,0.11844011768698692,-9.33589242239615,7.4195396900177,0.5539568977731086,"Max Schuemann",24488,680474
"Willi Castro","- - -",120,454,11,58,33,10,0.088105726,0.244493392,0.139303482,0.285714285,0.226368159,0.313465783,0.365671641,0.3015598256503586,0.30897690764570657,92.25830125485467,0.5985460542142391,-3.587173396173947,-6.52266526222229,0.5514280470192621,"Willi Castro",17338,650489
"Connor Norby","MIA",88,337,8,42,34,8,0.053412462,0.267062314,0.138263666,0.324074074,0.250803858,0.299703264,0.389067524,0.30002827548839217,0.31652200789678664,89.7731306169225,-0.03854825533926487,-4.123310806054887,-1.7294986844062805,0.54847044388848,"Connor Norby",29592,681393
"Yordan Alvarez","HOU",48,199,6,17,27,1,0.140703517,0.165829145,0.157575758,0.295454545,0.272727272,0.36683417,0.43030303,0.3376218264864892,0.40220327475636275,117.69417282958428,-0.4930262230336666,3.6570484988984946,-5.173376560211182,0.5455870911826751,"Yordan Alvarez",19556,670541
"Salvador Perez","KCR",155,641,30,54,100,0,0.043681747,0.1950078,0.209380235,0.250564334,0.236180904,0.283699059,0.445561139,0.3105423916572643,0.36535687921171506,95.44811914512562,-4.776766465976834,-8.215681852652274,-8.675826907157898,0.5289010318104258,"Salvador Perez",7304,521692
"Thomas Saggese","STL",82,295,2,25,25,3,0.054237288,0.281355932,0.083636363,0.359375,0.258181818,0.299319727,0.341818181,0.282410042829254,0.28543767831431316,81.19309078892995,0.6218843851238489,-5.953689315257424,1.2794100046157837,0.5260636188932442,"Thomas Saggese",27883,695336
"Christian Koss","SFG",76,191,3,25,23,4,0.047120418,0.235602094,0.103448275,0.3359375,0.264367816,0.308510638,0.367816091,0.2966568330500988,0.3176241529748795,91.19797387298169,1.2719736956059933,-0.7205808841691232,-0.5977470278739929,0.5153608271793617,"Christian Koss",27653,683766
"Zach Cole","HOU",15,52,4,9,11,3,0.096153846,0.384615384,0.297872341,0.347826086,0.255319148,0.326923076,0.553191489,0.37317910217321837,0.31347087713388294,142.18824936978146,0.5371234342455864,3.1227596548356633,-0.35713251680135727,0.46606266086259257,"Zach Cole",31583,805904
"Alek Thomas","ARI",143,469,9,51,38,7,0.044776119,0.260127931,0.120092379,0.323529411,0.249422632,0.289416846,0.369515011,0.2871582959949584,0.29498456512252574,81.31357924365041,2.0175659488886595,-8.369506767597827,-2.7045111656188965,0.4636575709658809,"Alek Thomas",23792,677950
"J.C. Escarra","NYY",40,98,2,5,11,1,0.112244897,0.142857142,0.130952381,0.214285714,0.202380952,0.295918367,0.333333333,0.28048099547016375,0.304558734504544,78.88489312249484,0.25897903367877007,-2.1799094027425467,3.256266951560974,0.4552062043539558,"J.C. Escarra",20084,641555
"Marcelo Mayer","BOS",44,136,4,20,10,0,0.058823529,0.301470588,0.173228347,0.301204819,0.228346456,0.272058823,0.401574803,0.289704144877546,0.27563953399658203,79.91405455055694,-0.17329837381839752,-3.3929120395986176,3.0373761653900146,0.4425126439897525,"Marcelo Mayer",29668,691785
"Amed Rosario","- - -",63,191,6,20,23,1,0.036649214,0.162303664,0.160220995,0.303448275,0.276243093,0.308900523,0.436464088,0.32146490119514665,0.3416897773742676,106.05292426976979,1.099779848009348,2.466284385917234,-4.544507630169392,0.4414693664671096,"Amed Rosario",15518,642708
"Brenton Doyle","COL",138,538,15,57,57,18,0.055762081,0.256505576,0.143426294,0.288951841,0.233067729,0.274253731,0.376494023,0.28211541017934455,0.3071309064657947,65.19035574944472,1.2834004517644644,-20.912668553527514,7.260985016822815,0.4348343967257243,"Brenton Doyle",25479,686668
"Johan Rojas","PHI",71,172,1,23,18,12,0.075581395,0.232558139,0.065789474,0.289473684,0.22368421,0.279761904,0.289473684,0.2539217546582222,0.27445511590866817,57.919218307022824,2.006576331332326,-6.571826797053184,5.08186399936676,0.4331166442602922,"Johan Rojas",24336,679032
"Blake Perkins","MIL",54,171,3,25,19,7,0.087719298,0.274853801,0.122580645,0.304761904,0.225806451,0.298245614,0.348387096,0.2869299726876599,0.27786319957059974,82.89601454220178,1.0746013522148132,-2.3918701544625107,0.9335876405239105,0.4329535239634607,"Blake Perkins",19921,663368
"Sal Stewart","CIN",18,58,5,11,8,0,0.051724137,0.258620689,0.290909091,0.257142857,0.254545454,0.293103448,0.545454545,0.3547003300025545,0.41158756456877055,123.68617845634446,0.17260797880589962,1.8008433926954168,0.4714013338088989,0.4299348404427622,"Sal Stewart",31505,701398
"Mark Vientos","NYM",121,463,17,44,61,1,0.064794816,0.248380129,0.179245283,0.277027027,0.233490566,0.289416846,0.412735849,0.3034837439044763,0.32505692879530573,96.7823204814547,-0.3913019374012947,-2.1570062709500473,-9.17655062675476,0.41667702803762263,"Mark Vientos",22184,668901
"Brayan Rocchio","CLE",115,383,5,34,44,8,0.057441253,0.201044386,0.10755814,0.280898876,0.232558139,0.290237467,0.340116279,0.2781366221508439,0.2965747288295201,77.32626630544114,-0.6484844442456961,-10.88363865162055,1.555272102355957,0.394225641115695,"Brayan Rocchio",23690,677587
"Dominic Smith","SFG",63,225,5,26,33,2,0.066666666,0.186666666,0.132352941,0.329192546,0.284313725,0.333333333,0.416666666,0.3253579076131185,0.3116296018872942,110.85913297798827,-0.3298107497394085,2.5660113309876627,-6.288473844528198,0.38513770325966873,"Dominic Smith",15653,642086
"Andy Ibáñez","DET",91,193,4,24,21,4,0.062176165,0.134715025,0.113636364,0.258503401,0.238636363,0.300518134,0.352272727,0.2892441866929049,0.310605902420847,83.54252592280376,-0.9652383662760258,-4.70886961333494,1.8256389200687408,0.38460841540941176,"Andy Ibanez",18819,628451
"Brett Harris","ATH",32,84,0,11,5,1,0.083333333,0.25,0.068493151,0.37735849,0.273972602,0.34939759,0.342465753,0.31061057872082815,0.29014527654073324,95.69237085231916,-0.20025622844696045,-0.6267278798690261,1.4887488633394241,0.38397955466628886,"Brett Harris",29788,695391
"Joey Wiemer","MIA",27,61,3,7,12,0,0.032786885,0.37704918,0.2,0.322580645,0.236363636,0.278688524,0.436363636,0.29685533146063486,0.3160512606302897,87.59956191572145,-0.02480119653046131,-0.9213234395590759,2.5484222173690796,0.37414156540508997,"Joey Wiemer",27690,686894
"Luisangel Acuña","NYM",95,193,0,30,8,16,0.067357512,0.191709844,0.04,0.294964028,0.234285714,0.293193717,0.274285714,0.2575873495396519,0.2771491395666244,65.34181430906148,4.126183228567243,-3.8017017216926767,1.0313435047864914,0.3736087747070386,"Luisangel Acuna",26548,682668
"Elias Díaz","SDP",106,283,9,34,29,0,0.074204946,0.261484098,0.133333333,0.25,0.203921568,0.269784172,0.337254901,0.2691817435858061,0.27166187633167616,73.72194355132103,-3.472396219149232,-12.286413192781888,6.51485063508153,0.3729448928691084,"Elias Diaz",11680,553869
"Ben Williamson","SEA",85,295,1,36,21,5,0.050847457,0.216949152,0.057761733,0.325471698,0.252707581,0.293515358,0.310469314,0.2690158878983898,0.27150770888705433,76.39023510768256,-0.14301839470863342,-8.351942740782608,1.8417994976043701,0.372696181482039,"Ben Williamson",33197,810938
"Kyren Paris","LAA",44,140,6,20,11,7,0.071428571,0.421428571,0.19047619,0.295081967,0.19047619,0.26618705,0.38095238,0.2832342917970616,0.2793973839801291,78.4751567784055,1.336259100586176,-2.2154763284245753,1.0107892751693726,0.3697188047452659,"Kyren Paris",26420,677347
"Garrett Mitchell","MIL",25,78,0,9,3,3,0.089743589,0.32051282,0.088235295,0.318181818,0.205882352,0.285714285,0.294117647,0.2609935820876778,0.29210088160130887,65.12875286438002,0.8811062294989824,-2.342606159209838,3.2892175912857056,0.36239416031553706,"Garrett Mitchell",27555,669003
"Tyler Tolbert","KCR",64,57,1,19,6,21,0.017543859,0.192982456,0.1,0.325,0.28,0.321428571,0.38,0.30546492657491137,0.3110065119607108,91.95044346679042,2.745377032086253,2.2045985712390896,-0.7939314544200897,0.3450394852980791,"Tyler Tolbert",25779,686475
"Dominic Fletcher","CHW",12,34,1,5,2,1,0.058823529,0.058823529,0.25,0.206896551,0.21875,0.264705882,0.46875,0.31065678070573244,0.29973512537339153,98.28643167540156,0.2549192290753126,0.18625146323611158,1.9961468279361725,0.34300876082563275,"Dominic Fletcher",26149,666150
"Kameron Misner","TBR",71,217,5,27,22,8,0.073732718,0.31797235,0.131979695,0.296,0.213197969,0.273148148,0.345177664,0.2715268184741338,0.24684370888604057,70.70623682811436,0.1529201790690422,-7.33924726322374,3.147763267159462,0.3352674500049473,"Kameron Misner",26374,670224
"Jake Rogers","DET",49,142,3,14,19,0,0.105633802,0.274647887,0.146341464,0.240963855,0.186991869,0.276595744,0.333333333,0.27025995820972093,0.2773953431041528,70.46500137844589,0.09997485019266605,-4.8431078236419935,3.1561341285705566,0.3274173222307929,"Jake Rogers",19452,668670
"Nate Eaton","BOS",41,90,1,16,4,9,0.066666666,0.211111111,0.086419753,0.370967741,0.296296296,0.348314606,0.382716049,0.3222697049044491,0.3018008028523306,102.34725013339678,0.7671695314347744,1.0161552610980227,-0.9182575345039368,0.3269276126352428,"Nate Eaton",25055,681987
"Brooks Lee","MIN",139,527,16,50,64,3,0.058823529,0.174573055,0.133470226,0.2578125,0.23613963,0.284629981,0.369609856,0.28562926838927294,0.29382081004654886,80.54517307796851,-2.9371009804308414,-15.02109666672954,0.0770113468170166,0.3267256512973289,"Brooks Lee",31595,686797
"Eric Haase","MIL",30,77,2,11,9,0,0.051948051,0.402597402,0.128571429,0.378378378,0.228571428,0.289473684,0.357142857,0.28615184128284454,0.2778100716440301,82.36296950512192,0.5425817836076021,-1.0669901729409792,1.6744991689920425,0.32429532751190937,"Eric Haase",14111,606992
"Ryan Fitzgerald","MIN",24,53,4,10,9,1,0.132075471,0.150943396,0.260869566,0.147058823,0.195652173,0.301886792,0.456521739,0.3283412568974045,0.3501438360947829,109.9678635258945,0.3702758625149727,0.9929352322407432,0.31667758896946907,0.32061541284750267,"Ryan Fitzgerald",24622,680837
"Luke Maile","KCR",25,54,1,6,6,1,0.129629629,0.296296296,0.111111111,0.357142857,0.244444444,0.346153846,0.355555555,0.3161717985685055,0.3512446833591835,99.32600689374522,-0.11055289395153522,-0.15344938707627853,1.3602049350738525,0.3136130648926664,"Luke Maile",13355,571912
"Brandon Lockridge","- - -",67,148,0,17,11,10,0.054054054,0.243243243,0.067164179,0.31,0.231343283,0.275862068,0.298507462,0.25446486719723405,0.2692914765456627,62.551448565308306,1.8962540477514267,-4.672620145728616,2.7549734711647034,0.30765339615003967,"Brandon Lockridge",21496,663604
"Carlos Santana","- - -",124,474,11,49,54,7,0.109704641,0.191983122,0.106024096,0.25236593,0.219277108,0.308016877,0.325301204,0.2843584098221132,0.2941336485598606,81.67153940818149,-0.9525351021438837,-11.208979913221926,-2.1575577557086945,0.29928314481016016,"Carlos Santana",2396,467793
"Jake Fraley","- - -",76,217,6,31,23,4,0.115207373,0.225806451,0.141361256,0.294117647,0.240837696,0.331797235,0.382198952,0.3155755875287233,0.3197079969006915,97.37764634479267,-0.26513633131980896,-0.9395792523134074,-3.360357344150543,0.298819599225213,"Jake Fraley",19260,641584
"Jose Trevino","CIN",94,302,4,30,22,0,0.049668874,0.129139072,0.113475177,0.259259259,0.237588652,0.272425249,0.351063829,0.27077616805650073,0.28054484049479167,66.1954285141201,-3.0089716725051403,-15.108726872114843,7.96747612953186,0.29749243631312317,"Jose Trevino",16725,624431
"Ha-Seong Kim","- - -",48,191,5,19,17,6,0.083769633,0.204188481,0.111111111,0.271317829,0.233918128,0.303664921,0.345029239,0.28826026173786345,0.3008143040522231,82.38697485441735,0.5560951996594667,-3.4144713732449006,-0.15181851387023926,0.29623123824661424,"Ha-Seong Kim",27506,673490
"Gavin Lux","CIN",140,503,5,49,53,1,0.111332007,0.226640159,0.105381166,0.350609756,0.269058295,0.349900596,0.374439461,0.3223411711025428,0.30186647449288645,101.51911393615171,-0.0513311680406332,0.8543024565663426,-14.727112770080566,0.2930560172091351,"Gavin Lux",19955,666158
"Moisés Ballesteros","CHC",20,66,2,12,11,0,0.136363636,0.181818181,0.175438596,0.348837209,0.298245614,0.393939393,0.47368421,0.3735985700900738,0.3416765653170072,143.30444107424483,-0.7157395705580711,2.671692375168207,-2.024183264002204,0.29093933211641143,"Moises Ballesteros",28820,694208
"Miles Mastrobuoni","SEA",76,175,1,20,12,6,0.097142857,0.165714285,0.046052631,0.300813008,0.25,0.323529411,0.296052631,0.2818815371569465,0.3260500078370585,85.25289940330613,-0.8008164428174496,-3.8425226660198035,0.572713166475296,0.28167427556140656,"Miles Mastrobuoni",20017,670156
"Alex Freeland","LAD",29,97,2,10,6,1,0.113402061,0.360824742,0.119047619,0.29787234,0.19047619,0.291666666,0.309523809,0.272898751621445,0.26071621974309284,73.03872782605603,0.1172433402389288,-2.9823614305711557,2.4930626451969147,0.2801663610719634,"Alex Freeland",31665,690976
"Rafael Marchán","PHI",42,118,2,9,13,0,0.084745762,0.144067796,0.095238095,0.229885057,0.209523809,0.282051282,0.304761904,0.263574089249994,0.26394239246335804,64.53137792240194,-0.7780469302088022,-5.7384906885045135,4.429660618305206,0.2678106600928326,"Rafael Marchan",21646,665561
