Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ethan Murray","MIL",95,372,333,63,44,14,2,3,31,28,30,0,115,4,2,3,11,5,2,0.189189,0.0806452,0.30914,0.26087,0.262873,0.27027,0.241845,0.533143,0.0810811,4.69257,0.276498,,-0.425622,23.0561,-20.4597,52.0728,-0.425622,0.6,-21.745571851730347,1.9668430089950562,-0.76563,999,,,,,,,205.9,2.167368421,205.9,2.167368421,,,,,,,,,,,,,,,,,,,"Ethan Murray","sa3017051",696140
"Matt Lloyd","STL",111,438,393,87,58,19,0,10,46,48,34,1,110,6,5,0,8,7,2,0.221374,0.0776256,0.251142,0.309091,0.289954,0.346056,0.280394,0.63601,0.124682,3.77562,0.276978,,-0.175578,40.7364,-10.5,79.8589,-0.175578,0,-10.72474730014801,-11.265432357788086,-0.767446,999,,,,,,,371,3.342342342,371,3.342342342,,,,,,,,,,,,,,,,,,,"Matt Lloyd","sa1169978",651016
"Maikol Escotto","PIT",78,286,270,53,37,10,1,5,29,25,11,0,99,2,1,2,6,5,3,0.196296,0.0384615,0.346154,0.111111,0.232394,0.296296,0.232488,0.528691,0.1,5.21133,0.287425,,-0.60964,15.572,-17.8838,43.56,-0.60964,1.9,-19.912159204483032,2.950852394104004,-0.76989,999,,,,,,,148.6,1.905128205,148.6,1.905128205,,,,,,,,,,,,,,,,,,,"Maikol Escotto","sa3008878",683500
"Bryson Ware","PHI",101,408,375,72,47,14,3,8,38,41,24,0,125,7,2,0,9,7,3,0.192,0.0588235,0.306373,0.192,0.252451,0.309333,0.249387,0.561784,0.117333,5.40835,0.262295,,-0.430628,27.7638,-19.9632,56.9313,-0.430628,-1.1,-21.443380683660507,0.39911818504333496,-0.772743,999,,,,,,,259,2.564356435,259,2.564356435,,,,,,,,,,,,,,,,,,,"Bryson Ware","sa3022597",694310
"Hedbert Perez","MIL",47,187,174,31,20,6,1,4,15,18,11,0,68,2,0,0,5,3,2,0.178161,0.0588235,0.363636,0.161765,0.235294,0.293103,0.235134,0.528398,0.114943,4.60815,0.264706,,-0.470463,10.58,-11.2949,47.5558,-0.470463,0.5,-12.197830140590668,-1.5612874031066895,-0.779041,999,,,,,,,99.4,2.114893617,99.4,2.114893617,,,,,,,,,,,,,,,,,,,"Hedbert Perez","sa3014692",691616
"E.J. Exposito","ATL",115,464,424,84,55,18,2,9,50,46,32,0,148,4,3,1,11,13,5,0.198113,0.0689655,0.318966,0.216216,0.259179,0.313679,0.254068,0.572859,0.115566,5.666,0.277778,,-0.143242,33.3228,-20.955,59.4787,-0.143242,-5.5,-22.626679033041,-0.3853616714477539,-0.783724,999,,,,,,,313.3,2.724347826,313.3,2.724347826,,,,,,,,,,,,,,,,,,,"E.J. Exposito","sa3019900",802991
"Luke Brown","PIT",73,243,219,39,28,7,1,3,27,21,18,0,82,3,1,2,2,5,1,0.178082,0.0740741,0.337449,0.219512,0.248963,0.260274,0.231422,0.509237,0.0821918,5.95989,0.266667,,0.208265,13.0223,-15.4034,42.8426,0.208265,3.4,-16.400589376688004,0.721428632736206,-0.785091,999,,,,,,,123.3,1.689041095,123.3,1.689041095,,,,,,,,,,,,,,,,,,,"Luke Brown","sa3017333",687493
"Rosman Verdugo","SDP",115,503,454,85,54,21,2,8,48,45,37,0,183,5,2,5,11,5,3,0.187225,0.0735587,0.363817,0.202186,0.25502,0.295154,0.246247,0.550174,0.10793,4.33632,0.290566,,-0.972692,32.9576,-25.8824,59.0848,-0.972692,-0.6,-25.58281636238098,1.2481775283813477,-0.786432,999,,,,,,,296.6,2.579130434,296.6,2.579130434,,,,,,,,,,,,,,,,,,,"Rosman Verdugo","sa3018393",698916
"Devin Ortiz","SDP",110,439,398,81,68,9,0,4,39,34,33,0,111,6,1,1,12,4,5,0.203518,0.0751708,0.252847,0.297297,0.273973,0.256281,0.243167,0.530254,0.0527638,2.62319,0.271127,,-2.06952,27.6758,-23.6775,57.0116,-2.06952,0.8,-24.636690378189087,2.413021743297577,-0.788127,999,,,,,,,229.9,2.09,229.9,2.09,,,,,,,,,,,,,,,,,,,"Devin Ortiz","sa3020345",668776
"Rodolfo Nolasco","SFG",94,396,359,68,44,15,0,9,35,41,31,0,166,4,2,0,10,4,3,0.189415,0.0782828,0.419192,0.186747,0.260101,0.306407,0.253289,0.566508,0.116992,2.84479,0.317204,,-1.03852,28.1909,-18.1324,62.1142,-1.03852,2.5,-18.978971242904663,-1.865079402923584,-0.793262,999,,,,,,,254.1,2.703191489,254.1,2.703191489,,,,,,,,,,,,,,,,,,,"Rodolfo Nolasco","sa3008907",683616
