Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Ryan Burr","PHI",2,3,,4.80916,35,1,0,0,39.3,169,41,23,21,6,14,0,0,32,7.32824,3.20611,2.28571,1.37405,0.189349,0.0828402,0.10650888085365295,0.264516,1.39949,0.299145,0.686695,,,4.67998,0.0935455,-0.0655949,999,,,,"17536"
"Zac Leigh","CHC",2,2,,4.46281,29,0,0,0,36.3,161,32,19,18,5,17,0,3,42,10.4132,4.21488,2.47059,1.23967,0.26087,0.10559,0.1552795022726059,0.22695,1.34986,0.287234,0.714286,,,4.38452,0.0914086,0.0845068,999,,,,"sa3017873"
"Grant Holmes","ATL",4,3,,4.5,40,3,0,0,56,250,58,30,28,8,24,0,3,52,8.35714,3.85714,2.16667,1.28571,0.208,0.096,0.1120000034570694,0.26009,1.46429,0.306748,0.734463,,,4.70147,0.0911111,0.294645,999,,,,"sa828669"
"Tyler Schoff","WSN",3,5,,4.77148,41,0,0,0,54.7,241,56,31,29,8,21,0,1,49,8.06216,3.45521,2.33333,1.31627,0.20332,0.0871369,0.11618257313966751,0.255708,1.40768,0.296296,0.699088,,,4.57131,0.0898475,-0.0665634,999,,,,"sa3017545"
"Tanner Andrews","SFG",3,3,,4.89474,23,5,0,0,57,255,61,34,31,8,23,0,2,45,7.10526,3.63158,1.95652,1.26316,0.176471,0.0901961,0.08627451211214066,0.265217,1.47368,0.299435,0.686813,,,4.81644,0.0895849,-0.0443638,999,,,,"sa3007850"
"John Rooney","LAD",4,5,,4.90909,35,6,0,0,66,295,67,39,36,10,29,0,5,56,7.63636,3.95455,1.93103,1.36364,0.189831,0.0983051,0.09152542799711227,0.256705,1.45455,0.292308,0.695122,,,5.07322,0.0894894,-0.00872097,999,,,,"sa3008417"
"Jordi Martinez","PHI",2,3,,5.18946,38,5,0,0,60.7,274,66,38,35,9,27,0,1,46,6.82043,4.00329,1.7037,1.33443,0.167883,0.0985401,0.06934306770563126,0.268293,1.53213,0.298429,0.68408,,,5.05076,0.0890234,-0.156608,999,,,,"sa3006141"
"Josh Green","ARI",4,4,,4.71616,32,5,0,0,68.7,307,76,39,36,8,22,0,7,42,5.50218,2.8821,1.90909,1.04804,0.136808,0.0716612,0.06514657288789749,0.273381,1.42649,0.298246,0.679724,,,4.81254,0.0884008,0.234731,999,,,,"sa3006701"
"Taylor Rashi","ARI",3,3,,4.15842,25,2,0,0,30.3,133,28,15,14,4,15,0,1,31,9.20792,4.45545,2.06667,1.18812,0.233083,0.112782,0.12030075490474701,0.239316,1.41914,0.292683,0.748663,,,4.50917,0.087739,0.266884,999,,,,"sa3011597"
"John King","STL",4,3,,4.26316,43,2,0,1,57,249,63,29,27,7,15,1,2,35,5.52632,2.36842,2.33333,1.10526,0.140562,0.060241,0.0803212858736515,0.271552,1.36842,0.294737,0.718475,,,4.5182,0.0876894,0.286452,999,,,,"22051"
"Blake Holub","MIL",4,4,,4.55696,43,1,0,0,55.3,243,54,30,28,8,23,0,2,51,8.30018,3.74322,2.21739,1.30199,0.209877,0.0946502,0.11522632837295532,0.247706,1.39241,0.289308,0.714286,,,4.64745,0.0858878,0.118422,999,,,,"sa3018147"
"Ryan Thompson","ARI",3,3,,4.09091,43,0,0,12,44,186,43,22,20,6,14,1,2,38,7.77273,2.86364,2.71429,1.22727,0.204301,0.0752688,0.12903225421905518,0.252941,1.29545,0.293651,0.720165,,,4.3914,0.085075,0.232515,740.5399780273438,,,,"16647"
"Orlando Ortiz-Mayr","LAD",7,7,,5.27586,23,10,0,0,87,395,94,55,51,13,35,0,10,59,6.10345,3.62069,1.68571,1.34483,0.149367,0.0886076,0.06075949966907501,0.268571,1.48276,0.291367,0.66787,,,5.39297,0.0841703,-0.100763,999,,,,"sa3018181"
"Robinson Pina","PHI",4,6,,5.55018,27,13,0,0,82.7,381,86,55,51,13,47,0,6,72,7.83555,5.11487,1.53191,1.41475,0.188976,0.12336,0.06561679393053055,0.262195,1.60822,0.300412,0.679443,,,5.47995,0.0816086,-0.183224,999,,,,"sa3003123"
"Ben Bowden","ATL",4,3,,4.59184,46,0,0,0,49,218,46,27,25,7,26,1,1,57,10.4694,4.77551,2.19231,1.28571,0.261468,0.119266,0.14220184832811356,0.240838,1.46939,0.307087,0.723473,,,4.43871,0.0811689,0.0432681,999,,,,"20198"
"Alek Jacob","SDP",2,1,,4.15704,31,1,0,1,43.3,186,39,22,20,6,15,0,5,43,8.93764,3.11778,2.86667,1.24711,0.231183,0.0806452,0.1505376398563385,0.23494,1.24711,0.282051,0.701754,,,4.45596,0.0802768,0.128339,999,,,,"29628"
"Ty Tice","WSN",2,2,,4.91228,39,2,0,0,51.3,231,50,30,28,7,25,0,4,50,8.77193,4.38596,2,1.22807,0.21645,0.108225,0.10822510719299316,0.247525,1.46199,0.296552,0.690184,,,4.77551,0.0801796,-0.0439847,999,,,,"20177"
"Evan Kravetz","CIN",2,3,,5.49153,29,5,0,0,59,269,61,39,36,10,30,0,3,54,8.23729,4.57627,1.8,1.52542,0.200743,0.111524,0.08921933174133301,0.258475,1.54237,0.296512,0.675325,,,5.30589,0.0767259,-0.13566,999,,,,"sa3010559"
"Justin Wilson","CIN",1,1,,5,22,0,0,1,18,78,19,11,10,3,6,0,0,17,8.5,3,2.83333,1.5,0.217949,0.0769231,0.14102564007043839,0.263889,1.38889,0.307692,0.673077,,,4.53282,0.0753798,-0.0510417,999,,,,"4301"
"Reed Garrett","NYM",2,2,,5.24781,28,0,0,1,34.3,159,37,22,20,4,17,1,1,30,7.87172,4.46064,1.76471,1.04956,0.188679,0.106918,0.08176100999116898,0.262411,1.57434,0.308411,0.661157,,,4.59615,0.0752724,-0.403409,999,,,,"16866"
"Lucas Knowles","WSN",4,5,,5,32,5,0,0,63,279,68,38,35,10,24,0,2,47,6.71429,3.42857,1.95833,1.42857,0.168459,0.0860215,0.08243726938962936,0.268775,1.46032,0.295918,0.692308,,,5.06456,0.0729508,0.00362584,999,,,,"sa3011676"
"Blake Goldsberry","COL",2,2,,5.16971,31,2,0,0,38.3,171,41,24,22,6,15,0,2,31,7.2846,3.5248,2.06667,1.40992,0.181287,0.0877193,0.09356724470853806,0.266234,1.46214,0.299145,0.672269,,,5.00439,0.0719518,0.129811,999,,,,"sa3014978"
"Thomas Farr","CIN",4,7,,6,22,22,0,0,93,427,106,67,62,16,37,0,12,56,5.41935,3.58065,1.51351,1.54839,0.131148,0.0866511,0.04449647665023804,0.280423,1.53763,0.294118,0.630182,,,5.86794,0.0715514,-0.22346,999,,,,"sa3017720"
"Brooks Kriske","CIN",1,3,,5.34125,29,0,0,0,33.7,149,30,22,20,6,18,1,2,42,11.2166,4.80712,2.33333,1.60237,0.281879,0.120805,0.16107381880283356,0.232558,1.42433,0.296296,0.656566,,,4.85741,0.0701272,-0.226074,999,,,,"21189"
"Seth Halvorsen","COL",1,2,,4.96933,17,0,0,0,16.3,71,18,10,9,2,5,0,0,10,5.52147,2.76074,2,1.10429,0.140845,0.0704225,0.07042253762483597,0.272727,1.41104,0.296296,0.643564,,,4.54338,0.0669487,0.0318308,999,,,,"sa3022586"
"Parker Dunshee","ATL",4,5,,5.06024,27,11,0,0,74.7,336,77,45,42,11,33,0,9,61,7.3494,3.9759,1.84848,1.3253,0.181548,0.0982143,0.0833333283662796,0.261905,1.47256,0.297297,0.687104,,,5.22291,0.0644143,0.276235,999,,,,"sa873274"
"Jacob Barnes","WSN",1,2,,5.11628,31,0,0,1,38.7,175,41,24,22,5,17,0,1,32,7.44186,3.95349,1.88235,1.16279,0.182857,0.0971429,0.08571428060531616,0.261146,1.49871,0.3,0.666667,,,4.67623,0.0627692,-0.248895,999,,,,"12323"
"Colin Selby","PIT",1,3,,4.84472,40,3,0,1,48.3,220,45,28,26,6,28,1,4,52,9.68944,5.21739,1.85714,1.11801,0.236364,0.127273,0.1090909093618393,0.239362,1.51139,0.3,0.696594,,,4.70432,0.0624293,0.046828,999,,,,"24986"
"J.P. Feyereisen","LAD",4,3,,4.3326,42,1,0,1,45.7,188,40,24,22,8,20,0,0,49,9.64989,3.93873,2.45,1.57549,0.260638,0.106383,0.15425531566143036,0.238095,1.31291,0.288288,0.737705,,,4.69924,0.0621168,0.112618,999,,,,"16610"
"J.C. Flowers","PIT",2,4,,5.10055,27,5,0,0,54.7,250,59,34,31,7,27,0,2,40,6.58135,4.44241,1.48148,1.15174,0.16,0.108,0.05199999362230301,0.266968,1.57221,0.298851,0.682415,,,5.04663,0.0614454,-0.0325416,999,,,,"sa3011493"
"Richard Bleier","WSN",1,1,,5,37,1,0,1,36,157,42,22,20,6,6,2,2,23,5.75,1.5,3.83333,1.5,0.146497,0.0382166,0.1082802563905716,0.281879,1.33333,0.3,0.656566,,,4.8106,0.0608328,-0.156489,999,,,,"7803"
"Jacob Misiorowski","MIL",3,4,,5.30121,22,22,0,0,74.7,346,62,48,44,11,48,0,20,87,10.4819,5.78313,1.8125,1.3253,0.251445,0.138728,0.11271676421165466,0.223022,1.47256,0.283333,0.655391,,,5.57097,0.0590671,0.112096,999,,,,"sa3020644"
"Tyler Samaniego","PIT",2,2,,4.83221,40,1,0,0,44.7,199,43,26,24,5,22,1,3,39,7.85235,4.42953,1.77273,1.00671,0.19598,0.110553,0.08542712777853012,0.247126,1.45414,0.292308,0.672414,,,4.64207,0.0588588,-0.0433082,999,,,,"sa3017876"
"Eric Orze","NYM",3,4,,4.55696,36,1,0,0,55.3,246,50,30,28,7,31,0,3,59,9.60217,5.04521,1.90323,1.13924,0.239837,0.126016,0.1138211339712143,0.235849,1.46474,0.294521,0.716292,,,4.61128,0.0585205,-0.0219932,999,,,,"sa3014793"
"Daniel Hudson","LAD",3,2,,4.17857,30,0,1,12,28,118,25,14,13,5,11,0,1,34,10.9286,3.53571,3.09091,1.60714,0.288136,0.0932203,0.19491524994373322,0.235849,1.28571,0.298507,0.758621,,,4.43361,0.0578322,0.110167,612.4099731445312,,,,"7146"
"Sam Moll","CIN",2,2,,4.87427,59,1,0,7,51.7,225,47,30,28,8,24,6,5,53,9.22631,4.17795,2.20833,1.39265,0.235556,0.106667,0.12888889014720917,0.239796,1.37331,0.288889,0.685619,,,4.89914,0.0565852,0.0439885,999,,,,"14874"
"Dedniel Núñez","NYM",2,4,,4.91228,33,1,0,0,51.3,231,51,30,28,7,26,1,1,51,8.94737,4.5614,1.96154,1.22807,0.220779,0.112554,0.10822511464357376,0.25,1.50097,0.30137,0.699405,,,4.61956,0.0547948,-0.237464,999,,,,"sa3004203"
"Ben Leeper","CHC",3,2,,4.38462,37,0,0,0,39,167,36,21,19,5,16,0,3,37,8.53846,3.69231,2.3125,1.15385,0.221557,0.0958084,0.12574850022792816,0.243243,1.33333,0.292453,0.688889,,,4.48581,0.0544068,0.0321265,999,,,,"sa3014907"
"Dylan Spain","COL",2,2,,5.10811,25,2,0,0,37,164,42,23,21,6,11,0,3,26,6.32432,2.67568,2.36364,1.45946,0.158537,0.0670732,0.09146340936422348,0.28,1.43243,0.305085,0.672646,,,5.09288,0.0530544,0.158573,999,,,,"sa3017134"
"Yacksel Ríos","NYM",2,2,,4.63636,29,0,0,1,33,146,30,18,17,4,18,0,2,33,9,4.90909,1.83333,1.09091,0.226027,0.123288,0.10273972898721695,0.238095,1.45455,0.292135,0.707547,,,4.64898,0.0530216,-0.0646356,999,,,,"15007"
"Stephen Nogosek","WSN",1,2,,4.7607,26,1,0,0,39.7,176,39,23,21,6,18,0,2,38,8.61461,4.0806,2.11111,1.3602,0.215909,0.102273,0.11363636702299118,0.25,1.43577,0.294643,0.699588,,,4.81675,0.0424897,-0.0310287,999,,,,"19545"
"Robert Gsellman","WSN",2,2,,5.24781,19,5,0,1,34.3,152,37,22,20,5,13,0,3,23,6.03499,3.41108,1.76923,1.31195,0.151316,0.0855263,0.06578947603702545,0.272059,1.45773,0.296296,0.651163,,,5.20839,0.0419819,-0.0695709,999,,,,"13696"
"John Curtiss","COL",1,2,,5.25199,31,1,0,1,37.7,167,40,24,22,7,15,0,1,35,8.35544,3.5809,2.33333,1.67109,0.209581,0.0898204,0.11976047605276108,0.264901,1.45889,0.302752,0.685841,,,5.08528,0.0403461,0.052744,999,,,,"16128"
"Tristan Garnett","PHI",3,4,,4.82927,39,0,0,0,41,181,43,24,22,6,16,1,1,35,7.68293,3.5122,2.1875,1.31707,0.19337,0.0883978,0.10497236996889114,0.262195,1.43902,0.300813,0.6917,,,4.69406,0.0388357,-0.121563,999,,,,"sa3017473"
"Nolan Clenney","NYM",2,3,,4.83536,32,0,0,0,57.7,257,58,34,31,8,25,0,3,57,8.89081,3.89948,2.28,1.24783,0.22179,0.0972763,0.12451361864805222,0.253275,1.43847,0.304878,0.682451,,,4.53754,0.0361282,-0.370382,999,,,,"sa3015328"
"Blake Weiman","CHC",3,4,,4.59184,39,0,0,0,49,211,50,27,25,7,15,0,2,39,7.16327,2.7551,2.6,1.28571,0.184834,0.0710901,0.11374407261610031,0.257732,1.32653,0.290541,0.688406,,,4.56116,0.0275356,-0.0209562,999,,,,"sa3004211"
"Nick Mears","COL",2,3,,5.03817,39,0,0,11,39.3,178,37,24,22,6,24,1,2,44,10.0763,5.49618,1.83333,1.37405,0.247191,0.134831,0.11235955357551575,0.243421,1.55216,0.303922,0.703422,,,4.98532,0.027273,0.086241,999,,,,"25376"
"Wilking Rodríguez","STL",1,1,,4.31138,17,0,0,0,16.7,75,17,9,8,2,8,1,0,15,8.08383,4.31138,1.875,1.07784,0.2,0.106667,0.09333333373069763,0.253731,1.49701,0.3,0.720721,,,4.45265,0.0236782,0.000115249,999,,,,"8801"
"Jeremiah Estrada","SDP",1,2,,4.28571,36,0,0,11,42,185,35,22,20,6,24,1,2,51,10.9286,5.14286,2.125,1.28571,0.275676,0.12973,0.1459459513425827,0.220126,1.40476,0.284314,0.731225,,,4.54075,0.0230716,-0.00446667,749.739990234375,,,,"22210"
"Brandon Hughes","ARI",2,3,,4.07143,39,0,0,1,42,182,37,21,19,5,19,1,4,44,9.42857,4.07143,2.31579,1.07143,0.241758,0.104396,0.13736263662576675,0.232704,1.33333,0.290909,0.714286,,,4.35028,0.0222858,0.221957,999,,,,"23460"
"Daniel Martinez","ATL",4,5,,5.20295,22,15,0,0,81.3,373,90,51,47,13,35,0,8,61,6.75277,3.87454,1.74286,1.43911,0.163539,0.0938338,0.06970509141683578,0.272727,1.53752,0.300781,0.692884,,,5.41986,0.0216571,0.227627,999,,,,"sa3007734"
"Rico Garcia","WSN",2,4,,5.29412,28,5,0,0,52.7,238,55,34,31,9,26,0,1,49,8.36812,4.44023,1.88462,1.537,0.205882,0.109244,0.09663865715265274,0.260664,1.537,0.300654,0.687135,,,5.15257,0.0206158,-0.188823,999,,,,"20023"
"Chance Adams","COL",1,2,,5.76659,26,4,0,0,43.7,199,51,30,28,7,16,0,3,28,5.76659,3.29519,1.75,1.44165,0.140704,0.080402,0.06030150502920151,0.283333,1.53318,0.303448,0.646853,,,5.3603,0.0185321,0.021548,999,,,,"18135"
"Ryder Ryan","PIT",2,5,,4.77551,43,1,0,1,49,218,49,28,26,6,21,0,4,43,7.89796,3.85714,2.04762,1.10204,0.197248,0.0963303,0.10091743618249893,0.253886,1.42857,0.298611,0.681818,,,4.62239,0.0179132,-0.00236903,999,,,,"19891"
"Fineas Del Bonta-Smith","PIT",2,3,,4.56954,35,0,0,0,45.3,199,46,25,23,6,18,1,2,38,7.54967,3.57616,2.11111,1.19205,0.190955,0.0904523,0.10050251334905624,0.256983,1.4128,0.296296,0.701439,,,4.62369,0.0173334,0.0358223,999,,,,"sa3010821"
"Burch Smith","MIA",1,3,,5.25,24,4,0,1,48,219,54,30,28,7,20,0,3,38,7.125,3.75,1.9,1.3125,0.173516,0.0913242,0.08219177275896072,0.27551,1.54167,0.311258,0.685358,,,5.00504,0.0166223,-0.0869448,999,,,,"12784"
"Austin Roberts","MIA",3,4,,4.78125,40,1,0,0,64,288,68,37,34,8,25,0,5,52,7.3125,3.51562,2.08,1.125,0.180556,0.0868056,0.09375,0.263566,1.45312,0.30303,0.684597,,,4.66129,0.016106,-0.0739018,999,,,,"sa3010254"
"Gus Varland","LAD",3,3,,4.89681,41,4,0,1,53.3,241,53,31,29,8,25,1,4,51,8.61163,4.22139,2.04,1.35084,0.211618,0.103734,0.10788381844758987,0.25,1.46341,0.294118,0.703593,,,4.92483,0.0147975,-0.0428763,750.3699951171875,,,,"24737"
"Josh Hejka","NYM",2,3,,4.8913,27,1,0,0,46,206,49,27,25,5,16,1,6,32,6.26087,3.13043,2,0.978261,0.15534,0.0776699,0.0776699036359787,0.266304,1.41304,0.29932,0.655172,,,4.71156,0.0145216,-0.210624,999,,,,"sa3011152"
"Spencer Stockton","CIN",2,4,,5.625,26,3,0,0,48,216,51,32,30,8,21,0,3,39,7.3125,3.9375,1.85714,1.5,0.180556,0.0972222,0.0833333283662796,0.265625,1.5,0.296552,0.657895,,,5.29671,0.0111735,-0.191315,999,,,,"sa3011500"
"Jose A. Ferrer","WSN",4,4,,4.61538,61,0,0,1,66.3,290,68,37,34,9,22,1,4,52,7.05882,2.98643,2.36364,1.22172,0.17931,0.0758621,0.1034482792019844,0.257576,1.35747,0.29064,0.684755,,,4.62759,0.00937274,-0.0244807,999,,,,"24017"
"Justin Bruihl","CIN",3,5,,4.92453,49,1,0,1,53,230,53,31,29,8,20,3,4,44,7.4717,3.39623,2.2,1.35849,0.191304,0.0869565,0.10434781759977341,0.257282,1.37736,0.292208,0.679612,,,4.91542,0.00580574,0.0300378,999,,,,"23779"
"David Griffin","NYM",3,6,,5.52524,20,14,0,0,73.3,338,82,49,45,11,35,0,5,51,6.26194,4.29741,1.45714,1.35061,0.150888,0.10355,0.04733728617429733,0.275168,1.59618,0.300847,0.669291,,,5.45149,0.00515121,-0.349193,999,,,,"sa3015136"
"Frankie Scalzo Jr.","CHC",3,5,,4.61538,37,1,0,0,66.3,286,68,37,34,9,23,1,3,49,6.65158,3.12217,2.13043,1.22172,0.171329,0.0804196,0.09090910106897354,0.261538,1.37255,0.292079,0.688776,,,4.71809,0.003802,0.00637903,999,,,,"sa3017724"
"Matt Koch","COL",2,5,,5.57789,48,3,0,1,59.7,269,68,40,37,10,21,0,4,48,7.23618,3.16583,2.28571,1.50754,0.178439,0.0780669,0.10037174820899963,0.278689,1.49079,0.311828,0.653333,,,5.08084,0.00239381,-0.0228457,999,,,,"13420"
"M.D. Johnson","MIA",4,6,,5.30547,21,21,0,0,93.3,426,101,59,55,14,46,0,8,66,6.36656,4.4373,1.43478,1.35048,0.15493,0.107981,0.04694835841655731,0.271505,1.57556,0.297945,0.690738,,,5.52728,0.00187666,0.249016,999,,,,"sa3010364"
"Lake Bachar","SDP",3,4,,4.8,32,4,0,0,60,270,61,35,32,9,27,0,3,52,7.8,4.05,1.92593,1.35,0.192593,0.1,0.09259258955717087,0.254167,1.46667,0.290503,0.702918,,,4.97171,0.00153293,-0.124076,999,,,,"sa917993"
"Nick Hernandez","SDP",3,3,,4.5,43,0,0,0,54,232,47,29,27,7,25,0,3,54,9,4.16667,2.16,1.16667,0.232759,0.107759,0.1250000074505806,0.230392,1.33333,0.27972,0.691318,,,4.49578,-0.000908061,-0.08004,999,,,,"19281"
"Colten Brewer","CHC",1,0,,4.84848,23,1,0,1,29.7,131,29,17,16,4,13,0,2,27,8.18182,3.93939,2.07692,1.21212,0.206107,0.0992366,0.10687022656202316,0.25,1.41414,0.294118,0.686813,,,4.70285,-0.0074337,-0.0207496,999,,,,"12997"
"Kyle Crick","NYM",2,3,,4.73684,32,0,0,0,32.3,141,26,18,17,4,18,0,4,37,10.3096,5.01548,2.05556,1.11455,0.262411,0.12766,0.13475178182125092,0.218487,1.36223,0.282051,0.677083,,,4.61727,-0.00848668,-0.102725,999,,,,"13182"
"Chris Rodriguez","ARI",1,3,,5.12035,22,8,0,0,45.7,211,48,28,26,6,25,0,3,37,7.28665,4.92341,1.48,1.18162,0.175355,0.118483,0.056872040033340454,0.262295,1.59737,0.3,0.696594,,,5.18064,-0.00859722,0.0753582,999,,,,"22310"
"Samuel Reyes","WSN",3,5,,5.02793,29,4,0,0,53.7,242,55,32,30,8,28,1,2,46,7.7095,4.69274,1.64286,1.34078,0.190083,0.115702,0.07438015937805176,0.259434,1.54562,0.297468,0.710306,,,5.15448,-0.00895103,0.0211424,999,,,,"sa3003036"
"Kyle Backhus","ARI",4,5,,4.47684,43,1,0,0,58.3,260,58,31,29,7,27,0,3,51,7.87307,4.1681,1.88889,1.08062,0.196154,0.103846,0.0923076942563057,0.252174,1.45798,0.296512,0.718085,,,4.6101,-0.0121404,0.186776,999,,,,"sa3017068"
"Domingo Gonzalez","ATL",4,5,,4.90674,31,7,0,0,69.7,318,71,41,38,10,34,0,8,62,8.00574,4.39024,1.82353,1.29125,0.194969,0.106918,0.08805031329393387,0.257246,1.50646,0.29902,0.703297,,,5.14887,-0.013379,0.224688,999,,,,"sa3007495"
"Geoff Hartlieb","COL",3,4,,5.52273,34,1,0,1,44,199,48,29,27,7,20,1,3,35,7.15909,4.09091,1.75,1.43182,0.175879,0.100503,0.07537689059972763,0.272727,1.54545,0.30597,0.670103,,,5.30049,-0.0159491,-0.0279277,999,,,,"19558"
"Kevin Gowdy","LAD",3,3,,5.11765,25,6,0,0,51,232,55,31,29,8,23,0,3,38,6.70588,4.05882,1.65217,1.41176,0.163793,0.0991379,0.06465516984462738,0.26699,1.52941,0.29375,0.703593,,,5.33347,-0.0181893,-0.0388974,999,,,,"sa917928"
"Jamison Hill","ARI",5,7,,5.08277,24,23,0,0,102.7,472,107,63,58,13,59,0,8,73,6.39727,5.1704,1.23729,1.13924,0.154661,0.125,0.029661014676094055,0.264198,1.61636,0.294671,0.696888,,,5.43615,-0.0184525,0.431444,999,,,,"sa3017935"
"Tyler Matzek","ATL",2,1,,4.2,49,0,0,10,45,195,40,23,21,6,24,3,2,47,9.4,4.8,1.95833,1.2,0.241026,0.123077,0.11794871836900711,0.236686,1.42222,0.293103,0.73741,,,4.63282,-0.0226234,0.215331,750.6699829101562,,,,"10058"
"Bobby Milacki","SDP",5,5,,4.77273,28,4,0,0,66,291,69,38,35,10,24,0,4,48,6.54545,3.27273,2,1.36364,0.164948,0.0824742,0.0824742242693901,0.262357,1.40909,0.287805,0.696203,,,5.04292,-0.0230139,-0.0587916,999,,,,"sa3007216"
"Thaddeus Ward","WSN",1,1,,5.5706,26,7,0,1,51.7,230,51,35,32,8,26,0,5,43,7.48549,4.52611,1.65385,1.39265,0.186957,0.113043,0.07391304522752762,0.256281,1.48936,0.290541,0.638298,,,5.40204,-0.0230931,-0.275165,999,,,,"21513"
"Austin Kitchen","COL",3,4,,5.30329,37,2,0,0,57.7,259,69,37,34,9,17,0,4,34,5.30329,2.65165,2,1.40381,0.131274,0.0656371,0.06563706696033478,0.289916,1.49047,0.307692,0.667575,,,5.19612,-0.0251422,0.103727,999,,,,"sa3015124"
"Eduardo Salazar","LAD",4,4,,5.11111,31,11,0,0,81,368,86,50,46,12,36,1,8,59,6.55556,4,1.63889,1.33333,0.160326,0.0978261,0.0625000074505806,0.265432,1.50617,0.29249,0.684411,,,5.35381,-0.0292315,-0.0352458,999,,,,"23135"
"Luke Farrell","WSN",2,3,,5.50296,28,7,0,0,50.7,232,55,34,31,8,24,0,3,39,6.92308,4.26035,1.625,1.42012,0.168103,0.103448,0.06465516239404678,0.268293,1.55819,0.297468,0.663717,,,5.36549,-0.0304521,-0.252307,999,,,,"15101"
"Carlos Guzman","NYM",4,6,,5.24051,32,8,0,0,79,360,82,50,46,11,40,0,5,62,7.06329,4.55696,1.55,1.25316,0.172222,0.111111,0.06111111491918564,0.260317,1.5443,0.293388,0.675422,,,5.20441,-0.030491,-0.35404,999,,,,"sa871477"
"Josan Méndez","MIA",3,3,,4.69274,37,0,0,0,53.7,235,60,30,28,6,15,0,3,29,4.86034,2.51397,1.93333,1.00559,0.123404,0.0638298,0.059574469923973083,0.276498,1.39665,0.296703,0.675676,,,4.63307,-0.0308113,-0.0208883,999,,,,"sa3006122"
"Erik Miller","SFG",1,2,,4.7929,46,2,0,0,50.7,230,44,29,27,6,35,1,2,59,10.4734,6.21302,1.68571,1.06509,0.256522,0.152174,0.104347825050354,0.227979,1.55819,0.296875,0.708215,,,4.65543,-0.0311924,-0.118504,999,,,,"26252"
"Cristian Charle","MIA",4,6,,4.74545,35,0,0,0,55,244,59,31,29,7,20,0,3,42,6.87273,3.27273,2.1,1.14545,0.172131,0.0819672,0.0901639387011528,0.266968,1.43636,0.302326,0.693642,,,4.63686,-0.0337975,-0.0481608,999,,,,"sa3006407"
"Nolan Watson","SDP",4,5,,5.19757,24,18,0,0,98.7,450,107,62,57,14,44,0,9,59,5.37994,4.01216,1.34091,1.2766,0.131111,0.0977778,0.03333333879709244,0.269521,1.52989,0.287037,0.677321,,,5.51441,-0.0351603,-0.109755,999,,,,"sa874732"
"Reid Schaller","WSN",2,4,,4.95,32,0,0,0,40,182,40,24,22,5,21,1,2,36,8.1,4.725,1.71429,1.125,0.197802,0.115385,0.08241758495569229,0.251572,1.525,0.29661,0.685185,,,4.80504,-0.0353579,-0.178823,999,,,,"sa3008023"
"Victor Vodnik","COL",2,3,,5.24838,37,2,0,1,46.3,211,47,29,27,7,26,0,2,44,8.55292,5.054,1.69231,1.36069,0.208531,0.123223,0.08530805259943008,0.256831,1.57667,0.30303,0.696203,,,5.13409,-0.0386645,0.142218,748.2899780273438,,,,"24614"
"Jake Wong","CIN",3,5,,5.93703,28,6,0,0,66.7,308,76,48,44,12,32,0,3,47,6.34183,4.31784,1.46875,1.61919,0.152597,0.103896,0.048701293766498566,0.278388,1.61919,0.299065,0.657895,,,5.75879,-0.038714,-0.45916,999,,,,"23095"
"Michael Rucker","PHI",1,3,,5.30357,42,1,0,1,56,249,59,36,33,9,23,0,3,50,8.03571,3.69643,2.17391,1.44643,0.200803,0.0923695,0.10843374580144882,0.264574,1.46429,0.304878,0.662824,,,4.95147,-0.0400214,-0.417035,999,,,,"19454"
"Tyler Myrick","SFG",2,3,,4.68085,42,0,0,0,42.3,188,46,24,22,5,15,0,2,31,6.59574,3.19149,2.06667,1.06383,0.164894,0.0797872,0.08510638028383255,0.269006,1.44208,0.303704,0.685185,,,4.53164,-0.0446436,-0.157412,999,,,,"sa3017541"
"Jimmy Yacabonis","NYM",2,4,,5.45455,30,1,0,0,36.3,168,38,24,22,5,19,1,3,33,8.18182,4.71074,1.73684,1.23967,0.196429,0.113095,0.0833333283662796,0.260274,1.57025,0.305556,0.66,,,5.04567,-0.0477428,-0.446147,999,,,,"15157"
"Robert Suarez","SDP",3,4,,4.4226,40,1,26,4,40.7,170,34,22,20,6,18,1,3,41,9.06634,3.98034,2.27778,1.32678,0.241176,0.105882,0.1352941170334816,0.228188,1.27764,0.27451,0.688073,,,4.70467,-0.0486614,-0.0290376,191.11000061035156,,,,"30115"
"Reagan Todd","COL",3,4,,5.11628,40,0,0,0,38.7,175,38,24,22,6,21,1,3,40,9.30233,4.88372,1.90476,1.39535,0.228571,0.12,0.10857143253087997,0.251656,1.52455,0.304762,0.6917,,,5.06383,-0.0504802,0.0534317,999,,,,"sa3006946"
"Cole Waites","SFG",3,4,,4.98542,35,2,0,0,34.3,157,32,21,19,4,23,0,0,36,9.44606,6.03499,1.56522,1.04956,0.229299,0.146497,0.08280254900455475,0.238806,1.6035,0.297872,0.688259,,,4.68361,-0.0550723,-0.20457,999,,,,"25665"
