Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jacob Misiorowski","MIL",1,1,,4.79539,17,0,0,1,17,77,15,10,9,2,10,,3,19,10.2365,5.12457,1.99753,1.27515,0.25236,0.126336,0.12602388858795166,0.22677,1.42402,0.286367,0.69143,,,5.03715,-0.0222726,-0.0269573,999,,,,"sa3020644"
"Andre Granillo","STL",1,1,,4.62805,19,0,0,1,19,84,18,10,10,3,10,,1,18,8.45424,4.68908,1.80296,1.32108,0.211626,0.117377,0.09424915909767151,0.244461,1.47182,0.286817,0.729406,,,4.93268,-0.0223327,0.000251179,999,,,,"sa3016913"
"Luis Patiño","SDP",1,2,,4.7461,25,0,0,1,25,110,24,14,13,4,11,,1,21,7.45269,4.09477,1.82005,1.34561,0.18854,0.10359,0.08494933694601059,0.250523,1.43066,0.283226,0.707965,,,5.03488,-0.0236227,-0.0419418,749.739990234375,,,,"22815"
"Thaddeus Ward","WSN",1,1,,5.14749,19,0,0,1,19,84,19,12,11,3,9,,1,16,7.56576,4.44563,1.70184,1.30782,0.189513,0.111357,0.07815539836883545,0.256925,1.48774,0.2944,0.675487,,,5.16627,-0.0236232,-0.0482605,999,,,,"21513"
"Daysbel Hernández","ATL",3,4,,4.4391,54,0,0,7,54,239,49,28,27,8,28,,3,61,10.2425,4.72697,2.16682,1.27282,0.257416,0.118799,0.13861659169197083,0.236406,1.43384,0.299219,0.734855,,,4.55025,-0.0252641,0.0316443,999,,,,"20271"
"Matt Koch","COL",1,1,,5.61433,21,0,0,1,21,94,24,14,13,4,7,,1,16,6.98831,3.19301,2.18863,1.60327,0.172932,0.0790142,0.09391820430755615,0.282149,1.50517,0.311356,0.667103,,,5.25637,-0.0260196,-0.0232524,999,,,,"13420"
"Amos Willingham","WSN",1,2,,5.13781,24,0,0,1,24,107,26,15,14,4,9,,1,18,6.82005,3.3632,2.02785,1.4735,0.170558,0.0841077,0.08644997328519821,0.26871,1.45317,0.295811,0.682322,,,5.14503,-0.0270591,-0.056838,999,,,,"26128"
"JT Chargois","MIA",2,3,,4.37406,56,0,0,11,56,241,54,29,27,7,24,,4,51,8.17397,3.79431,2.15427,1.1543,0.210669,0.0977915,0.11287769675254822,0.251753,1.38443,0.299341,0.713152,,,4.5657,-0.0281488,0.14946,999,,,,"13767"
"Jayvien Sandridge","SDP",0,1,,5.26022,8,0,0,1,8,38,7,5,5,1,6,,1,8,9.48914,7.28373,1.30278,1.27671,0.224885,0.172619,0.052266404032707214,0.232596,1.69565,0.284759,0.715185,,,5.62366,-0.0283209,-0.029498,999,,,,"sa3007621"
"Tyler Matzek","ATL",3,2,,4.29885,58,0,0,10,58,254,53,30,28,8,30,,3,60,9.37684,4.61434,2.03211,1.22,0.238346,0.11729,0.12105607986450195,0.239018,1.42449,0.294329,0.735112,,,4.60318,-0.0300707,0.137455,750.6699829101562,,,,"10058"
"Erik Miller","SFG",1,2,,4.46262,44,0,0,1,44,197,39,23,22,5,27,,2,49,9.95915,5.56348,1.79009,1.06054,0.247398,0.138204,0.10919426381587982,0.230742,1.49816,0.294343,0.72325,,,4.55103,-0.0303858,-0.0186291,999,,,,"26252"
"Gus Varland","LAD",2,2,,4.76791,32,0,0,1,32,143,32,18,17,5,15,,2,30,8.40757,4.07863,2.06137,1.35242,0.209068,0.101422,0.10764594376087189,0.251411,1.44663,0.294094,0.711282,,,4.89063,-0.0319169,-0.0392581,750.3699951171875,,,,"24737"
"J.P. Feyereisen","LAD",3,3,,4.55424,46,0,0,1,46,195,43,25,23,8,20,,1,46,9.0267,3.84763,2.34604,1.56225,0.235999,0.100595,0.1354048103094101,0.244211,1.35628,0.287515,0.729232,,,4.84587,-0.0319475,-0.030076,999,,,,"16610"
"Jake Diekman","NYM",3,3,,4.25222,61,0,0,12,61,269,50,31,29,8,37,,4,74,10.9746,5.49509,1.99716,1.16921,0.276441,0.138417,0.13802379369735718,0.221054,1.43556,0.29171,0.737391,,,4.54197,-0.032625,0.0373921,999,,,,"5003"
"Yohan Ramírez","NYM",2,2,,4.50875,40,0,0,1,40,177,36,22,20,5,20,,5,42,9.34033,4.41782,2.11424,1.13367,0.233936,0.110648,0.12328839302062988,0.23474,1.38483,0.29041,0.694196,,,4.70091,-0.0338432,-0.0579235,999,,,,"19444"
"Randy Rodríguez","SFG",1,1,,4.83891,15,0,0,1,15,68,14,9,8,2,9,,1,15,8.84342,5.46978,1.61678,1.16916,0.215354,0.133199,0.08215425908565521,0.241914,1.54613,0.292239,0.708079,,,5.02987,-0.0343257,-0.0413211,999,,,,"sa3006366"
"Justin Slaten","NYM",4,4,,4.79864,62,0,1,12,62,277,62,35,33,9,30,,2,63,9.16215,4.37896,2.09231,1.31617,0.227487,0.108725,0.11876202374696732,0.252672,1.48721,0.30558,0.715712,,,4.66438,-0.0350539,0.0446393,999,,,,"sa3010309"
"Juan Sanchez","SFG",3,3,,4.43139,38,0,0,1,38,168,37,20,19,5,18,,2,35,8.22741,4.34971,1.89148,1.12772,0.20644,0.109142,0.09729819744825363,0.247754,1.44915,0.294005,0.717638,,,4.64499,-0.0379625,-0.0197861,999,,,,"sa3005444"
"Tony Santillan","CIN",1,2,,5.13377,33,0,0,1,33,149,32,20,19,5,19,,3,33,9.06361,5.06493,1.78948,1.42788,0.223033,0.124635,0.09839748591184616,0.248119,1.52413,0.296324,0.696759,,,5.22555,-0.0381401,-0.0337105,999,,,,"19926"
"Robert Gsellman","WSN",2,2,,5.11845,33,0,0,1,33,146,36,20,19,5,12,,2,23,6.13736,3.35814,1.8276,1.33148,0.154271,0.0844115,0.06985927373170853,0.273688,1.4621,0.298834,0.673135,,,5.13876,-0.0410788,-0.0591821,999,,,,"13696"
"Jaden Hill","COL",1,2,,5.81016,19,0,0,1,19,88,21,13,12,3,10,,2,15,7.15196,4.81732,1.48464,1.42741,0.171164,0.115291,0.05587386339902878,0.274511,1.63301,0.308356,0.668888,,,5.65876,-0.0412001,-0.0292137,999,,,,"sa3019731"
"Nick Avila","SFG",2,3,,4.65489,32,0,0,1,32,142,34,18,17,4,13,,1,25,6.96678,3.7052,1.88027,1.19078,0.174234,0.0926643,0.08156963437795639,0.266034,1.47689,0.301165,0.708981,,,4.74323,-0.0425615,-0.0520773,999,,,,"sa3011532"
"Cam Sanders","CHC",1,2,,4.83135,25,0,0,1,25,113,23,14,13,3,16,,2,26,9.33208,5.62226,1.65985,1.23562,0.228398,0.137602,0.09079617261886597,0.237424,1.53288,0.290795,0.712816,,,5.11008,-0.0427144,-0.0207809,999,,,,"sa3008067"
"Evan Justice","COL",2,3,,5.37484,33,0,0,1,33,153,32,21,20,5,21,,4,36,9.79928,5.60723,1.74761,1.4105,0.235104,0.134529,0.10057541728019714,0.248985,1.59317,0.306852,0.694375,,,5.3192,-0.0464496,-0.00951386,999,,,,"30008"
"Stephen Kolek","SDP",3,3,,4.58962,52,0,0,6,52,230,51,29,27,7,22,,4,44,7.60882,3.85545,1.97352,1.19386,0.190981,0.0967715,0.09420929849147797,0.252294,1.4171,0.291096,0.701005,,,4.81212,-0.0540756,-0.0837523,999,,,,"21487"
"Ken Giles","ATL",1,1,,4.92643,28,0,0,1,28,128,27,16,15,5,17,,1,31,10.0381,5.40993,1.8555,1.49501,0.243387,0.131171,0.11221630871295929,0.247069,1.57458,0.303675,0.737853,,,5.11134,-0.0555884,-0.0266299,750.9299926757812,,,,"12910"
"Sean Reynolds","SDP",1,1,,5.1832,19,0,0,1,19,87,18,12,11,3,12,,1,17,7.89242,5.55608,1.4205,1.32932,0.191707,0.134957,0.056749939918518066,0.247822,1.58285,0.284817,0.69825,,,5.45645,-0.0569266,-0.073977,999,,,,"sa917966"
"Riley Pint","COL",1,2,,5.44161,35,0,0,1,35,162,34,23,21,5,25,,4,37,9.4724,6.31886,1.49907,1.25271,0.226699,0.151226,0.07547231018543243,0.250099,1.65963,0.310339,0.685529,,,5.40172,-0.058533,-0.0291284,999,,,,"21858"
"Mychal Givens","MIA",2,3,,4.86088,38,0,0,1,38,170,38,22,21,5,18,,3,34,8.04098,4.28293,1.87745,1.26622,0.199975,0.106514,0.09346064925193787,0.255608,1.47899,0.298387,0.697151,,,4.92727,-0.061469,-0.0463679,999,,,,"10430"
"Matt Carasiti","COL",2,3,,5.52198,48,0,0,4,48,219,54,32,29,7,22,,3,39,7.32779,4.05227,1.80832,1.37806,0.178368,0.0986374,0.07973036170005798,0.278225,1.57866,0.315789,0.675192,,,5.1441,-0.065198,-0.0643303,999,,,,"13276"
"George Soriano","MIA",2,3,,4.60693,62,0,1,15,62,275,60,34,32,8,28,,5,58,8.4154,4.08535,2.0599,1.1992,0.211084,0.102473,0.10861080139875412,0.249649,1.42562,0.296906,0.707423,,,4.72963,-0.0723762,0.045803,999,,,,"21863"
"Declan Cronin","MIA",2,2,,4.86133,46,0,0,1,46,206,51,27,25,6,19,,3,31,5.98517,3.6678,1.63182,1.09759,0.148836,0.0912085,0.057627156376838684,0.276465,1.51238,0.306258,0.694267,,,4.92583,-0.0741051,-0.0668633,999,,,,"25645"
"Burch Smith","MIA",2,3,,5.13878,50,0,0,4,50,224,55,30,29,8,19,,3,39,6.98732,3.46376,2.01727,1.38175,0.172996,0.0857578,0.08723846077919006,0.272723,1.48968,0.304786,0.690586,,,5.00832,-0.124669,-0.130573,999,,,,"12784"
"Daniel Bard","COL",3,4,,5.43584,55,0,7,10,55,252,55,36,33,8,34,,5,54,8.76533,5.48764,1.59729,1.3867,0.212907,0.133293,0.07961420714855194,0.257736,1.60874,0.307462,0.691299,,,5.40525,-0.214485,-0.05099,743.5,,,,"7115"
