Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Brendan Donovan","STL",135.872,571.299,506.173,136.404,96.3792,26.1513,1.87127,12.0026,66.3719,61.948,48.5705,1.23023,78.3176,11.0655,4.22914,1.26071,13.4521,5.12898,1.69285,0.269481,0.0850176,0.137087,0.620173,0.343907,0.399677,0.326916,0.743584,0.130196,3.82475,0.296137,,-0.881447,74.5255,7.69602,111.171,-0.881447,0.51,6.750452935695648,-5.828572034835815,2.06005,238.85000610351562,,,,,,,639.1,4.699264705,639.1,4.699264705,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Keibert Ruiz","WSN",123.571,483.381,447.107,107.006,73.1764,20.5842,0.396404,12.8495,44.532,57.3252,25.3161,0.677168,56.0164,5.81146,4.29748,0.848652,8.8864,2.19761,0.623907,0.239331,0.0523731,0.115885,0.451941,0.286269,0.37336,0.287376,0.659629,0.134029,2.61383,0.246137,,-0.631031,47.6734,-8.87156,83.4542,-0.631031,4.38,-10.195008218288422,13.914799690246582,2.04664,201.85000610351562,,,,,,,429.3,3.462096774,429.3,3.462096774,,,,,,,,,,,,,,,,,,,"Keibert Ruiz","19610",660688
"Joey Ortiz","MIL",141.851,551.612,497.156,120.21,81.6406,24.5596,3.65414,10.3557,60.1722,55.2529,44.4133,0.655128,113.436,4.89749,3.26236,1.88254,10.4021,11.1093,3.23018,0.241795,0.0805154,0.205644,0.391528,0.308371,0.368385,0.297791,0.676757,0.12659,5.18535,0.291679,,-0.114746,59.0264,-5.50006,89.728,-0.114746,1.66,-6.890374608337879,7.842286229133606,1.99544,289,,,,,,,523.8,3.688732394,523.8,3.688732394,,,,,,,,,,,,,,,,,,,"Joey Ortiz","25493",687401
"Christian Yelich","MIL",121.515,530.591,457.612,120.074,80.7035,21.9445,2.3012,15.1243,69.1419,60.9372,65.0936,4.7253,114.164,3.50836,3.09538,1.14176,12.2305,21.153,4.47144,0.262391,0.122681,0.215164,0.570175,0.356456,0.419555,0.338308,0.77601,0.157163,5.59905,0.316666,,1.27856,74.0802,12.0127,116.999,1.27856,-0.27,12.064282298088074,-10.539124995470047,1.98235,117.26000213623047,,,,,,,665.9,5.458196721,665.9,5.458196721,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Seiya Suzuki","CHC",134.806,581.77,509.722,131.061,83.1489,25.5856,2.3871,19.9394,75.117,71.8393,61.0984,2.26265,145.031,6.27664,4.20898,0.463762,9.1044,13.532,4.36918,0.257122,0.105022,0.249293,0.421278,0.341362,0.434039,0.337001,0.775401,0.176916,4.96524,0.318436,,-0.233279,80.6136,12.5592,119.037,-0.233279,-0.01,13.010436534881592,-13.343085059896111,1.9665,88.5,,,,,,,714.8,5.294814814,714.8,5.294814814,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Mark Vientos","NYM",147.029,613.576,559.72,130.252,78.1298,24.5665,0.719824,26.8363,69.4675,81.6625,44.0839,1.29874,181.826,5.26609,4.02304,0.482482,11.3208,0.467321,0.205728,0.23271,0.0718476,0.296338,0.242452,0.292945,0.42301,0.309141,0.715955,0.190301,1.9535,0.291246,,-0.985731,71.2623,-0.512596,101.253,-0.985731,-2.93,-0.06612241268157959,-1.6641558408737183,1.93154,93.8499984741211,,,,,,,647,4.401360544,647,4.401360544,,,,,,,,,,,,,,,,,,,"Mark Vientos","22184",668901
"Pete Crow-Armstrong","CHC",138.926,535.963,490.145,116.688,76.6155,22.2385,5.16697,12.6674,65.6786,51.5296,31.6148,2.384,141.317,6.82454,3.45686,3.92213,6.26631,24.5497,6.50224,0.238069,0.058987,0.26367,0.223715,0.291571,0.382056,0.292051,0.673627,0.143987,7.1303,0.306289,,1.38724,54.8758,-7.82008,88.7823,1.38724,4.27,-5.802260994911194,6.413919448852539,1.90648,134.35000610351562,,,,,,,524.6,3.774100719,524.6,3.774100719,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Brenton Doyle","COL",143.63,596.97,544.861,136.035,86.0303,24.7914,4.22401,20.989,78.6303,64.2477,40.0128,0.669174,172.132,4.69102,4.44616,2.95947,7.80775,25.8119,5.55919,0.249669,0.0670265,0.288343,0.232454,0.304268,0.42624,0.315467,0.730508,0.176571,6.73599,0.322994,,1.88435,72.3732,2.54081,88.8925,1.88435,2.14,-6.044841647148132,4.3565123081207275,1.87876,76.73999786376953,,,,,,,676.9,4.700694444,676.9,4.700694444,,,,,,,,,,,,,,,,,,,"Brenton Doyle","25479",686668
"Luis García Jr.","WSN",135.065,548.346,510.696,136.719,95.6462,24.1657,2.40853,14.4982,62.4014,65.2658,29.6972,2.07997,87.5599,1.91611,5.04614,0.990393,11.3275,14.2531,4.99309,0.26771,0.0541578,0.15968,0.339164,0.307537,0.40963,0.309208,0.717166,0.141919,5.05891,0.295444,,-0.159576,63.7161,-0.428362,98.1488,-0.159576,-1.01,-1.3734195977449417,1.074336290359497,1.85501,123.87999725341797,,,,,,,577.4,4.277037037,577.4,4.277037037,,,,,,,,,,,,,,,,,,,"Luis Garcia Jr.","20391",671277
"Tommy Edman","LAD",129.869,527.733,481.292,117.686,79.1857,22.3455,2.97171,13.1836,68.9554,53.471,35.8199,1.10584,93.5692,4.9781,3.82208,1.80877,8.93543,24.7601,4.42575,0.244522,0.0678751,0.177304,0.382817,0.301351,0.385475,0.299355,0.686826,0.140953,6.5344,0.276198,,2.22133,57.1358,-4.59736,92.8517,2.22133,0.57,-2.2897450923919678,2.666296064853668,1.8539,176.25999450683594,,,,,,,542.2,4.17076923,542.2,4.17076923,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
