Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Mark Vientos","NYM",154,665,602,150,88,28,2,33,82,100,52,1,194,6,5,1,,1,0,0.249906,0.0778428,0.291901,0.266675,0.313251,0.465241,0.334296,0.778491,0.215335,2.50541,0.309861,-0.989836,-1.10093,90.6983,12.9079,118.184,-2.09077,-1.00083,12.36938738822937,0.32417118549346924,3.59926,103.37000274658203,,,,,,,816.7,5.303246753,816.7,5.303246753,,,,,,,,,,,,,,,,,,,"Mark Vientos","22184",668901
"Masyn Winn","STL",154,665,607,157,106,31,5,16,88,70,47,1,116,4,5,3,,14,4,0.258755,0.0705788,0.173972,0.405689,0.313483,0.404698,0.312206,0.718182,0.145944,5.65317,0.293742,1.07352,0.0700348,78.8756,1.08515,101.271,1.14355,3.27798,2.1540671586990356,10.40297555923462,3.58517,152.07000732421875,,,,,,,709.4,4.606493506,709.4,4.606493506,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Nico Hoerner","CHC",130,560,508,141,103,27,2,8,69,53,38,1,62,9,3,1,,26,5,0.276661,0.0679215,0.110447,0.614969,0.336574,0.386283,0.317682,0.722857,0.109622,5.85104,0.300146,0.869238,1.86488,68.8894,3.38165,106.034,2.73412,6.74519,6.774634122848511,8.745186805725098,3.52984,202.44000244140625,,,,,,,622.9,4.791538461,622.9,4.791538461,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Oneil Cruz","PIT",146,630,565,145,85,30,4,26,83,86,56,4,181,4,4,0,,20,4,0.255705,0.089593,0.287828,0.311273,0.325747,0.460543,0.337027,0.78629,0.204837,5.83067,0.3274,0.369516,1.25013,87.3096,13.6134,113.922,1.61964,-1.9674,12.107818365097046,-0.11739695072174072,3.40621,39.13999938964844,,,,,,,808,5.534246575,808,5.534246575,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Matt Olson","ATL",159,686,593,150,82,32,1,34,92,105,81,6,163,6,5,0,,1,0,0.252017,0.118229,0.237563,0.497673,0.345463,0.483373,0.354528,0.828835,0.231355,2.40098,0.287397,-0.35084,-1.15484,104.734,24.4866,127.095,-1.50568,1.05727,20.72122848033905,-11.192729353904724,3.34465,34.91999816894531,,,,,,,928,5.836477987,928,5.836477987,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Will Smith","LAD",126,501,434,109,68,21,2,19,65,66,52,4,89,9,6,0,,2,0,0.25101,0.103574,0.1781,0.58155,0.339926,0.436745,0.335851,0.776672,0.185736,3.43383,0.271981,-0.566718,-0.712486,68.958,10.352,117.416,-1.2792,1.18119,9.154699802398682,10.031190752983093,3.3221,105.77999877929688,,,,,,,614.1,4.873809523,614.1,4.873809523,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Nolan Arenado","STL",152,658,599,157,103,31,1,22,72,87,47,3,99,6,6,0,,3,2,0.26111,0.0714069,0.150865,0.473315,0.318202,0.425286,0.321044,0.743488,0.164177,2.75421,0.278392,-0.347472,-1.342,82.7257,5.75415,107.219,-1.68947,3.76804,3.9908361434936523,5.518041968345642,3.24627,230,,,,,,,741.7,4.879605263,741.7,4.879605263,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Ezequiel Tovar","COL",159,686,645,169,102,40,4,24,83,90,29,1,178,5,4,2,,9,4,0.262157,0.0422873,0.259702,0.16283,0.296982,0.447986,0.318997,0.744968,0.185828,4.87652,0.323956,-0.0520011,-0.797465,85.1157,4.86873,91.2684,-0.849467,9.10471,-8.012190580368042,16.45470666885376,3.23249,130.63999938964844,,,,,,,773.7,4.866037735,773.7,4.866037735,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Ozzie Albies","ATL",152,658,601,159,98,35,3,23,86,87,44,1,105,7,6,1,,12,3,0.264031,0.0668958,0.160174,0.417645,0.318542,0.447414,0.329779,0.765956,0.183383,5.15841,0.283419,0.960882,0.138295,87.3516,10.38,110.437,1.09918,-2.33725,9.311796188354492,0.012754678726196289,3.22723,68.70999908447266,,,,,,,791.6,5.207894736,791.6,5.207894736,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
"Jung Hoo Lee","SFG",143,616,562,162,114,33,4,12,68,70,45,3,53,5,3,2,,6,6,0.28783,0.0731143,0.0857447,0.852697,0.343951,0.420823,0.332139,0.764774,0.132992,3.61229,0.300057,0,-2.32483,82.9459,10.8874,115.186,-2.32483,-0.351968,8.861111640930176,1.848032146692276,3.22571,227.1699981689453,,,,,,,721.1,5.042657342,721.1,5.042657342,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
