Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Will Smith","LAD",126,501,430,108,68,20,2,18,67,67,52,4,91,11,8,0,,2,0,0.251586,0.103448,0.181488,0.57,0.341198,0.433404,0.33467,0.774602,0.181818,3.54892,0.273481,0,-0.64097,68.4815,9.87553,116.621,-0.64097,1.47273,9.316475093364716,10.322727680206299,3.75136,105.0199966430664,,,,,,,606.2,4.811111111,606.2,4.811111111,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Nico Hoerner","CHC",130,560,510,140,103,26,3,8,71,54,37,2,61,10,3,0,,25,5,0.275311,0.066343,0.108414,0.61194,0.334951,0.385435,0.31641,0.720387,0.110124,6.19501,0.297959,0,2.06657,68.316,2.8083,105.178,2.06657,10.1388,5.533736944198608,12.138775825500488,3.75116,201.0500030517578,,,,,,,616.2,4.74,616.2,4.74,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Tommy Edman","LAD",141,609,556,141,94,30,3,14,83,69,42,1,107,5,4,3,,26,3,0.253521,0.0685225,0.175589,0.390244,0.309677,0.394366,0.306691,0.704044,0.140845,6.654,0.28869,0,3.05869,69.5301,-1.70953,97.7893,3.05869,10.6323,1.4487299919128418,12.857316493988037,3.572,176.92999267578125,,,,,,,651.3,4.619148936,651.3,4.619148936,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Ian Happ","CHC",156,672,583,145,85,35,2,23,87,86,78,2,163,6,4,0,,12,3,0.249091,0.116719,0.242902,0.480519,0.342271,0.436364,0.338834,0.778635,0.187273,4.49722,0.304233,0,-0.277727,94.108,15.4988,120.271,-0.277727,3.34125,16.01166382431984,-3.858750343322754,3.5663,131.2100067138672,,,,,,,824.5,5.28525641,824.5,5.28525641,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"Mark Vientos","NYM",154,665,603,151,89,28,2,31,78,102,51,1,201,6,5,0,,0,0,0.25,0.0767857,0.301786,0.254438,0.3125,0.458661,0.331394,0.771161,0.208661,2.25397,0.318612,0,-1.14341,89.1453,11.3548,116.231,-1.14341,-1.01102,11.763670682907104,0.3139781951904297,3.53445,103.69999694824219,,,,,,,797.6,5.179220779,797.6,5.179220779,,,,,,,,,,,,,,,,,,,"Mark Vientos","22184",668901
"Ezequiel Tovar","COL",159,686,646,171,101,41,4,24,84,94,28,1,180,4,4,3,,7,4,0.264274,0.0414747,0.262673,0.157895,0.297839,0.453507,0.321277,0.751347,0.189233,4.59658,0.328605,0,-1.27976,86.3747,6.12779,92.8032,-1.27976,10.967,-7.183436632156372,18.316973209381104,3.50917,129.25,,,,,,,777,4.886792452,777,4.886792452,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Matt McLain","CIN",138,595,524,133,78,30,4,21,78,83,59,1,164,10,2,0,,19,7,0.254237,0.0988806,0.276119,0.358108,0.339552,0.449153,0.342446,0.788705,0.194915,6.1029,0.32899,0,-0.0709846,85.0543,15.4523,113.682,-0.0709846,3.01161,9.663563027977943,4.436606526374817,3.50259,93.51000213623047,,,,,,,751.5,5.445652173,751.5,5.445652173,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Nolan Arenado","STL",152,658,598,158,104,32,1,20,69,87,48,3,96,6,7,0,,2,2,0.263757,0.0724138,0.146552,0.494118,0.32069,0.42315,0.320974,0.74384,0.159393,2.41636,0.281395,0,-1.68287,82.6884,5.71684,107.172,-1.68287,5.76861,3.9601237773895264,7.5186086893081665,3.44852,230.38999938964844,,,,,,,733.5,4.825657894,733.5,4.825657894,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Corbin Carroll","ARI",156,672,582,149,91,26,11,21,111,88,69,1,136,12,5,3,,35,6,0.25614,0.103343,0.202128,0.511278,0.345038,0.449123,0.344309,0.794161,0.192982,8.43815,0.296912,0,3.1088,97.0692,18.4599,119.776,3.1088,-1.33011,19.000114917755127,-8.030104994773865,3.44413,8.460000038146973,,,,,,,880.6,5.644871794,880.6,5.644871794,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Pete Crow-Armstrong","CHC",133,574,524,130,84,22,7,16,82,73,32,2,149,9,3,6,,33,6,0.24898,0.0558659,0.258845,0.215827,0.301318,0.412245,0.307995,0.713563,0.163265,8.42713,0.315634,0,3.05955,66.1363,-1.00912,99.5137,3.05955,9.27926,2.7257655262947083,11.329264402389526,3.4257,135.07000732421875,,,,,,,627,4.714285714,627,4.714285714,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Matt Olson","ATL",159,686,594,150,81,35,1,34,89,106,81,6,160,6,5,0,,1,0,0.252205,0.117557,0.233588,0.503268,0.345038,0.483245,0.353953,0.828283,0.231041,2.39824,0.286822,0,-1.06349,104.416,24.169,126.708,-1.06349,1.56671,20.845813870429993,-10.683289527893066,3.40889,35.88999938964844,,,,,,,935.7,5.88490566,935.7,5.88490566,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Brenton Doyle","COL",154,665,608,154,100,25,5,23,87,87,42,1,189,5,6,4,,27,5,0.252485,0.0636364,0.283636,0.224359,0.303474,0.423459,0.313441,0.726933,0.170974,6.68535,0.324324,0,2.20658,79.5363,1.74592,87.5288,2.20658,15.7246,-7.710645437240601,18.099565505981445,3.36005,76.12000274658203,,,,,,,749.9,4.869480519,749.9,4.869480519,,,,,,,,,,,,,,,,,,,"Brenton Doyle","25479",686668
"James Wood","WSN",139,602,529,140,85,30,5,20,83,78,68,2,163,3,2,0,,18,6,0.264479,0.113559,0.271186,0.41875,0.350847,0.455598,0.349416,0.806446,0.19112,6.01738,0.344118,0,-0.0222377,89.4323,19.0114,125.211,-0.0222377,0.910511,18.12687309831381,-6.439489424228668,3.27748,56.470001220703125,,,,,,,788.9,5.675539568,788.9,5.675539568,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"J.T. Realmuto","PHI",126,501,453,117,74,23,3,17,61,62,35,2,124,9,3,0,,8,3,0.2575,0.0701357,0.246606,0.284404,0.321267,0.435,0.326501,0.756267,0.1775,5.11426,0.315412,0,-0.702813,65.1875,6.58149,108.834,-0.702813,1.33761,4.589890956878662,10.187615156173706,3.24925,140.97999572753906,,,,,,,584.6,4.639682539,584.6,4.639682539,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Brandon Nimmo","NYM",131,567,490,123,79,23,4,17,76,65,64,0,126,10,3,1,,8,1,0.251397,0.11254,0.221865,0.507246,0.347826,0.418994,0.337413,0.76682,0.167598,5.43567,0.302872,0,0.0629595,78.755,12.4284,120.282,0.0629595,5.85038,13.81483056396246,-1.5246167182922363,3.21936,191.55999755859375,,,,,,,682.5,5.209923664,682.5,5.209923664,,,,,,,,,,,,,,,,,,,"Brandon Nimmo","12927",607043
"Oneil Cruz","PIT",146,630,568,144,84,30,4,26,86,86,56,4,180,3,3,0,,21,3,0.253308,0.088586,0.286201,0.309524,0.321976,0.457467,0.33394,0.779443,0.204159,6.37964,0.323529,0,1.89629,85.7445,12.0483,111.844,1.89629,-2.54571,10.819350838661194,-0.6957143545150757,3.21227,40.209999084472656,,,,,,,801.1,5.486986301,801.1,5.486986301,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Pete Alonso","NYM",154,665,576,140,79,27,1,34,85,103,70,7,153,14,5,0,,4,0,0.243772,0.104777,0.229584,0.456376,0.337442,0.469751,0.345567,0.807193,0.225979,3.41553,0.27013,0,-0.409501,96.7312,18.9408,125.771,-0.409501,0.767368,20.08354490995407,-11.35763156414032,3.18829,50.13999938964844,,,,,,,871.2,5.657142857,871.2,5.657142857,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
