Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Michael King","SDP",14,8,,3.26786,31,31,0,0,,177,743,151,70,64,18,62,,7,195,9.91071,3.16071,3.13559,0.910714,0.262784,0.0838068,0.17897724360227585,0.224138,1.20238,0.288991,0.763187,,,3.45815,3.53354,3.88893,63.38999938964844,,,,,,,878.7999999999998,4.9649717514124285,834,4.711864406779661,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Blake Snell","LAD",10,6,,3.38346,29,29,0,0,,149,619,112,61,56,16,67,,2,197,11.9098,4.06015,2.93333,0.947368,0.318841,0.108696,0.21014491468667984,0.204082,1.20301,0.286667,0.754986,,,3.28678,3.42947,3.17537,45.540000915527344,,,,,,,801.6000000000001,5.3798657718120815,724,4.859060402684563,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Reynaldo López","ATL",11,5,,3.19835,31,31,0,0,,166,681,140,63,59,16,55,,3,179,9.66942,2.97521,3.25,0.892562,0.262097,0.0806452,0.18145160377025604,0.22467,1.17355,0.288462,0.766773,,,3.3483,3.42127,4.31858,165.6699981689453,,,,,,,851.6000000000001,5.130120481927712,806,4.855421686746988,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Sonny Gray","STL",13,8,,3.42685,31,31,0,0,,177,723,153,73,67,20,49,,6,185,9.37876,2.46493,3.80488,1.02204,0.255319,0.0671031,0.18821600824594498,0.228319,1.1356,0.285714,0.738714,,,3.48044,3.39707,3.73708,110.94000244140625,,,,,,,871,4.9209039548022595,830,4.6892655367231635,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Hunter Greene","CIN",9,8,,3.61633,29,29,0,0,,167,674,121,72,67,18,57,,19,186,10.0324,3.09138,3.24528,0.991575,0.275641,0.0849359,0.19070512056350708,0.202532,1.06935,0.260989,0.694051,,,3.74976,3.29316,3.79701,94.77999877929688,,,,,,,843.7999999999998,5.052694610778442,745,4.461077844311378,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Tyler Glasnow","LAD",10,6,,3.41956,24,24,0,0,,137,543,107,56,52,18,39,,0,168,11.059,2.54648,4.34286,1.16411,0.308943,0.0711382,0.23780490458011627,0.212254,1.0671,0.280277,0.739051,,,3.23924,3.23906,2.93389,98.19000244140625,,,,,,,733.2000000000003,5.35182481751825,670,4.890510948905109,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Justin Steele","CHC",9,6,,3.3448,29,29,0,0,,162,668,146,65,60,16,43,,6,151,8.42395,2.41569,3.48718,0.867171,0.226667,0.065,0.16166666895151138,0.235612,1.16999,0.288177,0.744681,,,3.45554,3.1163,3.5401,120.61000061035156,,,,,,,777.4,4.798765432098765,757,4.672839506172839,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Clay Holmes","NYM",16,11,,3.65854,49,23,0,1,,173,758,178,77,70,13,53,,8,150,7.80488,2.76423,2.82353,0.650406,0.197938,0.0701031,0.12783505767583847,0.255605,1.33695,0.309942,0.723684,,,3.42845,3.07054,2.48961,275.69000244140625,,,,,,,778.5,4.5,817,4.722543352601156,,,,,,,,,,,,,,,,,,,"Clay Holmes","13649",605280
"Spencer Strider","ATL",9,6,,3.29356,21,21,0,0,,118,482,92,47,43,13,36,,6,160,12.1718,2.72076,4.47368,1.00239,0.332031,0.0742188,0.2578124925494194,0.209402,1.08194,0.295775,0.738832,,,2.95964,3.01648,2.82426,111.77999877929688,,,,,,,668.1000000000001,5.661864406779662,615,5.211864406779661,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Ranger Suárez","PHI",11,9,,3.64447,40,28,0,1,,164,690,153,72,66,16,51,,5,147,8.0302,2.77968,2.88889,0.864791,0.212418,0.0735294,0.1388888955116272,0.241563,1.24228,0.291169,0.724907,,,3.64006,2.94217,2.92001,260.7200012207031,,,,,,,749.0000000000002,4.5670731707317085,742,4.524390243902439,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Cristopher Sánchez","PHI",10,9,,3.87399,29,29,0,0,,172,721,167,80,74,19,45,,5,145,7.57954,2.35808,3.21429,1.01061,0.200893,0.0625,0.1383928656578064,0.2496,1.23518,0.292373,0.711806,,,3.8215,2.93021,2.81905,172.30999755859375,,,,,,,744.8999999999999,4.330813953488371,753,4.377906976744186,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Brandon Woodruff","MIL",9,7,,3.44444,26,26,0,0,,150,613,126,63,57,20,44,,6,172,10.3333,2.66667,3.875,1.22222,0.280967,0.0725075,0.20845921337604523,0.223684,1.1358,0.285,0.75718,,,3.63562,2.77443,3.17338,240.69000244140625,,,,,,,730.4,4.8693333333333335,684,4.56,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Shota Imanaga","CHC",10,8,,3.49342,29,29,0,0,,164,674,149,69,64,22,38,,5,165,9.05921,2.07237,4.37143,1.18421,0.245192,0.0560897,0.18910257518291473,0.236301,1.13816,0.287105,0.751724,,,3.65332,2.75872,3.22251,76.4800033569336,,,,,,,756.6,4.613414634146341,735,4.4817073170731705,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Spencer Schwellenbach","ATL",12,8,,3.61963,29,29,0,0,,158,650,147,69,64,19,33,,8,152,8.65031,1.90184,4.54839,1.10429,0.234219,0.051495,0.1827242635190487,0.241135,1.13838,0.291358,0.726375,,,3.61638,2.73689,3.11428,84.11000061035156,,,,,,,734.3,4.647468354430379,724,4.582278481012659,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Roki Sasaki","LAD",11,7,,3.66467,24,24,0,0,,131,530,112,58,53,18,36,,9,160,10.994,2.47904,4.43478,1.23952,0.301775,0.0680473,0.23372782766819,0.231392,1.13174,0.306905,0.733418,,,3.5557,2.5928,2.30993,96.56999969482422,,,,,,,641.8000000000002,4.899236641221376,606,4.625954198473282,,,,,,,,,,,,,,,,,,,"Roki Sasaki","sa3025686",808963
"Zac Gallen","ARI",12,8,,3.45083,29,29,0,0,,168,694,146,70,65,19,53,,6,162,8.68275,2.83859,3.05882,1.00186,0.234234,0.0765766,0.1576576679944992,0.229885,1.1812,0.28046,0.747889,,,3.74162,2.56175,3.71557,121,,,,,,,776.9,4.624404761904762,740,4.404761904761905,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"MacKenzie Gore","WSN",10,10,,3.98065,31,31,0,0,,159,689,150,76,70,19,60,,7,168,9.51624,3.42087,2.78182,1.05736,0.244019,0.0877193,0.15629985183477402,0.240283,1.31997,0.300505,0.729665,,,3.84374,2.53144,2.31218,205.19000244140625,,,,,,,687.9000000000001,4.326415094339623,683,4.29559748427673,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
