Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Foster Griffin","WSN",6.1653,9.64621,5.6063,4.33381,27.971,21.638,0,0.6515,,126.699,542.445,121.26,65.37,61.01,16.008,44.6093,1.07823,6.07177,118.224,8.398,3.1688,2.65022,1.13712,0.217947,0.0822374,0.13570941239595413,0.246582,1.30916,0.294385,0.700548,,,4.11145,1.86154,1.34382,999,,,,,,,515.4000000000002,4.058267716535434,514,4.047244094488189,,,,,,,,,,,,,,,,,,,"Foster Griffin","16432",656492
"Jack Leiter","TEX",9.3452,10.688,11.976,4.51974,29.214,29.214,0,0,,162.547,694.975,146.653,87.13,81.63,24.7205,63.8437,0.47703,7.64638,153.554,8.50205,3.53494,2.40515,1.36874,0.220948,0.0918647,0.12908364087343216,0.235214,1.29499,0.273875,0.701393,,,4.54229,1.86083,1.44997,233.07000732421875,,,,,,,608.5,3.733128834355828,582,3.5705521472392636,,,,,,,,,,,,,,,,,,,"Jack Leiter","30146",683004
"Landen Roupp","SFG",7.13063,8.90535,5.38538,4.22836,26.82,22.581,0,0.6513,,120.536,518.096,115.115,60.84,56.63,13.4733,46.8596,0.859279,4.84013,109.541,8.17904,3.49884,2.33764,1.006,0.21143,0.0904458,0.12098422646522522,0.246818,1.34379,0.296002,0.706682,,,4.05743,1.85574,1.39689,694.8599853515625,,,,,,,504.5000000000001,4.169421487603307,504,4.1652892561983474,,,,,,,,,,,,,,,,,,,"Landen Roupp","30076",694738
"Simeon Woods Richardson","MIN",7.74036,10.1194,6.52967,4.45839,28.588,24.498,0,0.6268,,132.061,563.279,122.605,69.67,65.42,18.1705,47.895,0.75188,4.52793,118.074,8.04679,3.26406,2.46527,1.23833,0.209619,0.0850288,0.12459047883749008,0.239999,1.29107,0.27878,0.695085,,,4.32653,1.84737,1.16579,647.4199829101562,,,,,,,516.6000000000001,3.9136363636363645,507,3.840909090909091,,,,,,,,,,,,,,,,,,,"Simeon Woods Richardson","24494",680573
"Dustin May","STL",7.66284,10.4616,8.00113,4.50788,28.752,23.912,0,0.6663,,141.612,608.447,134.816,75.57,70.93,16.7759,52.1339,1.09392,8.35398,119.944,7.62291,3.31332,2.30069,1.06617,0.197131,0.0856836,0.11144758760929108,0.246034,1.32016,0.287036,0.681375,,,4.2626,1.84212,1.18474,526.0599975585938,,,,,,,554.6999999999999,3.9063380281690137,553,3.8943661971830985,,,,,,,,,,,,,,,,,,,"Dustin May","19716",669160
"Brady Singer","CIN",8.87997,11.2442,12.9003,4.76012,28.904,28.904,0,0,,166.042,716.648,167.174,93.56,87.82,24.9835,55.9396,0.439218,8.71592,149.414,8.09871,3.0321,2.67099,1.35418,0.20849,0.0780573,0.13043270260095596,0.256404,1.34372,0.297721,0.688613,,,4.45964,1.82194,0.947085,361.9100036621094,,,,,,,589.7,3.552409638554217,608,3.6626506024096384,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
"Chris Bassitt","BAL",10.4779,11.0799,10.8607,4.60275,31.371,28.304,0,0.6611,,164.973,711.926,160.42,90.12,84.37,23.5521,59.5601,0.85684,10.3775,140.949,7.68938,3.24926,2.3665,1.28487,0.197983,0.0836605,0.11432207375764847,0.249879,1.33343,0.286641,0.694412,,,4.55411,1.81312,1.24101,369.7900085449219,,,,,,,585.8,3.55030303030303,589,3.56969696969697,,,,,,,,,,,,,,,,,,,"Chris Bassitt","12304",605135
"Cade Cavalli","WSN",6.92862,9.75861,10.0394,4.43001,24.125,24.125,0,0,,135.406,582.14,133.673,71.4,66.65,16.2499,47.1928,0.453203,7.19691,109.726,7.29311,3.13676,2.32505,1.08008,0.188487,0.0810679,0.1074189618229866,0.253288,1.33573,0.292261,0.692313,,,4.2796,1.79694,1.30629,332.8599853515625,,,,,,,511.80000000000007,3.7911111111111118,525,3.888888888888889,,,,,,,,,,,,,,,,,,,"Cade Cavalli","27473",676917
"Tatsuya Imai","HOU",8.68602,9.28156,11.555,4.43005,25.626,25.626,0,0,,149.057,641.207,133.031,78.23,73.37,21.0519,63.4033,0.441859,8.99859,150.436,9.08328,3.82826,2.37269,1.27111,0.234614,0.0988811,0.1357329562306404,0.233879,1.31785,0.281839,0.707974,,,4.40987,1.78281,1.47823,999,,,,,,,582.5000000000002,3.909395973154364,556,3.7315436241610738,,,,,,,,,,,,,,,,,,,"Tatsuya Imai","sa3062955",837227
"Parker Messick","CLE",7.1777,8.93296,7.8749,4.33354,21.905,21.662,0,0,,116.136,496.127,114.334,59.9,55.92,15.3968,36.2071,0.371236,5.50674,106.2,8.23002,2.80588,2.93313,1.19318,0.214058,0.0729795,0.14107874780893326,0.251608,1.29625,0.297273,0.702723,,,4.10727,1.77549,1.2237,297.1099853515625,,,,,,,463.5000000000001,3.9956896551724146,471,4.060344827586207,,,,,,,,,,,,,,,,,,,"Parker Messick","31986",800048
"Jacob Lopez","ATH",7.34183,8.31655,8.874,4.4002,23.096,23.096,0,0,,125.401,535.242,111.385,65.68,61.31,19.6299,48.5859,0.394773,6.71322,136.501,9.79664,3.487,2.80948,1.40883,0.255027,0.0907737,0.16425282508134842,0.23208,1.27567,0.283359,0.711688,,,4.31602,1.77496,1.18345,503.69000244140625,,,,,,,496.4,3.9711999999999996,471,3.768,,,,,,,,,,,,,,,,,,,"Jacob Lopez","25098",682052
"Brayan Bello","BOS",9.21625,9.42621,11.7888,4.34022,26.684,26.684,0,0,,154.112,662.71,151.753,80.27,74.32,18.4556,55.372,0.398756,7.38636,119.351,6.96996,3.23367,2.15543,1.07779,0.180095,0.0835538,0.09654083847999573,0.252942,1.34399,0.288432,0.699746,,,4.36474,1.75954,1.58992,454.7699890136719,,,,,,,575.0000000000002,3.7337662337662354,588,3.8181818181818183,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Eduardo Rodriguez","ARI",7.62829,9.55093,7.72862,4.68782,26.85,23.642,0,0.6457,,132.183,572.618,133.375,73.62,68.85,18.0591,49.0699,0.933871,3.54934,115.974,7.89635,3.34104,2.36344,1.2296,0.202532,0.0856939,0.11683842539787292,0.256491,1.38024,0.298772,0.692437,,,4.35072,1.75891,0.790501,747.0700073242188,,,,,,,486.6000000000002,3.686363636363638,503,3.8106060606060606,,,,,,,,,,,,,,,,,,,"Eduardo Rodriguez","13164",593958
"Gerrit Cole","NYY",7.28,5.80596,8.76824,4.06006,18.236,18.236,0,0,,110.193,456.657,96.7996,52.93,49.71,17.1322,31.8519,0.344029,3.64924,109.177,8.91701,2.6015,3.42765,1.39927,0.239079,0.0697501,0.16932862251996994,0.229843,1.16751,0.2702,0.723456,,,4.14126,1.75176,1.56011,247.50999450683594,,,,,,,462.7,4.206363636363636,439,3.9909090909090907,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Bryce Miller","SEA",8.66073,8.6773,10.7147,4.39996,25.025,25.025,0,0,,142.324,598.208,131.885,74.26,69.58,22.3905,42.7658,0.483905,5.26524,123.127,7.78607,2.70434,2.8791,1.41588,0.205827,0.0714899,0.134336918592453,0.239713,1.22713,0.270584,0.700543,,,4.46249,1.73489,1.44248,298.75,,,,,,,539,3.795774647887324,526,3.704225352112676,,,,,,,,,,,,,,,,,,,"Bryce Miller","29837",682243
"Kodai Senga","NYM",7.14525,7.98394,3.94524,4.20211,29.361,21.089,0,0.7173,,123.752,531.958,108.069,61.83,57.78,15.186,57.2018,1.08664,5.17324,123.577,8.98731,4.16006,2.16038,1.10442,0.232307,0.107531,0.12477609515190125,0.230138,1.3355,0.280766,0.718287,,,4.24532,1.7298,1.43783,240.60000610351562,,,,,,,518.3,4.179838709677419,491,3.9596774193548385,,,,,,,,,,,,,,,,,,,"Kodai Senga","31838",673540
"Justin Steele","CHC",5.60089,4.18991,4.78094,3.42451,13.337,12.955,0,0,,72.4308,295.978,63.9062,29.71,27.56,7.10196,18.0426,0.216842,2.52448,67.3817,8.37262,2.24191,3.7346,0.882465,0.227658,0.0609592,0.16669883951544762,0.23204,1.13141,0.282711,0.725478,,,3.40109,1.7198,1.52324,565.5499877929688,,,,,,,351.30000000000007,4.879166666666667,340,4.722222222222222,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Mike Burrows","HOU",7.51894,9.2804,5.28368,4.31682,28.803,23.357,0,0.6558,,126.072,532.369,114.184,64.53,60.47,19.6859,42.1879,0.926407,5.33568,126.151,9.00566,3.0117,2.99023,1.40533,0.236962,0.0792455,0.1577165648341179,0.235506,1.24034,0.278749,0.712994,,,4.29467,1.7012,1.28396,255.7100067138672,,,,,,,505.0000000000001,4.007936507936509,485,3.8492063492063493,,,,,,,,,,,,,,,,,,,"Mike Burrows","24728",681347
"Jameson Taillon","CHC",9.21861,9.13786,12.005,4.46998,26.095,26.095,0,0,,153.041,640.186,148.009,81.29,76.01,25.4938,37.4115,0.395153,4.49559,114.857,6.75447,2.20009,3.07009,1.49924,0.179412,0.0584385,0.12097304686903954,0.247392,1.21158,0.267543,0.69546,,,4.62119,1.69252,1.42733,436.30999755859375,,,,,,,546.9000000000001,3.5745098039215693,547,3.5751633986928106,,,,,,,,,,,,,,,,,,,"Jameson Taillon","11674",592791
"Tyler Mahle","SFG",7.45914,8.36293,9.68685,4.43019,22.873,22.873,0,0,,129.367,552.277,127.487,68.22,63.68,17.7654,41.3748,0.434745,4.5291,104.659,7.2811,2.87843,2.52954,1.23593,0.189505,0.0749168,0.11458831280469894,0.251765,1.30529,0.285772,0.698949,,,4.36685,1.68335,1.23265,356.7699890136719,,,,,,,474.99999999999994,3.6821705426356584,483,3.744186046511628,,,,,,,,,,,,,,,,,,,"Tyler Mahle","16358",641816
"Logan Henderson","MIL",5.40759,6.53374,2.23187,4.00375,28.453,16.345,0,0.621,,100.301,413.313,85.5713,47.74,44.62,16.7153,27.2712,1.12501,3.57356,108.425,9.72899,2.44704,3.97581,1.49986,0.262332,0.0659821,0.19635041058063507,0.223735,1.12504,0.267581,0.727881,,,4.06217,1.68221,1.30586,279.9800109863281,,,,,,,434.29999999999995,4.343,406,4.06,,,,,,,,,,,,,,,,,,,"Logan Henderson","31475",701656
"Grant Taylor","CHW",2.85223,2.78829,0,2.99923,66.996,2.399,6,14.8431,,80.3007,327.896,61.4804,28.65,26.76,5.83158,27.6666,1.67509,3.61788,94.3167,10.5709,3.10084,3.40904,0.653596,0.287642,0.0843762,0.2032657191157341,0.207276,1.11017,0.283253,0.747035,,,2.89891,1.66349,1.43109,490.3599853515625,,,,,,,541.6,6.7700000000000005,504,6.3,,,,,,,,,,,,,,,,,,,"Grant Taylor","33927",691799
